lon,lat,depth,depth_lower
-127.80000000000001,41.35,,
-127.75,41.35,,
-127.69999999999999,41.35,,
-127.65,41.35,,
-127.6,41.35,,
-127.55000000000001,41.35,,
-127.5,41.35,,
-127.44999999999999,41.35,,
-127.4,41.35,,
-127.35,41.35,,
-127.30000000000001,41.35,,
-127.25,41.35,,
-127.19999999999999,41.35,,
-127.15,41.35,,
-127.1,41.35,,
-127.05000000000001,41.35,,
-127.0,41.35,,
-126.94999999999999,41.35,,
-126.9,41.35,,
-126.85,41.35,,
-126.80000000000001,41.35,,
-126.75,41.35,,
-126.69999999999999,41.35,,
-126.65,41.35,,
-126.6,41.35,,
-126.55000000000001,41.35,,
-126.5,41.35,,
-126.44999999999999,41.35,,
-126.4,41.35,,
-126.35,41.35,,
-126.30000000000001,41.35,,
-126.25,41.35,,
-126.19999999999999,41.35,,
-126.15,41.35,,
-126.1,41.35,,
-126.05000000000001,41.35,,
-126.0,41.35,,
-125.94999999999999,41.35,,
-125.9,41.35,,
-125.85,41.35,,
-125.80000000000001,41.35,,
-125.75,41.35,,
-125.69999999999999,41.35,,
-125.65,41.35,,
-125.6,41.35,,
-125.55000000000001,41.35,,
-125.5,41.35,,
-125.44999999999999,41.35,,
-125.4,41.35,,
-125.35,41.35,,
-125.30000000000001,41.35,,
-125.25,41.35,,
-125.19999999999999,41.35,,
-125.15,41.35,-5.57707357407,0.42292642593000007
-125.1,41.35,-5.98376131058,0.01623868941999973
-125.05000000000001,41.35,-6.43401813507,-0.43401813506999964
-125.0,41.35,-6.92663574219,-0.9266357421900002
-124.94999999999999,41.35,-7.45948934555,-1.4594893455499998
-124.9,41.35,-8.0296459198,-2.0296459198
-124.85,41.35,-8.63353157043,-2.6335315704299997
-124.80000000000001,41.35,-9.26714706421,-3.2671470642100005
-124.75,41.35,-9.92631053925,-3.92631053925
-124.69999999999999,41.35,-10.6069097519,-4.6069097519
-124.65,41.35,-11.3051462173,-5.305146217300001
-124.6,41.35,-12.0177526474,-6.0177526474
-124.55000000000001,41.35,-12.7421674728,-6.7421674728
-124.5,41.35,-13.4766635895,-7.476663589499999
-124.44999999999999,41.35,-14.2204284668,-8.2204284668
-124.4,41.35,-14.9735898972,-8.9735898972
-124.35,41.35,-15.7372198105,-9.7372198105
-124.30000000000001,41.35,-16.5132961273,-10.513296127299999
-124.25,41.35,-17.3046627045,-11.3046627045
-124.19999999999999,41.35,-18.1149673462,-12.1149673462
-124.15,41.35,-18.9486160278,-12.9486160278
-124.1,41.35,-19.8106956482,-13.8106956482
-124.05000000000001,41.35,-20.706905365,-14.706905365
-124.0,41.35,-21.6434555054,-15.643455505399999
-123.94999999999999,41.35,-22.6269397736,-16.6269397736
-123.9,41.35,-23.6641559601,-17.6641559601
-123.85,41.35,-24.7618961334,-18.7618961334
-123.80000000000001,41.35,-25.9266910553,-19.9266910553
-123.75,41.35,-27.1645278931,-21.1645278931
-123.69999999999999,41.35,-28.4805641174,-22.4805641174
-123.65,41.35,-29.8788452148,-23.8788452148
-123.6,41.35,-31.3620738983,-25.3620738983
-123.55000000000001,41.35,-32.9314498901,-26.931449890099998
-123.5,41.35,-34.5865631104,-28.5865631104
-123.44999999999999,41.35,-36.3254318237,-30.3254318237
-123.4,41.35,-38.1445846558,-32.1445846558
-123.35,41.35,-40.0392303467,-34.0392303467
-123.30000000000001,41.35,-42.003528595,-36.003528595
-123.25,41.35,-44.0308265686,-38.0308265686
-123.19999999999999,41.35,-46.1139411926,-40.1139411926
-123.15,41.35,-48.2454185486,-42.2454185486
-123.1,41.35,-50.4177436829,-44.4177436829
-123.05000000000001,41.35,-52.6235198975,-46.6235198975
-127.94999999999999,41.3,,
-127.9,41.3,,
-127.85,41.3,,
-127.80000000000001,41.3,,
-127.75,41.3,,
-127.69999999999999,41.3,,
-127.65,41.3,,
-127.6,41.3,,
-127.55000000000001,41.3,,
-127.5,41.3,,
-127.44999999999999,41.3,,
-127.4,41.3,,
-127.35,41.3,,
-127.30000000000001,41.3,,
-127.25,41.3,,
-127.19999999999999,41.3,,
-127.15,41.3,,
-127.1,41.3,,
-127.05000000000001,41.3,,
-127.0,41.3,,
-126.94999999999999,41.3,,
-126.9,41.3,,
-126.85,41.3,,
-126.80000000000001,41.3,,
-126.75,41.3,,
-126.69999999999999,41.3,,
-126.65,41.3,,
-126.6,41.3,,
-126.55000000000001,41.3,,
-126.5,41.3,,
-126.44999999999999,41.3,,
-126.4,41.3,,
-126.35,41.3,,
-126.30000000000001,41.3,,
-126.25,41.3,,
-126.19999999999999,41.3,,
-126.15,41.3,,
-126.1,41.3,,
-126.05000000000001,41.3,,
-126.0,41.3,,
-125.94999999999999,41.3,,
-125.9,41.3,,
-125.85,41.3,,
-125.80000000000001,41.3,,
-125.75,41.3,,
-125.69999999999999,41.3,,
-125.65,41.3,,
-125.6,41.3,,
-125.55000000000001,41.3,,
-125.5,41.3,,
-125.44999999999999,41.3,,
-125.4,41.3,,
-125.35,41.3,,
-125.30000000000001,41.3,,
-125.25,41.3,,
-125.19999999999999,41.3,,
-125.15,41.3,-5.56632184982,0.43367815018000044
-125.1,41.3,-5.97191762924,0.028082370759999975
-125.05000000000001,41.3,-6.42078304291,-0.4207830429100001
-125.0,41.3,-6.91153049469,-0.91153049469
-124.94999999999999,41.3,-7.44183349609,-1.44183349609
-124.9,41.3,-8.00854969025,-2.0085496902499997
-124.85,41.3,-8.60789966583,-2.6078996658300007
-124.80000000000001,41.3,-9.2356967926,-3.2356967926000006
-124.75,41.3,-9.88760757446,-3.8876075744600005
-124.69999999999999,41.3,-10.5594148636,-4.559414863600001
-124.65,41.3,-11.2472734451,-5.247273445099999
-124.6,41.3,-11.947936058,-5.947936058
-124.55000000000001,41.3,-12.6589288712,-6.6589288712000005
-124.5,41.3,-13.3786735535,-7.3786735535000005
-124.44999999999999,41.3,-14.1065578461,-8.1065578461
-124.4,41.3,-14.8429498672,-8.8429498672
-124.35,41.3,-15.5891723633,-9.5891723633
-124.30000000000001,41.3,-16.347448349,-10.347448349
-124.25,41.3,-17.1208267212,-11.1208267212
-124.19999999999999,41.3,-17.9130954742,-11.913095474199999
-124.15,41.3,-18.7287120819,-12.7287120819
-124.1,41.3,-19.5727005005,-13.572700500500002
-124.05000000000001,41.3,-20.4505729675,-14.450572967500001
-124.0,41.3,-21.3682174683,-15.3682174683
-123.94999999999999,41.3,-22.3317718506,-16.3317718506
-123.9,41.3,-23.3474693298,-17.3474693298
-123.85,41.3,-24.4214458466,-18.4214458466
-123.80000000000001,41.3,-25.5595245361,-19.5595245361
-123.75,41.3,-26.7669773102,-20.7669773102
-123.69999999999999,41.3,-28.048286438,-22.048286438
-123.65,41.3,-29.4069232941,-23.4069232941
-123.6,41.3,-30.8451633453,-24.8451633453
-123.55000000000001,41.3,-32.3639602661,-26.3639602661
-123.5,41.3,-33.962890625,-27.962890625
-123.44999999999999,41.3,-35.6401939392,-29.640193939200003
-123.4,41.3,-37.392868042,-31.392868042000003
-123.35,41.3,-39.2168388367,-33.2168388367
-123.30000000000001,41.3,-41.1071739197,-35.1071739197
-123.25,41.3,-43.0583114624,-37.0583114624
-123.19999999999999,41.3,-45.064289093,-39.064289093
-123.15,41.3,-47.1189422607,-41.1189422607
-123.1,41.3,-49.2160797119,-43.2160797119
-123.05000000000001,41.3,-51.3496055603,-45.3496055603
-127.94999999999999,41.25,,
-127.9,41.25,,
-127.85,41.25,,
-127.80000000000001,41.25,,
-127.75,41.25,,
-127.69999999999999,41.25,,
-127.65,41.25,,
-127.6,41.25,,
-127.55000000000001,41.25,,
-127.5,41.25,,
-127.44999999999999,41.25,,
-127.4,41.25,,
-127.35,41.25,,
-127.30000000000001,41.25,,
-127.25,41.25,,
-127.19999999999999,41.25,,
-127.15,41.25,,
-127.1,41.25,,
-127.05000000000001,41.25,,
-127.0,41.25,,
-126.94999999999999,41.25,,
-126.9,41.25,,
-126.85,41.25,,
-126.80000000000001,41.25,,
-126.75,41.25,,
-126.69999999999999,41.25,,
-126.65,41.25,,
-126.6,41.25,,
-126.55000000000001,41.25,,
-126.5,41.25,,
-126.44999999999999,41.25,,
-126.4,41.25,,
-126.35,41.25,,
-126.30000000000001,41.25,,
-126.25,41.25,,
-126.19999999999999,41.25,,
-126.15,41.25,,
-126.1,41.25,,
-126.05000000000001,41.25,,
-126.0,41.25,,
-125.94999999999999,41.25,,
-125.9,41.25,,
-125.85,41.25,,
-125.80000000000001,41.25,,
-125.75,41.25,,
-125.69999999999999,41.25,,
-125.65,41.25,,
-125.6,41.25,,
-125.55000000000001,41.25,,
-125.5,41.25,,
-125.44999999999999,41.25,,
-125.4,41.25,,
-125.35,41.25,,
-125.30000000000001,41.25,,
-125.25,41.25,,
-125.19999999999999,41.25,,
-125.15,41.25,,
-125.1,41.25,-5.95762205124,0.04237794875999956
-125.05000000000001,41.25,-6.40398025513,-0.4039802551299996
-125.0,41.25,-6.89160490036,-0.89160490036
-124.94999999999999,41.25,-7.41799163818,-1.4179916381800002
-124.9,41.25,-7.97981739044,-1.97981739044
-124.85,41.25,-8.57313156128,-2.5731315612800003
-124.80000000000001,41.25,-9.1936006546,-3.193600654600001
-124.75,41.25,-9.8367767334,-3.8367767334000007
-124.69999999999999,41.25,-10.4983778,-4.4983778
-124.65,41.25,-11.1745471954,-5.174547195400001
-124.6,41.25,-11.8620872498,-5.8620872498
-124.55000000000001,41.25,-12.5586338043,-6.558633804299999
-124.5,41.25,-13.2627744675,-7.2627744675
-124.44999999999999,41.25,-13.9741067886,-7.9741067886
-124.4,41.25,-14.693239212,-8.693239212
-124.35,41.25,-15.421746254,-9.421746254
-124.30000000000001,41.25,-16.1620883942,-10.162088394200001
-124.25,41.25,-16.9175128937,-10.9175128937
-124.19999999999999,41.25,-17.6919460297,-11.691946029699999
-124.15,41.25,-18.4898910522,-12.4898910522
-124.1,41.25,-19.3163166046,-13.3163166046
-124.05000000000001,41.25,-20.1765499115,-14.1765499115
-124.0,41.25,-21.0761699677,-15.0761699677
-123.94999999999999,41.25,-22.0208816528,-16.0208816528
-123.9,41.25,-23.0163707733,-17.0163707733
-123.85,41.25,-24.0681381226,-18.0681381226
-123.80000000000001,41.25,-25.1813220978,-19.1813220978
-123.75,41.25,-26.3604946136,-20.3604946136
-123.69999999999999,41.25,-27.6094818115,-21.6094818115
-123.65,41.25,-28.9311771393,-22.9311771393
-123.6,41.25,-30.327413559,-24.327413559
-123.55000000000001,41.25,-31.7988815308,-25.7988815308
-123.5,41.25,-33.3451042175,-27.3451042175
-123.44999999999999,41.25,-34.9644813538,-28.964481353799997
-123.4,41.25,-36.6544113159,-30.6544113159
-123.35,41.25,-38.4114341736,-32.4114341736
-123.30000000000001,41.25,-40.2314338684,-34.2314338684
-123.25,41.25,-42.1098213196,-36.1098213196
-123.19999999999999,41.25,-44.0417289734,-38.0417289734
-123.15,41.25,-46.0221633911,-40.0221633911
-123.1,41.25,-48.0461273193,-42.0461273193
-123.05000000000001,41.25,-50.1087150574,-44.1087150574
-127.94999999999999,41.2,,
-127.9,41.2,,
-127.85,41.2,,
-127.80000000000001,41.2,,
-127.75,41.2,,
-127.69999999999999,41.2,,
-127.65,41.2,,
-127.6,41.2,,
-127.55000000000001,41.2,,
-127.5,41.2,,
-127.44999999999999,41.2,,
-127.4,41.2,,
-127.35,41.2,,
-127.30000000000001,41.2,,
-127.25,41.2,,
-127.19999999999999,41.2,,
-127.15,41.2,,
-127.1,41.2,,
-127.05000000000001,41.2,,
-127.0,41.2,,
-126.94999999999999,41.2,,
-126.9,41.2,,
-126.85,41.2,,
-126.80000000000001,41.2,,
-126.75,41.2,,
-126.69999999999999,41.2,,
-126.65,41.2,,
-126.6,41.2,,
-126.55000000000001,41.2,,
-126.5,41.2,,
-126.44999999999999,41.2,,
-126.4,41.2,,
-126.35,41.2,,
-126.30000000000001,41.2,,
-126.25,41.2,,
-126.19999999999999,41.2,,
-126.15,41.2,,
-126.1,41.2,,
-126.05000000000001,41.2,,
-126.0,41.2,,
-125.94999999999999,41.2,,
-125.9,41.2,,
-125.85,41.2,,
-125.80000000000001,41.2,,
-125.75,41.2,,
-125.69999999999999,41.2,,
-125.65,41.2,,
-125.6,41.2,,
-125.55000000000001,41.2,,
-125.5,41.2,,
-125.44999999999999,41.2,,
-125.4,41.2,,
-125.35,41.2,,
-125.30000000000001,41.2,,
-125.25,41.2,,
-125.19999999999999,41.2,,
-125.15,41.2,,
-125.1,41.2,-5.94072532654,0.05927467346000004
-125.05000000000001,41.2,-6.38358259201,-0.3835825920099998
-125.0,41.2,-6.86699581146,-0.8669958114599998
-124.94999999999999,41.2,-7.38830518723,-1.3883051872300003
-124.9,41.2,-7.9440369606,-1.9440369606
-124.85,41.2,-8.5301027298,-2.5301027297999994
-124.80000000000001,41.2,-9.14205360413,-3.14205360413
-124.75,41.2,-9.77536487579,-3.7753648757900002
-124.69999999999999,41.2,-10.4257183075,-4.4257183075
-124.65,41.2,-11.0892744064,-5.0892744063999995
-124.6,41.2,-11.7629022598,-5.762902259800001
-124.55000000000001,41.2,-12.444360733,-6.444360733
-124.5,41.2,-13.1324090958,-7.1324090958
-124.44999999999999,41.2,-13.8268537521,-7.8268537521
-124.4,41.2,-14.5285396576,-8.5285396576
-124.35,41.2,-15.2392835617,-9.2392835617
-124.30000000000001,41.2,-15.9617738724,-9.9617738724
-124.25,41.2,-16.6994514465,-10.6994514465
-124.19999999999999,41.2,-17.4563770294,-11.456377029399999
-124.15,41.2,-18.2371006012,-12.237100601200002
-124.1,41.2,-19.0465450287,-13.046545028699999
-124.05000000000001,41.2,-19.8898715973,-13.8898715973
-124.0,41.2,-20.7723731995,-14.772373199499999
-123.94999999999999,41.2,-21.6993465424,-15.6993465424
-123.9,41.2,-22.6759662628,-16.6759662628
-123.85,41.2,-23.7071342468,-17.7071342468
-123.80000000000001,41.2,-24.797328949,-18.797328949
-123.75,41.2,-25.9504585266,-19.9504585266
-123.69999999999999,41.2,-27.1697025299,-21.1697025299
-123.65,41.2,-28.4573898315,-22.4573898315
-123.6,41.2,-29.8149089813,-23.8149089813
-123.55000000000001,41.2,-31.2426605225,-25.2426605225
-123.5,41.2,-32.740070343,-26.740070343
-123.44999999999999,41.2,-34.3056488037,-28.305648803700002
-123.4,41.2,-35.9371109009,-29.937110900900002
-123.35,41.2,-37.6315193176,-31.631519317600002
-123.30000000000001,41.2,-39.3854560852,-33.3854560852
-123.25,41.2,-41.195186615,-35.195186615
-123.19999999999999,41.2,-43.056804657,-37.056804657
-123.15,41.2,-44.9663505554,-38.9663505554
-123.1,41.2,-46.919883728,-40.919883728
-123.05000000000001,41.2,-48.9135551453,-42.9135551453
-127.94999999999999,41.15,,
-127.9,41.15,,
-127.85,41.15,,
-127.80000000000001,41.15,,
-127.75,41.15,,
-127.69999999999999,41.15,,
-127.65,41.15,,
-127.6,41.15,,
-127.55000000000001,41.15,,
-127.5,41.15,,
-127.44999999999999,41.15,,
-127.4,41.15,,
-127.35,41.15,,
-127.30000000000001,41.15,,
-127.25,41.15,,
-127.19999999999999,41.15,,
-127.15,41.15,,
-127.1,41.15,,
-127.05000000000001,41.15,,
-127.0,41.15,,
-126.94999999999999,41.15,,
-126.9,41.15,,
-126.85,41.15,,
-126.80000000000001,41.15,,
-126.75,41.15,,
-126.69999999999999,41.15,,
-126.65,41.15,,
-126.6,41.15,,
-126.55000000000001,41.15,,
-126.5,41.15,,
-126.44999999999999,41.15,,
-126.4,41.15,,
-126.35,41.15,,
-126.30000000000001,41.15,,
-126.25,41.15,,
-126.19999999999999,41.15,,
-126.15,41.15,,
-126.1,41.15,,
-126.05000000000001,41.15,,
-126.0,41.15,,
-125.94999999999999,41.15,,
-125.9,41.15,,
-125.85,41.15,,
-125.80000000000001,41.15,,
-125.75,41.15,,
-125.69999999999999,41.15,,
-125.65,41.15,,
-125.6,41.15,,
-125.55000000000001,41.15,,
-125.5,41.15,,
-125.44999999999999,41.15,,
-125.4,41.15,,
-125.35,41.15,,
-125.30000000000001,41.15,,
-125.25,41.15,,
-125.19999999999999,41.15,,
-125.15,41.15,,
-125.1,41.15,,
-125.05000000000001,41.15,-6.35989713669,-0.3598971366899999
-125.0,41.15,-6.83823728561,-0.83823728561
-124.94999999999999,41.15,-7.35358333588,-1.3535833358799998
-124.9,41.15,-7.90233612061,-1.9023361206100002
-124.85,41.15,-8.48029994965,-2.48029994965
-124.80000000000001,41.15,-9.0829410553,-3.082941055299999
-124.75,41.15,-9.70568084717,-3.705680847169999
-124.69999999999999,41.15,-10.3441877365,-4.3441877365
-124.65,41.15,-10.9946527481,-4.9946527481
-124.6,41.15,-11.6540241241,-5.654024124099999
-124.55000000000001,41.15,-12.3201828003,-6.3201828003
-124.5,41.15,-12.9920549393,-6.992054939300001
-124.44999999999999,41.15,-13.6696462631,-7.669646263100001
-124.4,41.15,-14.3540229797,-8.3540229797
-124.35,41.15,-15.0472307205,-9.0472307205
-124.30000000000001,41.15,-15.7521753311,-9.7521753311
-124.25,41.15,-16.4724826813,-10.4724826813
-124.19999999999999,41.15,-17.2123470306,-11.2123470306
-124.15,41.15,-17.9763755798,-11.9763755798
-124.1,41.15,-18.7694568634,-12.769456863399999
-124.05000000000001,41.15,-19.5966129303,-13.596612930300001
-124.0,41.15,-20.4628829956,-14.462882995600001
-123.94999999999999,41.15,-21.3731994629,-15.3731994629
-123.9,41.15,-22.3322620392,-16.3322620392
-123.85,41.15,-23.3444194794,-17.3444194794
-123.80000000000001,41.15,-24.4135379791,-18.4135379791
-123.75,41.15,-25.5428886414,-19.5428886414
-123.69999999999999,41.15,-26.73503685,-20.73503685
-123.65,41.15,-27.9917621613,-21.9917621613
-123.6,41.15,-29.3140068054,-23.3140068054
-123.55000000000001,41.15,-30.7018623352,-24.7018623352
-123.5,41.15,-32.1546173096,-26.1546173096
-123.44999999999999,41.15,-33.6708374023,-27.670837402300002
-123.4,41.15,-35.2484741211,-29.248474121100003
-123.35,41.15,-36.8850135803,-30.885013580299997
-123.30000000000001,41.15,-38.5776329041,-32.5776329041
-123.25,41.15,-40.3233146667,-34.3233146667
-123.19999999999999,41.15,-42.1189727783,-36.1189727783
-123.15,41.15,-43.9615402222,-37.9615402222
-123.1,41.15,-45.8479881287,-39.8479881287
-123.05000000000001,41.15,-47.7753829956,-41.7753829956
-127.94999999999999,41.1,,
-127.9,41.1,,
-127.85,41.1,,
-127.80000000000001,41.1,,
-127.75,41.1,,
-127.69999999999999,41.1,,
-127.65,41.1,,
-127.6,41.1,,
-127.55000000000001,41.1,,
-127.5,41.1,,
-127.44999999999999,41.1,,
-127.4,41.1,,
-127.35,41.1,,
-127.30000000000001,41.1,,
-127.25,41.1,,
-127.19999999999999,41.1,,
-127.15,41.1,,
-127.1,41.1,,
-127.05000000000001,41.1,,
-127.0,41.1,,
-126.94999999999999,41.1,,
-126.9,41.1,,
-126.85,41.1,,
-126.80000000000001,41.1,,
-126.75,41.1,,
-126.69999999999999,41.1,,
-126.65,41.1,,
-126.6,41.1,,
-126.55000000000001,41.1,,
-126.5,41.1,,
-126.44999999999999,41.1,,
-126.4,41.1,,
-126.35,41.1,,
-126.30000000000001,41.1,,
-126.25,41.1,,
-126.19999999999999,41.1,,
-126.15,41.1,,
-126.1,41.1,,
-126.05000000000001,41.1,,
-126.0,41.1,,
-125.94999999999999,41.1,,
-125.9,41.1,,
-125.85,41.1,,
-125.80000000000001,41.1,,
-125.75,41.1,,
-125.69999999999999,41.1,,
-125.65,41.1,,
-125.6,41.1,,
-125.55000000000001,41.1,,
-125.5,41.1,,
-125.44999999999999,41.1,,
-125.4,41.1,,
-125.35,41.1,,
-125.30000000000001,41.1,,
-125.25,41.1,,
-125.19999999999999,41.1,,
-125.15,41.1,,
-125.1,41.1,,
-125.05000000000001,41.1,-6.33351755142,-0.33351755141999995
-125.0,41.1,-6.80620145798,-0.8062014579800003
-124.94999999999999,41.1,-7.31502342224,-1.3150234222400004
-124.9,41.1,-7.85628557205,-1.85628557205
-124.85,41.1,-8.4257068634,-2.4257068634000003
-124.80000000000001,41.1,-9.0186920166,-3.0186920165999993
-124.75,41.1,-9.63062572479,-3.6306257247900007
-124.69999999999999,41.1,-10.2571735382,-4.2571735382
