file_name,station_id,begin_time,phase_type,phase_time,phase_score,polarity,sharpness
nc71919066.mseed,NC.KMPB..HHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:11.390,0.988,U,I
nc71919066.mseed,NC.KOM..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:21.070,0.824,D,E
nc71919066.mseed,NC.KPP..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:11.710,0.968,U,I
nc71919066.mseed,NC.KRK..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:19.950,0.903,U,E
nc71919066.mseed,NC.KMR..HHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:09.250,0.961,U,I
nc71919066.mseed,NC.KSM.02.EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:12.180,0.959,U,I
nc71919066.mseed,NC.LBK..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:23.220,0.91,U,E
nc71919066.mseed,NC.LAMB..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:29.650,0.852,U,E
nc71919066.mseed,NC.LBP..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:16.550,0.953,U,I
nc71919066.mseed,NC.LGP..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:20.230,0.947,U,E
nc71919066.mseed,NC.LPG..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:19.110,0.953,U,I
nc71919066.mseed,NC.LRB..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:20.790,0.764,U,E
nc71919066.mseed,NC.LSF..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:21.300,0.938,U,E
nc71919066.mseed,NC.LPK..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:28.460,0.948,U,E
nc71919066.mseed,PB.B046..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:12.790,0.956,U,I
nc71919066.mseed,PB.B047..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:11.840,0.983,U,I
nc71919066.mseed,PB.B045..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:10.230,0.974,U,I
nc71919066.mseed,PB.B049..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:08.830,0.984,U,I
nc71919066.mseed,PB.B932..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:12.110,0.982,U,I
nc71919066.mseed,PB.B933..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:11.510,0.978,U,I
nc71919066.mseed,PB.B934..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:13.850,0.853,U,E
nc71919066.mseed,PB.B935..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:10.270,0.983,D,I
nc71919066.mseed,TA.N02D..HHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:22.010,0.954,U,I
nc71919066.mseed,TA.M02C..HHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:25.550,0.904,U,I
nc71919066.mseed,7D.FS04B..HHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:15.170,0.966,U,I
nc71919066.mseed,7D.FS13B..HHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:19.870,0.866,U,I
nc71919066.mseed,7D.G02B..BHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:22.540,0.961,U,I
nc71919066.mseed,BK.WDC.00.HHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:20.510,0.836,U,I
nc71919066.mseed,PB.B045..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:10.230,0.974,U,I
nc71919066.mseed,PB.B046..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:12.790,0.956,U,I
nc71919066.mseed,PB.B049..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:08.830,0.984,U,I
nc71919066.mseed,PB.B934..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:13.850,0.853,U,E
nc71919066.mseed,PB.B932..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:12.110,0.982,U,I
nc71919066.mseed,PB.B933..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:11.510,0.978,U,I
nc71919066.mseed,PB.B047..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:11.840,0.983,U,I
nc71919066.mseed,PB.B935..EHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:10.270,0.983,D,I
nc71919066.mseed,TA.M02C..HHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:25.550,0.904,U,I
nc71919066.mseed,TA.N02D..HHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:22.010,0.954,U,I
nc71919066.mseed,TA.O02D..BHZ,2013-01-10 15:54:34.320,P,2013-01-10 15:55:17.910,0.952,U,I
nc51207214.mseed,BK.WDC..HHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:39.360,0.976,U,I
nc51207214.mseed,BK.YBH..HHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:53.020,0.803,U,I
nc51207214.mseed,BK.GASB..HHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:45.610,0.958,U,I
nc51207214.mseed,NC.GNA.02.EHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:50.650,0.863,U,E
nc51207214.mseed,NC.GHO..EHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:52.380,0.771,D,E
nc51207214.mseed,NC.KCT..HHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:27:35.010,0.85,D,E
nc51207214.mseed,NC.KCT..HHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:27:35.010,0.85,D,E
nc51207214.mseed,NC.KCT..HHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:27:35.010,0.85,D,E
nc51207214.mseed,NC.KHBB..HHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:37.120,0.982,U,I
nc51207214.mseed,NC.KCPB..HHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:44.770,0.849,U,E
nc51207214.mseed,NC.KRMB..HHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:50.290,0.762,U,E
nc51207214.mseed,BK.WDC..HHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:39.360,0.976,U,E
nc51207214.mseed,XQ.ME04.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:46.810,0.911,U,E
nc51207214.mseed,XQ.ME07.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:47.540,0.829,U,E
nc51207214.mseed,XQ.ME09.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:43.440,0.88,U,E
nc51207214.mseed,XQ.ME08.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:27:05.300,0.913,U,E
nc51207214.mseed,XQ.ME13.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:38.180,0.864,U,E
nc51207214.mseed,XQ.ME30.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:40.650,0.809,U,E
nc51207214.mseed,XQ.ME29.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:43.100,0.896,U,E
nc51207214.mseed,XQ.ME27.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:35.560,0.961,U,E
nc51207214.mseed,XQ.ME31.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:43.020,0.891,U,E
nc51207214.mseed,XQ.ME32.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:41.820,0.919,U,E
nc51207214.mseed,XQ.ME33.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:40.980,0.841,U,E
nc51207214.mseed,XQ.ME34.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:44.970,0.775,U,E
nc51207214.mseed,XQ.ME35.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:40.540,0.779,U,E
nc51207214.mseed,XQ.ME37.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:39.770,0.882,U,E
nc51207214.mseed,XQ.ME38.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:39.870,0.861,U,E
nc51207214.mseed,XQ.ME39.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:39.650,0.953,U,E
nc51207214.mseed,XQ.ME42.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:43.740,0.863,U,E
nc51207214.mseed,XQ.ME49.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:43.490,0.774,U,E
nc51207214.mseed,XQ.ME50.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:45.380,0.87,U,E
nc51207214.mseed,XQ.ME56.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:41.540,0.934,U,E
nc51207214.mseed,XQ.ME53.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:50.240,0.91,U,E
nc51207214.mseed,XQ.ME57.01.BHZ,2008-08-21 09:26:00.070,P,2008-08-21 09:26:42.820,0.911,U,E
nc71634355.mseed,NC.GHG..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:53.840,0.816,D,E
nc71634355.mseed,NC.GCW..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:53.320,0.942,D,I
nc71634355.mseed,BK.JCC.00.HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:51.150,0.944,U,I
nc71634355.mseed,BK.GASB.00.HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:48.130,0.974,U,I
nc71634355.mseed,BK.YBH.00.HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:13:01.350,0.877,D,E
nc71634355.mseed,BK.WDC.00.HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:46.800,0.968,D,I
nc71634355.mseed,NC.GHL..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:54.390,0.968,D,E
nc71634355.mseed,NC.GHM..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:48.980,0.945,D,I
nc71634355.mseed,NC.GNA.02.EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:52.970,0.97,D,I
nc71634355.mseed,NC.GHO..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:54.630,0.973,D,I
nc71634355.mseed,NC.GRO..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:45.450,0.971,U,I
nc71634355.mseed,NC.GTS..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:52.610,0.775,D,E
nc71634355.mseed,NC.GWR..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:52.250,0.973,D,I
nc71634355.mseed,NC.KHBB..HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:45.530,0.974,D,I
nc71634355.mseed,NC.KCPB..HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:47.290,0.974,D,I
nc71634355.mseed,NC.KHMB..HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:50.270,0.939,U,I
nc71634355.mseed,NC.KCT..HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:52.260,0.951,U,I
nc71634355.mseed,NC.KMPB..HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:49.600,0.98,U,I
nc71634355.mseed,NC.KMR..HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:45.320,0.983,U,I
nc71634355.mseed,NC.KRMB..HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:58.800,0.945,U,I
nc71634355.mseed,NC.KSXB..HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:13:02.890,0.874,U,E
nc71634355.mseed,NC.KRP..HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:54.920,0.94,U,I
nc71634355.mseed,PB.B045..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:48.450,0.978,U,I
nc71634355.mseed,PB.B046..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:05.350,0.798,U,I
nc71634355.mseed,PB.B049..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:46.090,0.98,U,I
nc71634355.mseed,PB.B047..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:49.730,0.956,U,E
nc71634355.mseed,PB.B934..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:46.640,0.947,U,E
nc71634355.mseed,PB.B933..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:47.650,0.922,U,I
nc71634355.mseed,PB.B935..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:05.350,0.773,U,I
nc71634355.mseed,TA.M02C..HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:55.940,0.825,D,E
nc71634355.mseed,BK.WDC.00.HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:46.800,0.968,D,I
nc71634355.mseed,PB.B046..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:05.350,0.798,D,I
nc71634355.mseed,PB.B049..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:46.090,0.98,U,I
nc71634355.mseed,PB.B045..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:48.450,0.978,U,I
nc71634355.mseed,PB.B047..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:49.730,0.956,U,E
nc71634355.mseed,PB.B935..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:05.350,0.773,U,E
nc71634355.mseed,PB.B934..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:46.640,0.947,U,E
nc71634355.mseed,PB.B933..EHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:47.650,0.922,U,I
nc71634355.mseed,TA.M02C..HHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:55.940,0.825,D,E
nc71634355.mseed,TA.O02D..BHZ,2011-09-05 05:12:05.340,P,2011-09-05 05:12:42.950,0.939,D,E
nc72404695.mseed,BK.WDC.00.HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:53.710,0.866,U,E
nc72404695.mseed,NC.KBS.02.EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:49.160,0.775,D,E
nc72404695.mseed,NC.KCPB..HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:52.380,0.838,D,E
nc72404695.mseed,NC.KCT..HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:11:16.550,0.923,D,E
nc72404695.mseed,NC.KCT..HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:11:16.550,0.923,D,E
nc72404695.mseed,NC.KCT..HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:11:16.550,0.923,D,E
nc72404695.mseed,NC.KCT..HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:11:16.550,0.923,D,E
nc72404695.mseed,NC.KHBB..HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:48.570,0.974,U,I
nc72404695.mseed,NC.KKP..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:46.030,0.893,U,I
nc72404695.mseed,NC.KKP..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:46.030,0.893,U,I
nc72404695.mseed,NC.KKP..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:46.030,0.893,U,I
nc72404695.mseed,NC.KKP..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:46.030,0.893,U,I
nc72404695.mseed,NC.KKP..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:46.030,0.893,U,I
nc72404695.mseed,NC.KIP..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:50.410,0.952,U,E
nc72404695.mseed,NC.KMR..HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:46.310,0.942,U,I
nc72404695.mseed,NC.LBP..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:49.340,0.979,U,I
nc72404695.mseed,NC.LGP..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:54.170,0.97,D,I
nc72404695.mseed,NC.LPG..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:52.020,0.863,D,E
nc72404695.mseed,NC.LVR..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:52.830,0.832,U,I
nc72404695.mseed,PB.B049..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:46.870,0.986,U,I
nc72404695.mseed,PB.B046..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:52.200,0.817,U,E
nc72404695.mseed,PB.B047..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:50.550,0.936,U,E
nc72404695.mseed,PB.B932..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:50.870,0.894,D,E
nc72404695.mseed,PB.B933..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:49.560,0.972,D,I
nc72404695.mseed,PB.B934..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:50.200,0.877,D,E
nc72404695.mseed,PB.B935..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:45.870,0.967,U,I
nc72404695.mseed,TA.N02D..HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:55.860,0.918,U,E
nc72404695.mseed,TA.O02D..HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:50.780,0.977,U,I
nc72404695.mseed,5E.CM03A..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:49.720,0.971,U,E
nc72404695.mseed,5E.CM01A..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:11:07.080,0.974,U,E
nc72404695.mseed,7D.FS45D..HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:11:13.270,0.877,U,E
nc72404695.mseed,BK.WDC.00.HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:53.710,0.866,U,E
nc72404695.mseed,PB.B046..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:52.200,0.817,U,E
nc72404695.mseed,PB.B049..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:46.870,0.986,U,I
nc72404695.mseed,PB.B047..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:50.550,0.936,U,E
nc72404695.mseed,PB.B932..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:50.870,0.894,D,E
nc72404695.mseed,PB.B933..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:49.560,0.972,D,I
nc72404695.mseed,PB.B935..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:45.870,0.967,U,I
nc72404695.mseed,PB.B934..EHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:50.200,0.877,D,E
nc72404695.mseed,TA.N02D..HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:55.860,0.918,U,E
nc72404695.mseed,TA.O02D..HHZ,2015-03-03 12:10:10.160,P,2015-03-03 12:10:50.780,0.977,U,I
nc71544046.mseed,NC.GHG..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:30.450,0.822,D,E
nc71544046.mseed,BK.WDC..HHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:24.270,0.919,D,E
nc71544046.mseed,BK.GASB..HHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:26.970,0.852,D,E
nc71544046.mseed,BK.JCC.00.HHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:08.100,0.966,U,I
nc71544046.mseed,NC.GRO..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:25.590,0.856,U,E
nc71544046.mseed,NC.GVV..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:26.540,0.851,U,E
nc71544046.mseed,NC.GWR..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:25.520,0.964,U,I
nc71544046.mseed,NC.KHBB..HHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:17.060,0.964,U,I
nc71544046.mseed,NC.KHMB..HHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:12.030,0.961,U,I
nc71544046.mseed,NC.KMPB..HHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:07.810,0.975,U,I
nc71544046.mseed,NC.KMR..HHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:13.460,0.946,U,I
nc71544046.mseed,NC.KRP..HHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:11.030,0.977,U,I
nc71544046.mseed,NC.KSXB..HHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:19.130,0.972,D,I
nc71544046.mseed,PB.B045..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:08.870,0.976,U,I
nc71544046.mseed,PB.B047..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:08.310,0.966,U,I
nc71544046.mseed,PB.B049..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:11.850,0.941,U,I
nc71544046.mseed,PB.B046..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:06.770,0.969,U,I
nc71544046.mseed,PB.B932..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:07.460,0.96,U,I
nc71544046.mseed,PB.B933..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:11.890,0.96,U,E
nc71544046.mseed,PB.B935..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:13.440,0.962,U,I
nc71544046.mseed,BK.WDC..HHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:24.270,0.919,U,I
nc71544046.mseed,PB.B046..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:06.770,0.969,U,I
nc71544046.mseed,PB.B047..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:08.310,0.966,U,I
nc71544046.mseed,PB.B045..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:08.870,0.976,U,I
nc71544046.mseed,PB.B932..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:07.460,0.96,U,I
nc71544046.mseed,PB.B049..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:11.850,0.941,U,I
nc71544046.mseed,PB.B933..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:11.890,0.96,U,E
nc71544046.mseed,PB.B935..EHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:13.440,0.962,U,I
nc71544046.mseed,TA.N02D..BHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:22.790,0.923,U,I
nc71544046.mseed,TA.M02C..BHZ,2011-03-17 02:13:26.720,P,2011-03-17 02:14:23.030,0.803,U,I
nc73024816.mseed,BK.GASB.00.HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:14.180,0.882,D,E
nc73024816.mseed,BK.PETY.00.HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:06.600,0.941,U,I
nc73024816.mseed,BK.SCOT.00.HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:10.280,0.79,D,E
nc73024816.mseed,BK.DCMP.00.HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:14.400,0.844,D,E
nc73024816.mseed,BK.TRIN.00.HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:06.050,0.968,D,I
nc73024816.mseed,BK.JCC.00.HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:07.350,0.956,U,I
nc73024816.mseed,BK.YBH.00.HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:16.100,0.906,D,E
nc73024816.mseed,BK.YBH.50.HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:16.080,0.896,D,E
nc73024816.mseed,NC.GHM..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:15.200,0.918,D,E
nc73024816.mseed,NC.GHL..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:20.650,0.813,U,E
nc73024816.mseed,NC.GTC..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:15.690,0.976,D,E
nc73024816.mseed,NC.GTS..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:18.870,0.812,U,E
nc73024816.mseed,NC.GVV..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:12.670,0.887,U,E
nc73024816.mseed,NC.KBN..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:09.470,0.946,D,I
nc73024816.mseed,NC.KCPB..HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:12.360,0.842,U,E
nc73024816.mseed,NC.KCR.02.EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:05.960,0.968,U,I
nc73024816.mseed,NC.KHBB..HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:00.910,0.986,D,I
nc73024816.mseed,NC.KHMB..HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:05.240,0.972,U,E
nc73024816.mseed,NC.KIP..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:10.680,0.977,D,I
nc73024816.mseed,NC.KKP..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:06.790,0.946,D,I
nc73024816.mseed,NC.KMPB..HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:08.640,0.948,U,E
nc73024816.mseed,NC.KMR..HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:06.960,0.93,U,E
nc73024816.mseed,NC.KOM.02.HNZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:08.220,0.911,D,E
nc73024816.mseed,NC.KPP..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:03.360,0.901,U,E
nc73024816.mseed,NC.KRMB..HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:13.000,0.959,U,I
nc73024816.mseed,NC.KRP..HHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:10.540,0.962,U,I
nc73024816.mseed,NC.KSM.02.EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:10.360,0.87,U,E
nc73024816.mseed,NC.LAMB..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:14.710,0.83,U,E
nc73024816.mseed,NC.LBP..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:04.240,0.845,U,E
nc73024816.mseed,NC.LPG..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:07.860,0.937,U,E
nc73024816.mseed,NC.LRB..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:09.200,0.76,D,E
nc73024816.mseed,PB.B046..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:10.410,0.972,U,I
nc73024816.mseed,PB.B045..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:07.350,0.959,U,I
nc73024816.mseed,PB.B047..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:09.860,0.938,D,I
nc73024816.mseed,PB.B049..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:07.080,0.958,U,I
nc73024816.mseed,PB.B932..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:09.910,0.964,U,I
nc73024816.mseed,PB.B934..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:10.600,0.827,D,E
nc73024816.mseed,PB.B935..EHZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:03.380,0.97,U,I
nc73024816.mseed,CE.89462.10.HNZ,2018-06-03 10:04:25.690,P,2018-06-03 10:05:08.430,0.865,U,E
