station_id,begin_time,phase_index,phase_time,phase_score,phase_type,file_name,phase_amplitude,phase_amp,sta_dist_km,diting_polarity,diting_sharpness,pyrocko_phase_time,pyrocko_polarity
NC.GRO..EH,2008-04-16 16:46:54.950,5132.0,2008-04-16 16:47:46.170,0.882,P,nc40215417.mseed,159.8134307861328,159.8134307861328,128.49,1,E,,
NC.KCPB..HH,2008-04-16 16:46:54.950,4380.0,2008-04-16 16:47:38.650,0.878,P,nc40215417.mseed,612.8584594726562,612.8584594726562,76.35,-1,E,,
NC.KCT..HH,2008-04-16 16:46:54.950,3696.0,2008-04-16 16:47:31.810,0.919,P,nc40215417.mseed,5823.71484375,5823.71484375,32.42,-1,I,,
NC.KHBB..HH,2008-04-16 16:46:54.950,4532.0,2008-04-16 16:47:40.170,0.944,P,nc40215417.mseed,591.2468872070312,591.2468872070312,89.64,1,E,,
NC.KMR..HH,2008-04-16 16:46:54.950,3727.0,2008-04-16 16:47:32.120,0.942,P,nc40215417.mseed,10737.8525390625,10737.8525390625,35.13,-1,I,,
XQ.ME08.01.BH,2008-04-16 16:46:54.950,4308.0,2008-04-16 16:47:37.930,0.905,P,nc40215417.mseed,2192.818359375,2192.818359375,69.3,,,,
XQ.ME33.01.BH,2008-04-16 16:46:54.950,3792.0,2008-04-16 16:47:32.770,0.916,P,nc40215417.mseed,7431.68017578125,7431.68017578125,38.42,-1,I,,
XQ.ME34.01.BH,2008-04-16 16:46:54.950,3592.0,2008-04-16 16:47:30.770,0.919,P,nc40215417.mseed,14035.556640625,14035.556640625,27.42,-1,I,,
XQ.ME36.01.BH,2008-04-16 16:46:54.950,3274.0,2008-04-16 16:47:27.590,0.962,P,nc40215417.mseed,103685.6171875,103685.6171875,4.04,,,,
XQ.ME38.01.BH,2008-04-16 16:46:54.950,4078.0,2008-04-16 16:47:35.630,0.974,P,nc40215417.mseed,5905.91162109375,5905.91162109375,54.56,1,I,,
BK.GASB..HH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:29.1680,1
BK.JCC..HH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:15.2953,1
BK.WDC..HH,2008-04-30 03:02:36.900,4411.0,2008-04-30 03:03:20.910,0.892,P,nc40216664.mseed,351973.4375,351973.4375,85.62,-1,E,2008-04-30T03:03:20.9182,1
BK.YBH..HH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:25.1300,1
NC.GCW..EH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:33.9294,1
NC.GHG..EH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:34.7753,1
NC.GHL..EH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:35.0866,1
NC.GHM..EH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:29.8341,1
NC.GRO..EH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:25.8514,1
NC.GVV..EH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:27.6421,1
NC.GWR..EH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:32.5838,-1
NC.KCPB..HH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:25.9734,1
NC.KCT..HH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:20.0756,1
NC.KHBB..HH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:13.8729,-1
NC.KHMB..HH,2008-04-30 03:02:36.900,3611.0,2008-04-30 03:03:12.910,0.929,P,nc40216664.mseed,2421500.0,2421500.0,20.34,-1,E,2008-04-30T03:03:12.8597,-1
NC.KMPB..HH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:18.7567,1
NC.KMR..HH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:19.1703,1
NC.KRMB..HH,2008-04-30 03:02:36.900,4343.0,2008-04-30 03:03:20.230,0.936,P,nc40216664.mseed,245146.078125,245146.078125,83.75,-1,E,2008-04-30T03:03:20.1979,-1
NC.KRP..HH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:16.8935,1
NC.KSXB..HH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:23.9897,-1
XQ.ME01.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:22.9692,-1
XQ.ME03.01.BH,2008-04-30 03:02:36.900,4552.0,2008-04-30 03:03:22.320,0.87,P,nc40216664.mseed,70132.1875,70132.1875,101.44,,,2008-04-30T03:03:22.2853,-1
XQ.ME04.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:16.9271,1
XQ.ME07.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:16.1950,1
XQ.ME08.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:18.8675,1
XQ.ME09.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:18.6220,1
XQ.ME13.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:16.1260,1
XQ.ME27.01.BH,2008-04-30 03:02:36.900,3966.0,2008-04-30 03:03:16.460,0.856,P,nc40216664.mseed,2747010.0,2747010.0,51.41,,,2008-04-30T03:03:16.4093,-1
XQ.ME29.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:15.2859,1
XQ.ME30.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:11.7814,-1
XQ.ME31.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:15.1360,1
XQ.ME32.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:15.4067,1
XQ.ME33.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:16.1751,1
XQ.ME34.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:18.2357,1
XQ.ME35.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:16.7357,1
XQ.ME36.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:20.6907,1
XQ.ME37.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:17.9039,1
XQ.ME38.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:20.2008,1
XQ.ME39.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:19.0333,1
XQ.ME41.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:23.9506,1
XQ.ME42.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:26.0405,1
XQ.ME43.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:27.9380,1
XQ.ME44.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:28.7560,1
XQ.ME45.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:29.8107,1
XQ.ME46.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:33.3365,1
XQ.ME47.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:34.8730,1
XQ.ME49.01.BH,2008-04-30 03:02:36.900,4679.0,2008-04-30 03:03:23.590,0.879,P,nc40216664.mseed,237260.265625,237260.265625,109.63,,,2008-04-30T03:03:23.6559,1
XQ.ME50.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:26.9029,1
XQ.ME52.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:30.7219,1
XQ.ME53.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:31.7160,1
XQ.ME54.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:34.6760,1
XQ.ME57.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:26.5976,1
XQ.ME63.01.BH,,,,,P,nc40216664.mseed,,,,,,2008-04-30T03:03:34.0627,1
BK.GASB..HH,2008-05-31 19:12:49.790,5511.0,2008-05-31 19:13:44.800,0.911,P,nc40218508.mseed,617.80029296875,617.80029296875,164.22,1,E,,
BK.JCC..HH,2008-05-31 19:12:49.790,4242.0,2008-05-31 19:13:32.110,0.932,P,nc40218508.mseed,2854.02978515625,2854.02978515625,66.56,1,I,,
NC.GCW..EH,2008-05-31 19:12:49.790,5603.0,2008-05-31 19:13:45.720,0.946,P,nc40218508.mseed,114.52635192871094,114.52635192871094,175.33,-1,I,,
NC.GHL..EH,2008-05-31 19:12:49.790,5735.0,2008-05-31 19:13:47.040,0.85,P,nc40218508.mseed,352.5907287597656,352.5907287597656,186.16,-1,I,,
NC.GHM..EH,2008-05-31 19:12:49.790,5411.0,2008-05-31 19:13:43.800,0.932,P,nc40218508.mseed,347.6038818359375,347.6038818359375,157.5,-1,E,,
NC.GHO..EH,2008-05-31 19:12:49.790,5385.0,2008-05-31 19:13:43.540,0.915,P,nc40218508.mseed,454.3987731933594,454.3987731933594,160.05,-1,E,,
NC.GNA.02.EH,2008-05-31 19:12:49.790,5161.0,2008-05-31 19:13:41.300,0.941,P,nc40218508.mseed,600.806640625,600.806640625,141.4,-1,E,,
NC.GTS..EH,2008-05-31 19:12:49.790,5871.0,2008-05-31 19:13:48.400,0.855,P,nc40218508.mseed,69.88676452636719,69.88676452636719,192.32,-1,E,,
NC.GWR..EH,2008-05-31 19:12:49.790,5370.0,2008-05-31 19:13:43.390,0.921,P,nc40218508.mseed,331.69775390625,331.69775390625,156.53,-1,E,,
NC.KCPB..HH,2008-05-31 19:12:49.790,4686.0,2008-05-31 19:13:36.550,0.951,P,nc40218508.mseed,11844.2470703125,11844.2470703125,100.66,-1,I,,
NC.KCT..HH,2008-05-31 19:12:49.790,3502.0,2008-05-31 19:13:24.710,0.95,P,nc40218508.mseed,60067.7265625,60067.7265625,20.7,1,I,,
NC.KHBB..HH,2008-05-31 19:12:49.790,4859.0,2008-05-31 19:13:38.280,0.87,P,nc40218508.mseed,895.2152709960938,895.2152709960938,110.76,1,E,,
NC.KMPB..HH,2008-05-31 19:12:49.790,3613.0,2008-05-31 19:13:25.820,0.966,P,nc40218508.mseed,45690.95703125,45690.95703125,29.87,1,I,,
NC.KMR..HH,2008-05-31 19:12:49.790,4197.0,2008-05-31 19:13:31.660,0.925,P,nc40218508.mseed,9813.064453125,9813.064453125,63.43,-1,I,,
NC.KRMB..HH,2008-05-31 19:12:49.790,5250.0,2008-05-31 19:13:42.190,0.921,P,nc40218508.mseed,208.2610015869141,208.2610015869141,142.32,-1,I,,
NC.KRP..HH,2008-05-31 19:12:49.790,4708.0,2008-05-31 19:13:36.770,0.89,P,nc40218508.mseed,530.0328979492188,530.0328979492188,100.85,-1,E,,
BK.GASB..HH,2008-07-03 00:48:14.430,5631.0,2008-07-03 00:49:10.640,0.89,P,nc40220087.mseed,259.7985534667969,259.7985534667969,170.87,-1,E,,
BK.JCC..HH,2008-07-03 00:48:14.430,4309.0,2008-07-03 00:48:57.420,0.96,P,nc40220087.mseed,1338.6474609375,1338.6474609375,70.37,1,I,,
NC.GCW..EH,2008-07-03 00:48:14.430,5735.0,2008-07-03 00:49:11.680,0.976,P,nc40220087.mseed,436.5588989257813,436.5588989257813,180.46,-1,I,,
NC.GHL..EH,2008-07-03 00:48:14.430,5866.0,2008-07-03 00:49:12.990,0.965,P,nc40220087.mseed,266.04986572265625,266.04986572265625,191.21,-1,I,,
NC.GHM..EH,2008-07-03 00:48:14.430,5540.0,2008-07-03 00:49:09.730,0.9,P,nc40220087.mseed,164.32081604003906,164.32081604003906,163.65,-1,E,,
NC.GHO..EH,2008-07-03 00:48:14.430,5504.0,2008-07-03 00:49:09.370,0.976,P,nc40220087.mseed,1064.68701171875,1064.68701171875,163.93,-1,I,,
NC.GNA.02.EH,2008-07-03 00:48:14.430,5281.0,2008-07-03 00:49:07.140,0.965,P,nc40220087.mseed,1592.333740234375,1592.333740234375,145.34,-1,I,,
NC.GTS..EH,2008-07-03 00:48:14.430,6007.0,2008-07-03 00:49:14.400,0.897,P,nc40220087.mseed,166.4133758544922,166.4133758544922,198.46,1,E,,
NC.GWR..EH,2008-07-03 00:48:14.430,5491.0,2008-07-03 00:49:09.240,0.964,P,nc40220087.mseed,509.1149291992187,509.1149291992187,161.38,-1,I,,
NC.KCPB..HH,2008-07-03 00:48:14.430,4821.0,2008-07-03 00:49:02.540,0.976,P,nc40220087.mseed,3843.617919921875,3843.617919921875,106.23,-1,I,,
NC.KCT..HH,2008-07-03 00:48:14.430,3797.0,2008-07-03 00:48:52.300,0.943,P,nc40220087.mseed,71989.21875,71989.21875,24.44,1,I,,
NC.KCT..HH,2008-07-03 00:48:14.430,9872.0,2008-07-03 00:49:53.050,0.958,P,nc40220087.mseed,1347.888427734375,1347.888427734375,24.44,1,I,,
NC.KHBB..HH,2008-07-03 00:48:14.430,4976.0,2008-07-03 00:49:04.090,0.97,P,nc40220087.mseed,1516.1485595703125,1516.1485595703125,117.42,1,I,,
NC.KHMB..HH,2008-07-03 00:48:14.430,4653.0,2008-07-03 00:49:00.860,0.968,P,nc40220087.mseed,2911.864501953125,2911.864501953125,91.95,1,I,,
NC.KRMB..HH,2008-07-03 00:48:14.430,5275.0,2008-07-03 00:49:07.080,0.956,P,nc40220087.mseed,656.2221069335938,656.2221069335938,144.47,1,I,,
NC.KRP..HH,2008-07-03 00:48:14.430,4758.0,2008-07-03 00:49:01.910,0.975,P,nc40220087.mseed,1804.5390625,1804.5390625,103.33,1,I,,
NC.KSXB..HH,2008-07-03 00:48:14.430,5682.0,2008-07-03 00:49:11.150,0.93,P,nc40220087.mseed,252.5969696044922,252.5969696044922,177.5,1,E,,
BK.GASB..HH,2008-07-12 13:00:05.150,4610.0,2008-07-12 13:00:51.150,0.969,P,nc40220580.mseed,424.3069458007813,424.3069458007813,104.97,1,I,,
BK.JCC..HH,2008-07-12 13:00:05.150,4351.0,2008-07-12 13:00:48.560,0.968,P,nc40220580.mseed,357.2096252441406,357.2096252441406,86.52,1,I,,
NC.GCW..EH,2008-07-12 13:00:05.150,4784.0,2008-07-12 13:00:52.890,0.92,P,nc40220580.mseed,43.41252517700195,43.41252517700195,121.07,1,I,,
NC.GHL..EH,2008-07-12 13:00:05.150,4927.0,2008-07-12 13:00:54.320,0.938,P,nc40220580.mseed,167.8454132080078,167.8454132080078,132.21,1,I,,
NC.GHM..EH,2008-07-12 13:00:05.150,4519.0,2008-07-12 13:00:50.240,0.903,P,nc40220580.mseed,125.11846923828124,125.11846923828124,98.73,1,E,,
NC.GHO..EH,2008-07-12 13:00:05.150,4686.0,2008-07-12 13:00:51.910,0.944,P,nc40220580.mseed,157.70892333984375,157.70892333984375,114.73,1,I,,
NC.GNA.02.EH,2008-07-12 13:00:05.150,4466.0,2008-07-12 13:00:49.710,0.862,P,nc40220580.mseed,1337.2347412109375,1337.2347412109375,96.55,-1,I,,
NC.KCPB..HH,2008-07-12 13:00:05.150,3880.0,2008-07-12 13:00:43.850,0.957,P,nc40220580.mseed,4583.97802734375,4583.97802734375,45.88,1,E,,
NC.KCT..HH,2008-07-12 13:00:05.150,4146.0,2008-07-12 13:00:46.510,0.947,P,nc40220580.mseed,8974.9765625,8974.9765625,63.82,1,E,,
NC.KHBB..HH,2008-07-12 13:00:05.150,4374.0,2008-07-12 13:00:48.790,0.9,P,nc40220580.mseed,1611.20947265625,1611.20947265625,84.86,1,E,,
NC.KMPB..HH,2008-07-12 13:00:05.150,3898.0,2008-07-12 13:00:44.030,0.981,P,nc40220580.mseed,7050.9365234375,7050.9365234375,47.43,1,I,,
NC.KMR..HH,2008-07-12 13:00:05.150,3570.0,2008-07-12 13:00:40.750,0.971,P,nc40220580.mseed,7356.37548828125,7356.37548828125,19.38,-1,I,,
NC.KRP..HH,2008-07-12 13:00:05.150,4833.0,2008-07-12 13:00:53.380,0.967,P,nc40220580.mseed,161.16651916503906,161.16651916503906,123.7,1,I,,
XQ.ME08.01.BH,2008-07-12 13:00:05.150,4156.0,2008-07-12 13:00:46.610,0.958,P,nc40220580.mseed,3900.751953125,3900.751953125,48.33,,,,
XQ.ME13.01.BH,2008-07-12 13:00:05.150,4673.0,2008-07-12 13:00:51.780,0.923,P,nc40220580.mseed,521.9927978515625,521.9927978515625,110.4,,,,
XQ.ME27.01.BH,2008-07-12 13:00:05.150,4214.0,2008-07-12 13:00:47.190,0.961,P,nc40220580.mseed,4755.4892578125,4755.4892578125,72.42,,,,
XQ.ME29.01.BH,2008-07-12 13:00:05.150,4998.0,2008-07-12 13:00:55.030,0.914,P,nc40220580.mseed,932.0858764648438,932.0858764648438,134.12,,,,
XQ.ME30.01.BH,2008-07-12 13:00:05.150,4412.0,2008-07-12 13:00:49.170,0.954,P,nc40220580.mseed,277.2146911621094,277.2146911621094,90.44,,,,
XQ.ME31.01.BH,2008-07-12 13:00:05.150,4248.0,2008-07-12 13:00:47.530,0.945,P,nc40220580.mseed,1071.97412109375,1071.97412109375,74.9,,,,
XQ.ME32.01.BH,2008-07-12 13:00:05.150,4082.0,2008-07-12 13:00:45.870,0.934,P,nc40220580.mseed,3203.009521484375,3203.009521484375,59.69,,,,
XQ.ME33.01.BH,2008-07-12 13:00:05.150,3914.0,2008-07-12 13:00:44.190,0.964,P,nc40220580.mseed,5910.08984375,5910.08984375,47.72,,,,
XQ.ME34.01.BH,2008-07-12 13:00:05.150,4011.0,2008-07-12 13:00:45.160,0.951,P,nc40220580.mseed,13632.0,13632.0,54.03,,,,
XQ.ME34.01.BH,2008-07-12 13:00:05.150,12627.0,2008-07-12 13:02:11.320,0.896,P,nc40220580.mseed,608.7821044921875,608.7821044921875,54.03,,,,
XQ.ME35.01.BH,2008-07-12 13:00:05.150,3755.0,2008-07-12 13:00:42.600,0.976,P,nc40220580.mseed,3320.664794921875,3320.664794921875,48.16,,,,
XQ.ME36.01.BH,2008-07-12 13:00:05.150,3744.0,2008-07-12 13:00:42.490,0.943,P,nc40220580.mseed,19119.65625,19119.65625,35.85,,,,
XQ.ME37.01.BH,2008-07-12 13:00:05.150,3669.0,2008-07-12 13:00:41.740,0.968,P,nc40220580.mseed,13664.0859375,13664.0859375,29.66,,,,
XQ.ME38.01.BH,2008-07-12 13:00:05.150,3655.0,2008-07-12 13:00:41.600,0.968,P,nc40220580.mseed,11237.3173828125,11237.3173828125,28.2,,,,
XQ.ME39.01.BH,2008-07-12 13:00:05.150,3616.0,2008-07-12 13:00:41.210,0.959,P,nc40220580.mseed,14360.498046875,14360.498046875,24.9,,,,
XQ.ME42.01.BH,2008-07-12 13:00:05.150,4058.0,2008-07-12 13:00:45.630,0.972,P,nc40220580.mseed,1497.0521240234375,1497.0521240234375,60.6,,,,
XQ.ME43.01.BH,2008-07-12 13:00:05.150,4262.0,2008-07-12 13:00:47.670,0.932,P,nc40220580.mseed,424.4870300292969,424.4870300292969,77.5,,,,
XQ.ME44.01.BH,2008-07-12 13:00:05.150,4307.0,2008-07-12 13:00:48.120,0.954,P,nc40220580.mseed,1543.8223876953125,1543.8223876953125,83.03,,,,
XQ.ME45.01.BH,2008-07-12 13:00:05.150,4510.0,2008-07-12 13:00:50.150,0.881,P,nc40220580.mseed,165.13882446289062,165.13882446289062,98.93,1,I,,
XQ.ME46.01.BH,2008-07-12 13:00:05.150,4785.0,2008-07-12 13:00:52.900,0.917,P,nc40220580.mseed,210.7002410888672,210.7002410888672,120.5,,,,
XQ.ME49.01.BH,2008-07-12 13:00:05.150,3613.0,2008-07-12 13:00:41.180,0.961,P,nc40220580.mseed,7118.6796875,7118.6796875,23.08,,,,
XQ.ME50.01.BH,2008-07-12 13:00:05.150,4017.0,2008-07-12 13:00:45.220,0.947,P,nc40220580.mseed,2115.9033203125,2115.9033203125,56.66,1,I,,
XQ.ME52.01.BH,2008-07-12 13:00:05.150,4451.0,2008-07-12 13:00:49.560,0.933,P,nc40220580.mseed,232.48243713378903,232.48243713378903,96.5,,,,
XQ.ME53.01.BH,2008-07-12 13:00:05.150,4438.0,2008-07-12 13:00:49.430,0.894,P,nc40220580.mseed,617.7485961914062,617.7485961914062,94.41,,,,
XQ.ME56.01.BH,2008-07-12 13:00:05.150,4356.0,2008-07-12 13:00:48.610,0.961,P,nc40220580.mseed,1817.15283203125,1817.15283203125,83.65,,,,
XQ.ME57.01.BH,2008-07-12 13:00:05.150,4666.0,2008-07-12 13:00:51.710,0.878,P,nc40220580.mseed,383.5044250488281,383.5044250488281,108.8,,,,
BK.GASB..HH,2008-07-25 08:31:20.190,5167.0,2008-07-25 08:32:11.760,0.936,P,nc40221138.mseed,703.0250244140625,703.0250244140625,141.94,-1,I,2008-07-25T08:32:11.8261,-1
BK.JCC..HH,2008-07-25 08:31:20.190,3690.0,2008-07-25 08:31:56.990,0.972,P,nc40221138.mseed,38655.19140625,38655.19140625,35.73,-1,I,2008-07-25T08:31:57.0600,-1
BK.WDC..HH,,,,,P,nc40221138.mseed,,,,,,2008-07-25T08:32:08.6200,1
BK.YBH..HH,,,,,P,nc40221138.mseed,,,,,,2008-07-25T08:32:15.5000,-1
BK.YBH..HH,,,,,P,nc40221138.mseed,,,,,,2008-07-25T08:32:15.5036,-1
NC.GHG..EH,,,,,P,nc40221138.mseed,,,,,,2008-07-25T08:32:16.1301,1
NC.GHL..EH,,,,,P,nc40221138.mseed,,,,,,2008-07-25T08:32:15.8800,-1
NC.GHM..EH,2008-07-25 08:31:20.190,5137.0,2008-07-25 08:32:11.460,0.889,P,nc40221138.mseed,278.462890625,278.462890625,142.21,-1,E,2008-07-25T08:32:11.5598,1
NC.GHO..EH,,,,,P,nc40221138.mseed,,,,,,2008-07-25T08:32:13.5000,-1
NC.GNA.02.EH,,,,,P,nc40221138.mseed,,,,,,2008-07-25T08:32:11.2500,1
NC.GWR..EH,2008-07-25 08:31:20.190,5229.0,2008-07-25 08:32:12.380,0.942,P,nc40221138.mseed,202.74794006347656,202.74794006347656,154.48,-1,E,2008-07-25T08:32:12.4078,-1
NC.KCPB..HH,2008-07-25 08:31:20.190,4537.0,2008-07-25 08:32:05.460,0.91,P,nc40221138.mseed,8829.4912109375,8829.4912109375,96.0,-1,E,2008-07-25T08:32:05.5158,-1
NC.KCT..HH,2008-07-25 08:31:20.190,3681.0,2008-07-25 08:31:56.900,0.947,P,nc40221138.mseed,76639.765625,76639.765625,31.71,1,E,2008-07-25T08:31:56.9746,1
NC.KHBB..HH,2008-07-25 08:31:20.190,4151.0,2008-07-25 08:32:01.600,0.966,P,nc40221138.mseed,18312.37109375,18312.37109375,65.56,1,E,2008-07-25T08:32:01.6900,1
NC.KHMB..HH,2008-07-25 08:31:20.190,3893.0,2008-07-25 08:31:59.020,0.976,P,nc40221138.mseed,84652.2890625,84652.2890625,46.06,1,I,2008-07-25T08:31:59.0840,-1
NC.KMPB..HH,2008-07-25 08:31:20.190,3462.0,2008-07-25 08:31:54.710,0.978,P,nc40221138.mseed,158847.984375,158847.984375,16.08,1,I,2008-07-25T08:31:54.7900,1
NC.KMR..HH,2008-07-25 08:31:20.190,3807.0,2008-07-25 08:31:58.160,0.939,P,nc40221138.mseed,129883.2578125,129883.2578125,39.54,-1,I,2008-07-25T08:31:58.2300,-1
NC.KRMB..HH,2008-07-25 08:31:20.190,4722.0,2008-07-25 08:32:07.310,0.972,P,nc40221138.mseed,1613.630615234375,1613.630615234375,113.76,1,I,2008-07-25T08:32:07.3800,-1
NC.KRP..HH,2008-07-25 08:31:20.190,4205.0,2008-07-25 08:32:02.140,0.978,P,nc40221138.mseed,9382.091796875,9382.091796875,73.25,1,E,2008-07-25T08:32:02.2200,-1
NC.KSXB..HH,2008-07-25 08:31:20.190,5150.0,2008-07-25 08:32:11.590,0.975,P,nc40221138.mseed,426.7330017089844,426.7330017089844,147.99,-1,I,2008-07-25T08:32:11.6377,-1
XQ.ME03.01.BH,2008-07-25 08:31:20.190,4962.0,2008-07-25 08:32:09.710,0.955,P,nc40221138.mseed,790.81689453125,790.81689453125,133.73,-1,I,2008-07-25T08:32:09.7900,-1
XQ.ME04.01.BH,,,,,P,nc40221138.mseed,,,,,,2008-07-25T08:32:06.0264,-1
XQ.ME07.01.BH,2008-07-25 08:31:20.190,4229.0,2008-07-25 08:32:02.380,0.954,P,nc40221138.mseed,11742.8212890625,11742.8212890625,74.37,-1,E,2008-07-25T08:32:02.4456,-1
XQ.ME08.01.BH,2008-07-25 08:31:20.190,5198.0,2008-07-25 08:32:12.070,0.904,P,nc40221138.mseed,25655.322265625,25655.322265625,63.96,1,E,2008-07-25T08:32:12.1598,1
XQ.ME09.01.BH,2008-07-25 08:31:20.190,4879.0,2008-07-25 08:32:08.880,0.951,P,nc40221138.mseed,1024.4368896484375,1024.4368896484375,123.18,-1,E,2008-07-25T08:32:08.9404,1
XQ.ME13.01.BH,2008-07-25 08:31:20.190,4491.0,2008-07-25 08:32:05.000,0.873,P,nc40221138.mseed,3070.999267578125,3070.999267578125,93.31,1,E,2008-07-25T08:32:05.0562,1
XQ.ME27.01.BH,,,,,P,nc40221138.mseed,,,,,,2008-07-25T08:32:02.0931,1
XQ.ME29.01.BH,2008-07-25 08:31:20.190,4561.0,2008-07-25 08:32:05.700,0.914,P,nc40221138.mseed,7044.81494140625,7044.81494140625,99.62,1,I,2008-07-25T08:32:05.7547,1
XQ.ME30.01.BH,2008-07-25 08:31:20.190,3923.0,2008-07-25 08:31:59.320,0.933,P,nc40221138.mseed,40800.96484375,40800.96484375,50.97,1,I,2008-07-25T08:31:59.4000,1
XQ.ME31.01.BH,2008-07-25 08:31:20.190,3564.0,2008-07-25 08:31:55.730,0.959,P,nc40221138.mseed,75017.53125,75017.53125,24.75,-1,I,2008-07-25T08:31:55.7937,-1
XQ.ME32.01.BH,2008-07-25 08:31:20.190,3455.0,2008-07-25 08:31:54.640,0.969,P,nc40221138.mseed,97168.21875,97168.21875,13.53,-1,I,2008-07-25T08:31:54.6973,None
XQ.ME33.01.BH,2008-07-25 08:31:20.190,3456.0,2008-07-25 08:31:54.650,0.962,P,nc40221138.mseed,72436.78125,72436.78125,13.93,1,I,2008-07-25T08:31:54.7400,1
XQ.ME34.01.BH,2008-07-25 08:31:20.190,3443.0,2008-07-25 08:31:54.520,0.958,P,nc40221138.mseed,420910.46875,420910.46875,13.87,1,I,2008-07-25T08:31:54.5946,1
XQ.ME35.01.BH,2008-07-25 08:31:20.190,3532.0,2008-07-25 08:31:55.410,0.973,P,nc40221138.mseed,59419.078125,59419.078125,18.47,-1,I,2008-07-25T08:31:55.4891,1
XQ.ME36.01.BH,2008-07-25 08:31:20.190,3691.0,2008-07-25 08:31:57.000,0.943,P,nc40221138.mseed,159313.0,159313.0,32.62,-1,I,2008-07-25T08:31:57.0619,-1
XQ.ME37.01.BH,2008-07-25 08:31:20.190,3733.0,2008-07-25 08:31:57.420,0.93,P,nc40221138.mseed,34810.04296875,34810.04296875,35.55,1,I,2008-07-25T08:31:57.5000,1
XQ.ME38.01.BH,2008-07-25 08:31:20.190,4074.0,2008-07-25 08:32:00.830,0.956,P,nc40221138.mseed,27411.017578125,27411.017578125,59.15,-1,I,2008-07-25T08:32:00.8953,-1
XQ.ME39.01.BH,2008-07-25 08:31:20.190,3905.0,2008-07-25 08:31:59.140,0.942,P,nc40221138.mseed,145181.609375,145181.609375,46.75,-1,I,2008-07-25T08:31:59.2100,-1
XQ.ME42.01.BH,2008-07-25 08:31:20.190,4679.0,2008-07-25 08:32:06.880,0.953,P,nc40221138.mseed,1543.8006591796875,1543.8006591796875,105.25,-1,E,2008-07-25T08:32:06.9362,-1
XQ.ME43.01.BH,2008-07-25 08:31:20.190,4894.0,2008-07-25 08:32:09.030,0.952,P,nc40221138.mseed,880.0362548828125,880.0362548828125,123.24,1,I,2008-07-25T08:32:09.1053,-1
