station_id,begin_time,phase_index,phase_time,phase_score,phase_type,file_name,phase_amplitude,phase_amp,sta_dist_km,diting_polarity,diting_sharpness,pyrocko_phase_time,pyrocko_polarity,mag,depth,lat,long
XQ.ME31.01.BH,2008-04-04 17:10:56.150,3417.0,2008-04-04 17:11:30.245,0.971,P,nc40214567.mseed,16581.435546875,16581.435546875,5.65,-1,I,,,2.31,19.556,40.6741667,-123.9241667
XQ.ME32.01.BH,2008-04-04 17:10:56.150,3462.0,2008-04-04 17:11:30.695,0.981,P,nc40214567.mseed,12086.4443359375,12086.4443359375,10.78,-1,I,,,2.31,19.556,40.6741667,-123.9241667
BK.JCC..HH,2008-04-04 17:10:56.150,3486.0,2008-04-04 17:11:30.935,0.974,P,nc40214567.mseed,4464.0390625,4464.0390625,18.23,-1,I,,,2.31,19.556,40.6741667,-123.9241667
XQ.ME35.01.BH,2008-04-04 17:10:56.150,3731.0,2008-04-04 17:11:33.385,0.957,P,nc40214567.mseed,6593.771484375,6593.771484375,25.94,1,E,,,2.31,19.556,40.6741667,-123.9241667
XQ.ME34.01.BH,2008-04-04 17:10:56.150,3654.0,2008-04-04 17:11:32.615,0.977,P,nc40214567.mseed,37591.91015625,37591.91015625,27.3,1,I,,,2.31,19.556,40.6741667,-123.9241667
XQ.ME30.01.BH,2008-04-04 17:10:56.150,3699.0,2008-04-04 17:11:33.065,0.983,P,nc40214567.mseed,13441.083984375,13441.083984375,35.66,1,I,,,2.31,19.556,40.6741667,-123.9241667
XQ.ME37.01.BH,2008-04-04 17:10:56.150,3926.0,2008-04-04 17:11:35.335,0.965,P,nc40214567.mseed,2079.423095703125,2079.423095703125,48.91,-1,I,,,2.31,19.556,40.6741667,-123.9241667
NC.KHBB..HN,2008-04-04 17:10:56.150,4058.0,2008-04-04 17:11:36.655,0.977,P,nc40214567.mseed,3.341153860092163,3.341153860092163,59.59,1,E,,,2.31,19.556,40.6741667,-123.9241667
XQ.ME03.01.BH,2008-04-04 17:10:56.150,4718.0,2008-04-04 17:11:43.255,0.969,P,nc40214567.mseed,467.1350708007813,467.1350708007813,114.21,1,I,,,2.31,19.556,40.6741667,-123.9241667
XQ.ME36.01.BH,2008-04-16 16:46:54.950,3271.0,2008-04-16 16:47:27.585,0.966,P,nc40215417.mseed,95364.765625,95364.765625,4.04,1,I,,,2.51,12.442,40.2361667,-124.119
NC.KCT..HN,2008-04-16 16:46:54.950,3692.0,2008-04-16 16:47:31.795,0.951,P,nc40215417.mseed,4.187529563903809,4.187529563903809,32.42,-1,I,,,2.51,12.442,40.2361667,-124.119
XQ.ME35.01.BH,2008-04-20 13:53:28.660,3504.0,2008-04-20 13:54:03.625,0.982,P,nc40215622.mseed,20335.97265625,20335.97265625,22.41,-1,E,,,2.18,8.574,40.5145,-123.4868333
XQ.ME33.01.BH,2008-04-20 13:53:28.660,3541.0,2008-04-20 13:54:03.995,0.97,P,nc40215622.mseed,13774.8623046875,13774.8623046875,26.94,-1,I,,,2.18,8.574,40.5145,-123.4868333
NC.KHBB..HN,2008-04-20 13:53:28.660,3615.0,2008-04-20 13:54:04.735,0.976,P,nc40215622.mseed,2.79658842086792,2.79658842086792,27.79,-1,I,,,2.18,8.574,40.5145,-123.4868333
XQ.ME27.01.BH,2008-04-20 13:53:28.660,3626.0,2008-04-20 13:54:04.845,0.98,P,nc40215622.mseed,8314.107421875,8314.107421875,28.95,-1,I,,,2.18,8.574,40.5145,-123.4868333
XQ.ME32.01.BH,2008-04-20 13:53:28.660,3646.0,2008-04-20 13:54:05.045,0.962,P,nc40215622.mseed,9265.98828125,9265.98828125,32.64,-1,I,,,2.18,8.574,40.5145,-123.4868333
XQ.ME30.01.BH,2008-04-20 13:53:28.660,3681.0,2008-04-20 13:54:05.395,0.964,P,nc40215622.mseed,4887.943359375,4887.943359375,37.07,-1,I,,,2.18,8.574,40.5145,-123.4868333
NC.KMR..HN,2008-04-20 13:53:28.660,3771.0,2008-04-20 13:54:06.295,0.961,P,nc40215622.mseed,5.3420634269714355,5.3420634269714355,39.47,-1,I,,,2.18,8.574,40.5145,-123.4868333
XQ.ME36.01.BH,2008-04-20 13:53:28.660,4193.0,2008-04-20 13:54:10.515,0.972,P,nc40215622.mseed,5013.42041015625,5013.42041015625,64.65,-1,I,,,2.18,8.574,40.5145,-123.4868333
NC.GRO..EH,2008-04-20 13:53:28.660,4732.0,2008-04-20 13:54:15.905,0.982,P,nc40215622.mseed,150.40347290039062,150.40347290039062,96.05,,,,,2.18,8.574,40.5145,-123.4868333
NC.KCT..HN,2008-04-21 23:19:52.050,3703.0,2008-04-21 23:20:29.005,0.964,P,nc40215740.mseed,4.963484764099121,4.963484764099121,22.41,1,I,,,2.38,9.72,40.5281667,-124.5926667
XQ.ME34.01.BH,2008-04-21 23:19:52.050,3905.0,2008-04-21 23:20:31.025,0.986,P,nc40215740.mseed,25249.17578125,25249.17578125,39.79,1,I,,,2.38,9.72,40.5281667,-124.5926667
XQ.ME36.01.BH,2008-04-21 23:19:52.050,3935.0,2008-04-21 23:20:31.325,0.982,P,nc40215740.mseed,10032.1181640625,10032.1181640625,47.88,-1,I,,,2.38,9.72,40.5281667,-124.5926667
BK.JCC..HH,2008-04-21 23:19:52.050,4095.0,2008-04-21 23:20:32.925,0.974,P,nc40215740.mseed,5673.8046875,5673.8046875,57.44,-1,I,,,2.38,9.72,40.5281667,-124.5926667
XQ.ME31.01.BH,2008-04-21 23:19:52.050,4145.0,2008-04-21 23:20:33.425,0.951,P,nc40215740.mseed,3136.488525390625,3136.488525390625,58.72,1,I,,,2.38,9.72,40.5281667,-124.5926667
XQ.ME32.01.BH,2008-04-21 23:19:52.050,4207.0,2008-04-21 23:20:34.045,0.966,P,nc40215740.mseed,3886.0693359375,3886.0693359375,62.52,1,I,,,2.38,9.72,40.5281667,-124.5926667
XQ.ME33.01.BH,2008-04-21 23:19:52.050,4266.0,2008-04-21 23:20:34.635,0.97,P,nc40215740.mseed,2175.811279296875,2175.811279296875,67.2,1,I,,,2.38,9.72,40.5281667,-124.5926667
XQ.ME35.01.BH,2008-04-21 23:19:52.050,4313.0,2008-04-21 23:20:35.105,0.958,P,nc40215740.mseed,1635.446044921875,1635.446044921875,71.77,1,E,,,2.38,9.72,40.5281667,-124.5926667
XQ.ME03.01.BH,2008-04-21 23:19:52.050,5159.0,2008-04-21 23:20:43.565,0.977,P,nc40215740.mseed,6765.04443359375,6765.04443359375,143.41,-1,I,,,2.38,9.72,40.5281667,-124.5926667
NC.KMR..HN,2008-04-23 04:24:49.620,3471.0,2008-04-23 04:25:24.255,0.98,P,nc40215840.mseed,4.112529277801514,4.112529277801514,13.34,-1,I,,,2.3,19.113,40.0905,-123.7665
XQ.ME39.01.BH,2008-04-23 04:24:49.620,3503.0,2008-04-23 04:25:24.575,0.98,P,nc40215840.mseed,6543.18701171875,6543.18701171875,18.25,,,,,2.3,19.113,40.0905,-123.7665
XQ.ME38.01.BH,2008-04-23 04:24:49.620,3561.0,2008-04-23 04:25:25.155,0.969,P,nc40215840.mseed,8544.3212890625,8544.3212890625,22.48,,,,,2.3,19.113,40.0905,-123.7665
XQ.ME37.01.BH,2008-04-23 04:24:49.620,3568.0,2008-04-23 04:25:25.225,0.981,P,nc40215840.mseed,7877.77734375,7877.77734375,23.63,,,,,2.3,19.113,40.0905,-123.7665
XQ.ME49.01.BH,2008-04-23 04:24:49.620,3602.0,2008-04-23 04:25:25.565,0.967,P,nc40215840.mseed,10784.2421875,10784.2421875,25.55,,,,,2.3,19.113,40.0905,-123.7665
XQ.ME36.01.BH,2008-04-23 04:24:49.620,3787.0,2008-04-23 04:25:27.415,0.961,P,nc40215840.mseed,19371.63671875,19371.63671875,38.1,,,,,2.3,19.113,40.0905,-123.7665
NC.KCPB..HN,2008-04-23 04:24:49.620,3912.0,2008-04-23 04:25:28.665,0.973,P,nc40215840.mseed,2.802380323410034,2.802380323410034,47.56,-1,E,,,2.3,19.113,40.0905,-123.7665
XQ.ME27.01.BH,2008-04-23 04:24:49.620,4154.0,2008-04-23 04:25:31.085,0.98,P,nc40215840.mseed,3781.211669921875,3781.211669921875,65.77,,,,,2.3,19.113,40.0905,-123.7665
XQ.ME30.01.BH,2008-04-23 04:24:49.620,4374.0,2008-04-23 04:25:33.285,0.964,P,nc40215840.mseed,804.8638916015625,804.8638916015625,85.29,,,,,2.3,19.113,40.0905,-123.7665
XQ.ME30.01.BH,2008-04-30 03:07:35.220,3470.0,2008-04-30 03:08:09.845,0.984,P,nc40216665.mseed,10254.3525390625,10254.3525390625,7.44,,,,,2.24,24.805,40.8401667,-123.4768333
XQ.ME30.01.BH,2008-04-30 03:07:35.220,11995.0,2008-04-30 03:09:35.095,0.982,P,nc40216665.mseed,2320.34375,2320.34375,7.44,,,,,2.24,24.805,40.8401667,-123.4768333
NC.KHMB..HN,2008-04-30 03:07:35.220,3585.0,2008-04-30 03:08:10.995,0.978,P,nc40216665.mseed,1.855952501296997,1.855952501296997,21.9,-1,I,,,2.24,24.805,40.8401667,-123.4768333
NC.KHBB..HN,2008-04-30 03:07:35.220,3677.0,2008-04-30 03:08:11.915,0.986,P,nc40216665.mseed,7.928436756134033,7.928436756134033,29.54,1,I,,,2.24,24.805,40.8401667,-123.4768333
BK.JCC..HH,2008-04-30 03:07:35.220,3865.0,2008-04-30 03:08:13.795,0.953,P,nc40216665.mseed,2815.3515625,2815.3515625,46.69,1,E,,,2.24,24.805,40.8401667,-123.4768333
XQ.ME13.01.BH,2008-04-30 03:07:35.220,3903.0,2008-04-30 03:08:14.175,0.963,P,nc40216665.mseed,5308.70654296875,5308.70654296875,47.91,,,,,2.24,24.805,40.8401667,-123.4768333
NC.KHMB..HN,2008-04-30 03:54:08.410,3587.0,2008-04-30 03:54:44.205,0.978,P,nc40216667.mseed,3.701143980026245,3.701143980026245,19.97,-1,I,,,2.34,26.825,40.839,-123.5005
NC.KHBB..HN,2008-04-30 03:54:08.410,3698.0,2008-04-30 03:54:45.315,0.986,P,nc40216667.mseed,3.6979708671569824,3.6979708671569824,30.95,-1,I,,,2.34,26.825,40.839,-123.5005
BK.JCC..HH,2008-04-30 03:54:08.410,3841.0,2008-04-30 03:54:46.745,0.958,P,nc40216667.mseed,2203.807373046875,2203.807373046875,44.69,1,I,,,2.34,26.825,40.839,-123.5005
XQ.ME08.01.BH,2008-05-29 02:18:51.940,3734.0,2008-05-29 02:19:29.205,0.957,P,nc40218352.mseed,2402.12890625,2402.12890625,21.57,,,,,2.31,38.763,40.113,-123.0953333
NC.GRO..EH,2008-05-29 02:18:51.940,3938.0,2008-05-29 02:19:31.245,0.98,P,nc40218352.mseed,242.97900390625,242.97900390625,42.26,-1,I,,,2.31,38.763,40.113,-123.0953333
XQ.ME39.01.BH,2008-05-29 02:18:51.940,3910.0,2008-05-29 02:19:30.965,0.969,P,nc40218352.mseed,1987.9149169921875,1987.9149169921875,43.33,,,,,2.31,38.763,40.113,-123.0953333
XQ.ME42.01.BH,2008-05-29 02:18:51.940,3969.0,2008-05-29 02:19:31.555,0.965,P,nc40218352.mseed,1246.95703125,1246.95703125,46.78,,,,,2.31,38.763,40.113,-123.0953333
XQ.ME12.01.BH,2008-05-29 02:18:51.940,4066.0,2008-05-29 02:19:32.525,0.963,P,nc40218352.mseed,2711.585693359375,2711.585693359375,50.94,,,,,2.31,38.763,40.113,-123.0953333
XQ.ME37.01.BH,2008-05-29 02:18:51.940,4003.0,2008-05-29 02:19:31.895,0.977,P,nc40218352.mseed,1355.068359375,1355.068359375,51.26,,,,,2.31,38.763,40.113,-123.0953333
BK.GASB..HH,2008-05-29 02:18:51.940,4159.0,2008-05-29 02:19:33.455,0.988,P,nc40218352.mseed,2386.298095703125,2386.298095703125,60.35,1,I,,,2.31,38.763,40.113,-123.0953333
XQ.ME43.01.BH,2008-05-29 02:18:51.940,4116.0,2008-05-29 02:19:33.025,0.974,P,nc40218352.mseed,453.372314453125,453.372314453125,60.64,,,,,2.31,38.763,40.113,-123.0953333
XQ.ME35.01.BH,2008-05-29 02:18:51.940,4127.0,2008-05-29 02:19:33.135,0.986,P,nc40218352.mseed,1557.059814453125,1557.059814453125,69.04,,,,,2.31,38.763,40.113,-123.0953333
XQ.ME44.01.BH,2008-05-29 02:18:51.940,4186.0,2008-05-29 02:19:33.725,0.953,P,nc40218352.mseed,483.4850463867187,483.4850463867187,69.31,,,,,2.31,38.763,40.113,-123.0953333
NC.GHM..EH,2008-05-29 02:18:51.940,4232.0,2008-05-29 02:19:34.185,0.974,P,nc40218352.mseed,224.6739959716797,224.6739959716797,70.0,-1,I,,,2.31,38.763,40.113,-123.0953333
XQ.ME33.01.BH,2008-05-29 02:18:51.940,4259.0,2008-05-29 02:19:34.455,0.968,P,nc40218352.mseed,714.1815185546875,714.1815185546875,72.79,,,,,2.31,38.763,40.113,-123.0953333
XQ.ME32.01.BH,2008-05-29 02:18:51.940,4398.0,2008-05-29 02:19:35.845,0.963,P,nc40218352.mseed,1063.115966796875,1063.115966796875,83.8,,,,,2.31,38.763,40.113,-123.0953333
XQ.ME30.01.BH,2008-05-29 02:18:51.940,4443.0,2008-05-29 02:19:36.295,0.964,P,nc40218352.mseed,634.8748779296875,634.8748779296875,90.32,,,,,2.31,38.763,40.113,-123.0953333
XQ.ME34.01.BH,2008-05-29 02:18:51.940,4538.0,2008-05-29 02:19:37.245,0.968,P,nc40218352.mseed,1879.7049560546875,1879.7049560546875,96.86,,,,,2.31,38.763,40.113,-123.0953333
NC.GWR..EH,2008-05-29 02:18:51.940,4572.0,2008-05-29 02:19:37.585,0.977,P,nc40218352.mseed,49.720733642578125,49.720733642578125,102.27,-1,I,,,2.31,38.763,40.113,-123.0953333
NC.GCW..EH,2008-05-29 02:18:51.940,4669.0,2008-05-29 02:19:38.555,0.967,P,nc40218352.mseed,65.28233337402344,65.28233337402344,109.06,-1,I,,,2.31,38.763,40.113,-123.0953333
NC.OCR..EH,2008-05-29 02:18:51.940,4716.0,2008-05-29 02:19:39.025,0.973,P,nc40218352.mseed,124.02593231201172,124.02593231201172,117.92,,,,,2.31,38.763,40.113,-123.0953333
XQ.ME36.01.BH,2008-05-31 19:12:49.790,3515.0,2008-05-31 19:13:24.865,0.975,P,nc40218508.mseed,97701.9765625,97701.9765625,24.5,,,,,3.01,8.267,40.307,-124.4415
NC.KMPB..HN,2008-05-31 19:12:49.790,3610.0,2008-05-31 19:13:25.815,0.975,P,nc40218508.mseed,17.50370216369629,17.50370216369629,29.87,1,I,,,3.01,8.267,40.307,-124.4415
XQ.ME34.01.BH,2008-05-31 19:12:49.790,3693.0,2008-05-31 19:13:26.645,0.951,P,nc40218508.mseed,39624.9375,39624.9375,33.09,,,,,3.01,8.267,40.307,-124.4415
XQ.ME33.01.BH,2008-05-31 19:12:49.790,4123.0,2008-05-31 19:13:30.945,0.951,P,nc40218508.mseed,17237.703125,17237.703125,57.7,,,,,3.01,8.267,40.307,-124.4415
XQ.ME32.01.BH,2008-05-31 19:12:49.790,4156.0,2008-05-31 19:13:31.275,0.96,P,nc40218508.mseed,18732.734375,18732.734375,58.6,1,E,,,3.01,8.267,40.307,-124.4415
XQ.ME39.01.BH,2008-05-31 19:12:49.790,4375.0,2008-05-31 19:13:33.465,0.962,P,nc40218508.mseed,7873.0830078125,7873.0830078125,73.28,,,,,3.01,8.267,40.307,-124.4415
XQ.ME38.01.BH,2008-05-31 19:12:49.790,4522.0,2008-05-31 19:13:34.935,0.965,P,nc40218508.mseed,4004.7392578125,4004.7392578125,83.1,,,,,3.01,8.267,40.307,-124.4415
XQ.ME44.01.BH,2008-05-31 19:12:49.790,5164.0,2008-05-31 19:13:41.355,0.98,P,nc40218508.mseed,1643.4912109375,1643.4912109375,140.29,,,,,3.01,8.267,40.307,-124.4415
NC.GNA.02.EH,2008-05-31 19:12:49.790,5154.0,2008-05-31 19:13:41.255,0.969,P,nc40218508.mseed,811.621826171875,811.621826171875,141.4,-1,E,,,3.01,8.267,40.307,-124.4415
XQ.ME52.01.BH,2008-05-31 19:12:49.790,5282.0,2008-05-31 19:13:42.535,0.964,P,nc40218508.mseed,1324.918212890625,1324.918212890625,151.31,,,,,3.01,8.267,40.307,-124.4415
NC.GHO..EH,2008-05-31 19:12:49.790,5382.0,2008-05-31 19:13:43.535,0.962,P,nc40218508.mseed,489.3887939453125,489.3887939453125,160.05,-1,E,,,3.01,8.267,40.307,-124.4415
NC.KCT..HN,2008-06-22 19:10:31.910,3466.0,2008-06-22 19:11:06.495,0.985,P,nc40219601.mseed,7.083199977874756,7.083199977874756,18.18,1,I,,,2.35,13.367,40.3285,-124.4316667
XQ.ME36.01.BH,2008-06-22 19:10:31.910,3538.0,2008-06-22 19:11:07.215,0.964,P,nc40219601.mseed,21468.7890625,21468.7890625,24.46,1,I,,,2.35,13.367,40.3285,-124.4316667
XQ.ME32.01.BH,2008-06-22 19:10:31.910,4062.0,2008-06-22 19:11:12.455,0.972,P,nc40219601.mseed,3362.171875,3362.171875,56.63,1,I,,,2.35,13.367,40.3285,-124.4316667
XQ.ME35.01.BH,2008-06-22 19:10:31.910,4106.0,2008-06-22 19:11:12.895,0.97,P,nc40219601.mseed,2621.306640625,2621.306640625,60.52,1,I,,,2.35,13.367,40.3285,-124.4316667
XQ.ME30.01.BH,2008-06-22 19:10:31.910,4483.0,2008-06-22 19:11:16.665,0.966,P,nc40219601.mseed,471.4601440429687,471.4601440429687,92.99,1,I,,,2.35,13.367,40.3285,-124.4316667
XQ.ME04.01.BH,2008-06-22 19:10:31.910,5035.0,2008-06-22 19:11:22.185,0.964,P,nc40219601.mseed,444.3751831054687,444.3751831054687,137.78,1,I,,,2.35,13.367,40.3285,-124.4316667
XQ.ME36.01.BH,2008-07-03 00:48:14.430,3843.0,2008-07-03 00:48:52.785,0.975,P,nc40220087.mseed,200617.453125,200617.453125,31.57,,,,,2.9,4.243,40.3095,-124.5263333
XQ.ME34.01.BH,2008-07-03 00:48:14.430,3983.0,2008-07-03 00:48:54.185,0.984,P,nc40220087.mseed,542518.3125,542518.3125,38.99,,,,,2.9,4.243,40.3095,-124.5263333
XQ.ME34.01.BH,2008-07-03 00:48:14.430,10048.0,2008-07-03 00:49:54.835,0.957,P,nc40220087.mseed,10187.9541015625,10187.9541015625,38.99,,,,,2.9,4.243,40.3095,-124.5263333
XQ.ME32.01.BH,2008-07-03 00:48:14.430,4303.0,2008-07-03 00:48:57.385,0.97,P,nc40220087.mseed,16565.62890625,16565.62890625,64.65,,,,,2.9,4.243,40.3095,-124.5263333
XQ.ME31.01.BH,2008-07-03 00:48:14.430,4306.0,2008-07-03 00:48:57.415,0.981,P,nc40220087.mseed,7734.6142578125,7734.6142578125,67.15,,,,,2.9,4.243,40.3095,-124.5263333
XQ.ME39.01.BH,2008-07-03 00:48:14.430,4547.0,2008-07-03 00:48:59.825,0.97,P,nc40220087.mseed,7545.29736328125,7545.29736328125,80.44,,,,,2.9,4.243,40.3095,-124.5263333
XQ.ME49.01.BH,2008-07-03 00:48:14.430,4531.0,2008-07-03 00:48:59.665,0.978,P,nc40220087.mseed,4550.06396484375,4550.06396484375,84.8,,,,,2.9,4.243,40.3095,-124.5263333
XQ.ME38.01.BH,2008-07-03 00:48:14.430,4661.0,2008-07-03 00:49:00.965,0.977,P,nc40220087.mseed,9103.9052734375,9103.9052734375,90.13,,,,,2.9,4.243,40.3095,-124.5263333
NC.KHMB..HN,2008-07-03 00:48:14.430,4650.0,2008-07-03 00:49:00.855,0.974,P,nc40220087.mseed,2.4082179069519043,2.4082179069519043,91.95,1,I,,,2.9,4.243,40.3095,-124.5263333
XQ.ME30.01.BH,2008-07-03 00:48:14.430,4723.0,2008-07-03 00:49:01.585,0.976,P,nc40220087.mseed,2731.446044921875,2731.446044921875,100.67,,,,,2.9,4.243,40.3095,-124.5263333
NC.KCPB..HN,2008-07-03 00:48:14.430,4818.0,2008-07-03 00:49:02.535,0.971,P,nc40220087.mseed,1.6757144927978516,1.6757144927978516,106.23,-1,I,,,2.9,4.243,40.3095,-124.5263333
XQ.ME50.01.BH,2008-07-03 00:48:14.430,4982.0,2008-07-03 00:49:04.175,0.964,P,nc40220087.mseed,9099.576171875,9099.576171875,117.88,,,,,2.9,4.243,40.3095,-124.5263333
XQ.ME43.01.BH,2008-07-03 00:48:14.430,5262.0,2008-07-03 00:49:06.975,0.958,P,nc40220087.mseed,1227.272216796875,1227.272216796875,141.69,,,,,2.9,4.243,40.3095,-124.5263333
XQ.ME04.01.BH,2008-07-03 00:48:14.430,5286.0,2008-07-03 00:49:07.215,0.972,P,nc40220087.mseed,1916.6961669921875,1916.6961669921875,144.12,,,,,2.9,4.243,40.3095,-124.5263333
NC.GNA.02.EH,2008-07-03 00:48:14.430,5275.0,2008-07-03 00:49:07.105,0.951,P,nc40220087.mseed,1842.36328125,1842.36328125,145.34,-1,E,,,2.9,4.243,40.3095,-124.5263333
XQ.ME44.01.BH,2008-07-03 00:48:14.430,5298.0,2008-07-03 00:49:07.335,0.984,P,nc40220087.mseed,4896.8427734375,4896.8427734375,146.08,,,,,2.9,4.243,40.3095,-124.5263333
XQ.ME29.01.BH,2008-07-03 00:48:14.430,5345.0,2008-07-03 00:49:07.805,0.964,P,nc40220087.mseed,5341.2314453125,5341.2314453125,149.15,,,,,2.9,4.243,40.3095,-124.5263333
NC.KMR..HN,2008-07-12 13:00:05.150,3566.0,2008-07-12 13:00:40.735,0.985,P,nc40220580.mseed,6.675757884979248,6.675757884979248,19.38,-1,I,,,2.52,22.943,40.0536667,-123.828
XQ.ME49.01.BH,2008-07-12 13:00:05.150,3610.0,2008-07-12 13:00:41.175,0.966,P,nc40220580.mseed,11750.501953125,11750.501953125,23.08,1,E,,,2.52,22.943,40.0536667,-123.828
XQ.ME39.01.BH,2008-07-12 13:00:05.150,3613.0,2008-07-12 13:00:41.205,0.976,P,nc40220580.mseed,20088.6328125,20088.6328125,24.9,-1,I,,,2.52,22.943,40.0536667,-123.828
XQ.ME38.01.BH,2008-07-12 13:00:05.150,3654.0,2008-07-12 13:00:41.615,0.982,P,nc40220580.mseed,17270.470703125,17270.470703125,28.2,-1,I,,,2.52,22.943,40.0536667,-123.828
XQ.ME37.01.BH,2008-07-12 13:00:05.150,3667.0,2008-07-12 13:00:41.745,0.958,P,nc40220580.mseed,16794.8671875,16794.8671875,29.66,-1,I,,,2.52,22.943,40.0536667,-123.828
XQ.ME36.01.BH,2008-07-12 13:00:05.150,3742.0,2008-07-12 13:00:42.495,0.951,P,nc40220580.mseed,24188.9609375,24188.9609375,35.85,1,I,,,2.52,22.943,40.0536667,-123.828
NC.KMPB..HN,2008-07-12 13:00:05.150,3895.0,2008-07-12 13:00:44.025,0.985,P,nc40220580.mseed,3.364778995513916,3.364778995513916,47.43,1,I,,,2.52,22.943,40.0536667,-123.828
XQ.ME33.01.BH,2008-07-12 13:00:05.150,3913.0,2008-07-12 13:00:44.205,0.98,P,nc40220580.mseed,7374.6201171875,7374.6201171875,47.72,-1,I,,,2.52,22.943,40.0536667,-123.828
XQ.ME34.01.BH,2008-07-12 13:00:05.150,4010.0,2008-07-12 13:00:45.175,0.952,P,nc40220580.mseed,18104.53515625,18104.53515625,54.03,1,I,,,2.52,22.943,40.0536667,-123.828
XQ.ME50.01.BH,2008-07-12 13:00:05.150,4016.0,2008-07-12 13:00:45.235,0.961,P,nc40220580.mseed,2997.132080078125,2997.132080078125,56.66,1,I,,,2.52,22.943,40.0536667,-123.828
XQ.ME42.01.BH,2008-07-12 13:00:05.150,4055.0,2008-07-12 13:00:45.625,0.977,P,nc40220580.mseed,2569.202392578125,2569.202392578125,60.6,1,I,,,2.52,22.943,40.0536667,-123.828
NC.KCT..HN,2008-07-12 13:00:05.150,4143.0,2008-07-12 13:00:46.505,0.953,P,nc40220580.mseed,3.4403598308563232,3.4403598308563232,63.82,1,E,,,2.52,22.943,40.0536667,-123.828
XQ.ME27.01.BH,2008-07-12 13:00:05.150,4211.0,2008-07-12 13:00:47.185,0.966,P,nc40220580.mseed,6279.64208984375,6279.64208984375,72.42,1,I,,,2.52,22.943,40.0536667,-123.828
XQ.ME31.01.BH,2008-07-12 13:00:05.150,4249.0,2008-07-12 13:00:47.565,0.965,P,nc40220580.mseed,1600.456787109375,1600.456787109375,74.9,1,I,,,2.52,22.943,40.0536667,-123.828
XQ.ME56.01.BH,2008-07-12 13:00:05.150,4355.0,2008-07-12 13:00:48.625,0.976,P,nc40220580.mseed,1973.6875,1973.6875,83.65,1,I,,,2.52,22.943,40.0536667,-123.828
BK.JCC..HH,2008-07-12 13:00:05.150,4349.0,2008-07-12 13:00:48.565,0.967,P,nc40220580.mseed,841.6588134765625,841.6588134765625,86.52,1,I,,,2.52,22.943,40.0536667,-123.828
XQ.ME30.01.BH,2008-07-12 13:00:05.150,4409.0,2008-07-12 13:00:49.165,0.959,P,nc40220580.mseed,763.018310546875,763.018310546875,90.44,-1,I,,,2.52,22.943,40.0536667,-123.828
NC.GNA.02.EH,2008-07-12 13:00:05.150,4459.0,2008-07-12 13:00:49.665,0.974,P,nc40220580.mseed,1583.4638671875,1583.4638671875,96.55,1,E,,,2.52,22.943,40.0536667,-123.828
BK.GASB..HH,2008-07-12 13:00:05.150,4607.0,2008-07-12 13:00:51.145,0.981,P,nc40220580.mseed,636.0184936523438,636.0184936523438,104.97,1,I,,,2.52,22.943,40.0536667,-123.828
XQ.ME57.01.BH,2008-07-12 13:00:05.150,4663.0,2008-07-12 13:00:51.705,0.958,P,nc40220580.mseed,1028.888671875,1028.888671875,108.8,1,E,,,2.52,22.943,40.0536667,-123.828
NC.GHO..EH,2008-07-12 13:00:05.150,4683.0,2008-07-12 13:00:51.905,0.968,P,nc40220580.mseed,336.4352722167969,336.4352722167969,114.73,1,I,,,2.52,22.943,40.0536667,-123.828
NC.GHL..EH,2008-07-12 13:00:05.150,4922.0,2008-07-12 13:00:54.295,0.961,P,nc40220580.mseed,228.77493286132812,228.77493286132812,132.21,1,I,,,2.52,22.943,40.0536667,-123.828
XQ.ME42.01.BH,2008-07-21 00:17:46.520,3295.0,2008-07-21 00:18:19.395,0.981,P,nc40220954.mseed,31078.982421875,31078.982421875,13.43,,,,,2.18,8.217,39.811,-123.1785
XQ.ME56.01.BH,2008-07-21 00:17:46.520,3550.0,2008-07-21 00:18:21.945,0.951,P,nc40220954.mseed,4558.0537109375,4558.0537109375,27.47,,,,,2.18,8.217,39.811,-123.1785
XQ.ME44.01.BH,2008-07-21 00:17:46.520,3649.0,2008-07-21 00:18:22.935,0.973,P,nc40220954.mseed,3514.278564453125,3514.278564453125,35.34,,,,,2.18,8.217,39.811,-123.1785
NC.KCPB..HN,2008-07-21 00:17:46.520,3711.0,2008-07-21 00:18:23.555,0.972,P,nc40220954.mseed,2.635275363922119,2.635275363922119,37.28,1,I,,,2.18,8.217,39.811,-123.1785
XQ.ME38.01.BH,2008-07-21 00:17:46.520,3790.0,2008-07-21 00:18:24.345,0.954,P,nc40220954.mseed,3003.258056640625,3003.258056640625,42.5,-1,E,,,2.18,8.217,39.811,-123.1785
BK.GASB..HH,2008-07-21 00:17:46.520,3802.0,2008-07-21 00:18:24.465,0.952,P,nc40220954.mseed,836.8882446289062,836.8882446289062,43.28,1,I,,,2.18,8.217,39.811,-123.1785
XQ.ME27.01.BH,2008-07-21 00:17:46.520,4231.0,2008-07-21 00:18:28.755,0.958,P,nc40220954.mseed,573.8133544921875,573.8133544921875,71.31,,,,,2.18,8.217,39.811,-123.1785
NC.GHC..EH,2008-07-21 00:17:46.520,5437.0,2008-07-21 00:18:40.815,0.952,P,nc40220954.mseed,152.25540161132812,152.25540161132812,133.79,1,I,,,2.18,8.217,39.811,-123.1785
