event_id,sta_code,p_polarity,sr_dist_km,takeoff,azimuth,takeoff_uncertainty,azimuth_uncertainty,source,sp_ratio,origin_lat,origin_lon,origin_depth_km,horz_uncert_km,vert_uncert_km,event_mag,station_lat,station_lon,station_depth_km,mean_takeoff,mean_sr_az,mech_quality
3145744,CI.DBM.EHZ,-1.0,85.435,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.97877,-118.36107,-1.162,85.5,16.3,B
3145744,CI.WSP.EHZ,-1.0,39.661,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.59618,-118.57972,-1.188,70.1,5.5,B
3145744,CI.LEO.VHZ,-1.0,52.155,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.63064,-118.30505,-1.025,76.4,33.9,B
3145744,CI.TWL.VHZ,1.0,4.754,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.27827,-118.59548,-0.352,15.3,29.8,B
3145744,CI.CJV.VHZ,-1.0,54.314,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.52978,-118.1445,-1.296,77.2,53.8,B
3145744,CI.STT.VHZ,-0.5,62.621,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.78904,-118.46361,-0.796,80.0,13.4,B
3145744,CI.FIL.VHZ,1.0,28.248,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.42335,-118.83531,-0.205,60.9,315.8,B
3145744,CI.CAL.VHZ,-0.5,114.046,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,35.10331,-117.94924,-0.69,90.6,32.8,B
3145744,CI.LHU.VHZ,-1.0,51.492,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.67092,-118.41259,-1.0,76.1,21.9,B
3145744,CI.FOX.EHZ,-0.5,66.382,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.74431,-118.23255,-0.683,81.1,32.6,B
3145744,CI.SYL.ASZ,-1.0,20.027,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.3536,-118.45098,-0.928,50.6,51.4,B
3145744,CI.NHL.ASZ,-1.0,16.834,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.39148,-118.59946,-0.542,45.1,6.8,B
3145744,CI.VRD.EHZ,-1.0,31.534,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.21459,-118.27964,-0.897,64.1,95.4,B
3145744,CI.BRCY.EHZ,1.0,7.538,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.3074,-118.6037,-0.61,23.6,12.3,B
3145744,CI.CWHP.EHZ,1.0,4.847,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.2589,-118.573,-0.29,15.6,66.0,B
3145744,CI.LA01.EHZ,1.0,20.673,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.1317,-118.4394,-0.35,51.5,126.1,B
3145744,CI.PIRU.ELZ,1.0,24.961,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.4127,-118.7963,-0.18,57.3,319.8,B
3145744,CI.SFPW.HLZ,1.0,18.804,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.28762,-118.42448,-0.308,48.5,74.1,B
3145744,CI.SMGC.EHZ,1.0,20.631,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.4221,-118.6708,-0.37,51.4,347.2,B
3145744,CI.KSRG.HLZ,1.0,24.324,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.0596,-118.4736,-0.07,56.5,146.1,B
3145744,CI.PWGB.HHZ,1.0,13.426,,,,,trad_p,,34.241166666666665,-118.62116666666667,18.54,0.03,0.09,2.4,34.3322,-118.7171,-0.49,38.3,318.9,B
3146815,CI.IR2.VHZ,-1.0,26.265,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.38807,-118.39972,-0.562,58.2,50.9,A
3146815,CI.SBB.VLZ,-1.0,88.623,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.68817,-117.82501,-0.796,85.7,55.7,A
3146815,CI.MWC.BHZ,-1.0,52.302,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.22368,-118.05287,-1.696,76.0,91.9,A
3146815,CI.PAS.HLZ,-0.5,42.613,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.14844,-118.17113,-0.257,71.3,103.7,A
3146815,CI.PEC.VHZ,0.5,139.671,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,33.89198,-117.16135,-0.582,123.6,106.0,A
3146815,CI.CIS.VHZ,-0.5,94.701,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,33.40671,-118.40417,-0.436,86.8,167.8,A
3146815,CI.CLC.BHZ,-1.0,198.989,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.81574,-117.59751,-0.775,123.6,28.2,A
3146815,CI.SSN.VHZ,-1.0,137.314,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,33.24494,-119.50737,-0.217,123.6,216.4,A
3146815,CI.CIW.VLZ,-1.0,86.254,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,33.46566,-118.55152,-0.087,85.3,175.7,A
3146815,CI.YEG.EHZ,0.5,181.306,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.43658,-119.96009,-0.907,123.6,317.3,A
3146815,CI.WSC.VHZ,-0.5,176.341,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.70429,-117.88751,-0.853,123.6,22.5,A
3146815,CI.SIP.VHZ,1.0,15.136,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.20453,-118.78073,-0.694,41.2,255.3,A
3146815,CI.SAD.EHZ,-1.0,18.062,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.08087,-118.66554,-0.715,46.6,193.0,A
3146815,CI.ABL.EHZ,0.5,87.567,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.84845,-119.22497,-1.975,85.5,320.7,A
3146815,CI.PTD.VHZ,-1.0,31.172,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.00443,-118.80686,-0.007,63.1,213.1,A
3146815,CI.RYS.EHZ,1.0,80.829,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.64341,-119.35224,-1.807,84.2,303.8,A
3146815,CI.WSH.EHZ,-1.0,183.454,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.59962,-117.49265,-0.764,123.6,34.4,A
3146815,CI.GRH.ELZ,1.0,9.544,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.30803,-118.55954,-0.723,28.5,36.6,A
3146815,CI.LRL.LHZ,-0.5,162.72,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.4794,-117.6821,-1.341,123.6,32.1,A
3146815,CI.WJP.EHZ,-0.5,130.931,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.41094,-118.48196,-1.09,123.6,5.6,A
3146815,CI.SME.EHZ,0.5,125.188,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,33.82288,-117.35623,-0.466,101.8,111.7,A
3146815,CI.PVR.EHZ,-1.0,58.801,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,33.75237,-118.37171,-0.153,78.4,157.0,A
3146815,CI.SUN.EHZ,-1.0,85.329,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.21048,-117.69394,-1.652,85.1,92.1,A
3146815,CI.PEM.ELZ,1.0,69.542,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.16689,-117.87009,-0.777,81.6,96.6,A
3146815,CI.ECF.VHZ,1.0,49.592,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.45801,-119.09154,-0.956,74.8,299.4,A
3146815,CI.TOW.EHZ,-1.0,191.488,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.80885,-117.76493,-0.653,123.6,24.3,A
3146815,CI.SLG.EHZ,-1.0,43.243,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.10946,-119.06496,-0.381,71.6,250.5,A
3146815,CI.HOD.EHZ,-0.5,142.83,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.83886,-117.24753,-0.807,123.6,62.2,A
3146815,CI.LRR.EHZ,-1.0,63.162,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.52629,-118.02867,-0.88,79.8,59.6,A
3146815,CI.BMT.VHZ,-1.0,99.798,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.13641,-118.59723,-1.2,87.7,1.3,A
3146815,CI.SRT.VHZ,-1.0,180.343,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.69235,-117.75051,-0.667,123.6,26.4,A
3146815,CI.WNM.EHZ,-1.0,190.0,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.8422,-117.90616,-0.923,123.6,20.2,A
3146815,CI.TPR.VHZ,-1.0,16.563,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.09285,-118.5878,-0.335,43.9,169.2,A
3146815,CI.LJB.EHZ,-1.0,81.083,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.59092,-117.8489,-0.861,84.3,61.2,A
3146815,CI.JNH.EHZ,-1.0,65.345,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.44795,-117.95705,-1.289,80.4,69.2,A
3146815,CI.BLK.VHZ,-0.5,159.777,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.08867,-117.21975,-0.619,123.6,53.8,A
3146815,CI.GFP.VHZ,-1.0,30.204,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.13165,-118.31978,-0.339,62.2,113.3,A
3146815,CI.BTL.EHZ,0.5,148.596,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.25698,-117.00521,-2.527,123.6,89.2,A
3146815,CI.WBS.EHZ,-1.0,150.914,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.53671,-118.14035,-1.902,123.6,17.0,A
3146815,CI.DTP.EHZ,-1.0,134.755,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,35.26742,-117.84581,-0.908,123.6,31.9,A
3146815,CI.XTL.VHZ,-1.0,70.084,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.29597,-117.86223,-1.643,81.7,84.8,A
3146815,CI.OAK.VHZ,1.0,20.391,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.36363,-118.78439,-0.832,50.4,312.7,A
3146815,CI.PVP.VLZ,-1.0,53.933,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,33.78939,-118.40199,-0.109,76.6,158.0,A
3146815,CI.CSP.VHZ,1.0,116.305,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.29796,-117.35833,-1.239,90.5,86.8,A
3146815,CI.TPO.EHZ,-1.0,79.774,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.87883,-118.22864,-0.769,84.0,26.9,A
3146815,CI.SCY.VHZ,-1.0,21.239,,,,,trad_p,,34.23916666666667,-118.6215,18.96,0.09,0.18,3.4,34.10647,-118.45533,-0.25,51.6,134.0,A
