station_id,begin_time,phase_index,phase_time,phase_score,phase_type,file_name,phase_amplitude,phase_amp,event_id,event_time,pn_quality
XQ.ME38.01.BH,2008-03-06T01:16:25.590,3894,2008-03-06 01:17:04.530,0.917,P,nc51197677.mseed,949.025390625,949.025390625,nc51197677,2008-03-06 01:16:55.590,1
BK.GASB..HH,2008-03-07T16:43:47.600,3866,2008-03-07 16:44:26.260,0.972,P,nc51197782.mseed,2328.84619140625,2328.84619140625,nc51197782,2008-03-07 16:44:17.600,1
NC.GCK..EH,2008-03-07T16:43:47.600,4393,2008-03-07 16:44:31.530,0.944,P,nc51197782.mseed,278.925537109375,278.925537109375,nc51197782,2008-03-07 16:44:17.600,1
NC.GCW..EH,2008-03-07T16:43:47.600,4508,2008-03-07 16:44:32.680,0.787,P,nc51197782.mseed,193.182861328125,193.182861328125,nc51197782,2008-03-07 16:44:17.600,1
NC.GHM..EH,2008-03-07T16:43:47.600,3894,2008-03-07 16:44:26.540,0.924,P,nc51197782.mseed,1635.9215087890625,1635.9215087890625,nc51197782,2008-03-07 16:44:17.600,1
NC.GRO..EH,2008-03-07T16:43:47.600,3830,2008-03-07 16:44:25.900,0.984,P,nc51197782.mseed,542.8152465820312,542.8152465820312,nc51197782,2008-03-07 16:44:17.600,1
NC.GTC..SH,2008-03-07T16:43:47.600,4131,2008-03-07 16:44:28.910,0.919,P,nc51197782.mseed,555.7581176757812,555.7581176757812,nc51197782,2008-03-07 16:44:17.600,1
NC.GTS..EH,2008-03-07T16:43:47.600,4430,2008-03-07 16:44:31.900,0.84,P,nc51197782.mseed,688.54052734375,688.54052734375,nc51197782,2008-03-07 16:44:17.600,1
NC.GVV..EH,2008-03-07T16:43:47.600,3841,2008-03-07 16:44:26.010,0.931,P,nc51197782.mseed,128.01913452148438,128.01913452148438,nc51197782,2008-03-07 16:44:17.600,1
NC.KBN..SH,2008-03-07T16:43:47.600,3214,2008-03-07 16:44:19.740,0.986,P,nc51197782.mseed,1577.3250732421875,1577.3250732421875,nc51197782,2008-03-07 16:44:17.600,1
NC.KCPB..HH,2008-03-07T16:43:47.600,3762,2008-03-07 16:44:25.220,0.973,P,nc51197782.mseed,1425.03271484375,1425.03271484375,nc51197782,2008-03-07 16:44:17.600,1
NC.KCR..SH,2008-03-07T16:43:47.600,4475,2008-03-07 16:44:32.350,0.957,P,nc51197782.mseed,554.1993408203125,554.1993408203125,nc51197782,2008-03-07 16:44:17.600,1
NC.KCS..SH,2008-03-07T16:43:47.600,4402,2008-03-07 16:44:31.620,0.973,P,nc51197782.mseed,671.037353515625,671.037353515625,nc51197782,2008-03-07 16:44:17.600,1
NC.KFP..SH,2008-03-07T16:43:47.600,3617,2008-03-07 16:44:23.770,0.974,P,nc51197782.mseed,1299.2918701171875,1299.2918701171875,nc51197782,2008-03-07 16:44:17.600,1
NC.KHBB..HH,2008-03-07T16:43:47.600,4467,2008-03-07 16:44:32.270,0.92,P,nc51197782.mseed,696.83544921875,696.83544921875,nc51197782,2008-03-07 16:44:17.600,1
NC.KIP..SH,2008-03-07T16:43:47.600,3498,2008-03-07 16:44:22.580,0.965,P,nc51197782.mseed,1602.4383544921875,1602.4383544921875,nc51197782,2008-03-07 16:44:17.600,1
NC.KKP..SH,2008-03-07T16:43:47.600,3762,2008-03-07 16:44:25.220,0.88,P,nc51197782.mseed,1560.5103759765625,1560.5103759765625,nc51197782,2008-03-07 16:44:17.600,1
NC.KPP..SH,2008-03-07T16:43:47.600,3998,2008-03-07 16:44:27.580,0.979,P,nc51197782.mseed,1220.5059814453125,1220.5059814453125,nc51197782,2008-03-07 16:44:17.600,1
NC.KRK..SH,2008-03-07T16:43:47.600,3671,2008-03-07 16:44:24.310,0.957,P,nc51197782.mseed,971.6891479492188,971.6891479492188,nc51197782,2008-03-07 16:44:17.600,1
NC.KSM..SH,2008-03-07T16:43:47.600,4537,2008-03-07 16:44:32.970,0.929,P,nc51197782.mseed,689.5751953125,689.5751953125,nc51197782,2008-03-07 16:44:17.600,1
NC.LBP..SH,2008-03-07T16:43:47.600,4010,2008-03-07 16:44:27.700,0.984,P,nc51197782.mseed,655.61181640625,655.61181640625,nc51197782,2008-03-07 16:44:17.600,1
NC.LRB..SH,2008-03-07T16:43:47.600,4180,2008-03-07 16:44:29.400,0.969,P,nc51197782.mseed,1567.4232177734375,1567.4232177734375,nc51197782,2008-03-07 16:44:17.600,1
NC.LVR..SH,2008-03-07T16:43:47.600,3877,2008-03-07 16:44:26.370,0.968,P,nc51197782.mseed,820.2208251953125,820.2208251953125,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME08.01.BH,2008-03-07T16:43:47.600,3734,2008-03-07 16:44:24.940,0.892,P,nc51197782.mseed,7915.31640625,7915.31640625,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME12.01.BH,2008-03-07T16:43:47.600,4235,2008-03-07 16:44:29.950,0.95,P,nc51197782.mseed,2270.92236328125,2270.92236328125,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME27.01.BH,2008-03-07T16:43:47.600,4107,2008-03-07 16:44:28.670,0.953,P,nc51197782.mseed,957.9426879882812,957.9426879882812,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME29.01.BH,2008-03-07T16:43:47.600,5306,2008-03-07 16:44:40.660,0.864,P,nc51197782.mseed,1958.119140625,1958.119140625,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME30.01.BH,2008-03-07T16:43:47.600,4860,2008-03-07 16:44:36.200,0.964,P,nc51197782.mseed,1878.201171875,1878.201171875,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME35.01.BH,2008-03-07T16:43:47.600,4346,2008-03-07 16:44:31.060,0.934,P,nc51197782.mseed,2386.4853515625,2386.4853515625,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME37.01.BH,2008-03-07T16:43:47.600,4119,2008-03-07 16:44:28.790,0.941,P,nc51197782.mseed,1886.962158203125,1886.962158203125,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME38.01.BH,2008-03-07T16:43:47.600,3702,2008-03-07 16:44:24.620,0.923,P,nc51197782.mseed,4953.82470703125,4953.82470703125,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME42.01.BH,2008-03-07T16:43:47.600,3393,2008-03-07 16:44:21.530,0.935,P,nc51197782.mseed,8653.8076171875,8653.8076171875,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME43.01.BH,2008-03-07T16:43:47.600,3648,2008-03-07 16:44:24.080,0.948,P,nc51197782.mseed,2441.78173828125,2441.78173828125,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME44.01.BH,2008-03-07T16:43:47.600,3782,2008-03-07 16:44:25.420,0.951,P,nc51197782.mseed,3348.88427734375,3348.88427734375,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME45.01.BH,2008-03-07T16:43:47.600,3906,2008-03-07 16:44:26.660,0.95,P,nc51197782.mseed,2921.047119140625,2921.047119140625,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME46.01.BH,2008-03-07T16:43:47.600,4391,2008-03-07 16:44:31.510,0.792,P,nc51197782.mseed,1019.2565307617188,1019.2565307617188,nc51197782,2008-03-07 16:44:17.600,1
XQ.ME49.01.BH,2008-03-07T16:43:47.600,3839,2008-03-07 16:44:25.990,0.927,P,nc51197782.mseed,1975.614013671875,1975.614013671875,nc51197782,2008-03-07 16:44:17.600,1
NC.KCR..SH,2008-03-20T21:10:21.310,3507,2008-03-20 21:10:56.380,0.974,P,nc51198711.mseed,1391.7843017578125,1391.7843017578125,nc51198711,2008-03-20 21:10:51.310,1
NC.KCS..SH,2008-03-20T21:10:21.310,3519,2008-03-20 21:10:56.500,0.984,P,nc51198711.mseed,954.2845458984376,954.2845458984376,nc51198711,2008-03-20 21:10:51.310,1
NC.KHBB..HH,2008-03-20T21:10:21.310,3823,2008-03-20 21:10:59.540,0.983,P,nc51198711.mseed,2160.206787109375,2160.206787109375,nc51198711,2008-03-20 21:10:51.310,1
NC.KHMB..HH,2008-03-20T21:10:21.310,3857,2008-03-20 21:10:59.880,0.975,P,nc51198711.mseed,2327.504638671875,2327.504638671875,nc51198711,2008-03-20 21:10:51.310,1
NC.KKP..SH,2008-03-20T21:10:21.310,3857,2008-03-20 21:10:59.880,0.98,P,nc51198711.mseed,249.53680419921875,249.53680419921875,nc51198711,2008-03-20 21:10:51.310,1
NC.KMR..HH,2008-03-20T21:10:21.310,3705,2008-03-20 21:10:58.360,0.976,P,nc51198711.mseed,5966.86181640625,5966.86181640625,nc51198711,2008-03-20 21:10:51.310,1
NC.KPP..SH,2008-03-20T21:10:21.310,3706,2008-03-20 21:10:58.370,0.975,P,nc51198711.mseed,337.0741271972656,337.0741271972656,nc51198711,2008-03-20 21:10:51.310,1
NC.KSM..SH,2008-03-20T21:10:21.310,3985,2008-03-20 21:11:01.160,0.935,P,nc51198711.mseed,516.5540161132812,516.5540161132812,nc51198711,2008-03-20 21:10:51.310,1
NC.LGP..SH,2008-03-20T21:10:21.310,4383,2008-03-20 21:11:05.140,0.902,P,nc51198711.mseed,645.0062866210938,645.0062866210938,nc51198711,2008-03-20 21:10:51.310,1
XQ.ME08.01.BH,2008-03-20T21:10:21.310,3861,2008-03-20 21:10:59.920,0.954,P,nc51198711.mseed,901.5808715820312,901.5808715820312,nc51198711,2008-03-20 21:10:51.310,1
XQ.ME27.01.BH,2008-03-20T21:10:21.310,3843,2008-03-20 21:10:59.740,0.943,P,nc51198711.mseed,1742.853271484375,1742.853271484375,nc51198711,2008-03-20 21:10:51.310,1
XQ.ME30.01.BH,2008-03-20T21:10:21.310,3774,2008-03-20 21:10:59.050,0.973,P,nc51198711.mseed,3586.749267578125,3586.749267578125,nc51198711,2008-03-20 21:10:51.310,1
XQ.ME32.01.BH,2008-03-20T21:10:21.310,3570,2008-03-20 21:10:57.010,0.887,P,nc51198711.mseed,1933.2755126953125,1933.2755126953125,nc51198711,2008-03-20 21:10:51.310,1
XQ.ME35.01.BH,2008-03-20T21:10:21.310,3478,2008-03-20 21:10:56.090,0.983,P,nc51198711.mseed,6400.85302734375,6400.85302734375,nc51198711,2008-03-20 21:10:51.310,1
XQ.ME36.01.BH,2008-03-20T21:10:21.310,3941,2008-03-20 21:11:00.720,0.955,P,nc51198711.mseed,1989.1494140625,1989.1494140625,nc51198711,2008-03-20 21:10:51.310,1
XQ.ME37.01.BH,2008-03-20T21:10:21.310,3585,2008-03-20 21:10:57.160,0.949,P,nc51198711.mseed,3851.053466796875,3851.053466796875,nc51198711,2008-03-20 21:10:51.310,1
XQ.ME38.01.BH,2008-03-20T21:10:21.310,3866,2008-03-20 21:10:59.970,0.923,P,nc51198711.mseed,967.7451782226562,967.7451782226562,nc51198711,2008-03-20 21:10:51.310,1
BK.WDC..HH,2008-03-30T02:27:42.960,4364,2008-03-30 02:28:26.600,0.802,P,nc51199341.mseed,290.3363037109375,290.3363037109375,nc51199341,2008-03-30 02:28:12.960,1
NC.KBS..SH,2008-03-30T02:27:42.960,4220,2008-03-30 02:28:25.160,0.886,P,nc51199341.mseed,476.79547119140625,476.79547119140625,nc51199341,2008-03-30 02:28:12.960,1
NC.KCR..SH,2008-03-30T02:27:42.960,3649,2008-03-30 02:28:19.450,0.977,P,nc51199341.mseed,1622.079833984375,1622.079833984375,nc51199341,2008-03-30 02:28:12.960,1
NC.KCS..SH,2008-03-30T02:27:42.960,3492,2008-03-30 02:28:17.880,0.976,P,nc51199341.mseed,1592.0599365234375,1592.0599365234375,nc51199341,2008-03-30 02:28:12.960,1
NC.KHBB..HH,2008-03-30T02:27:42.960,3676,2008-03-30 02:28:19.720,0.988,P,nc51199341.mseed,4606.638671875,4606.638671875,nc51199341,2008-03-30 02:28:12.960,1
NC.KHMB..HH,2008-03-30T02:27:42.960,3802,2008-03-30 02:28:20.980,0.977,P,nc51199341.mseed,2484.8037109375,2484.8037109375,nc51199341,2008-03-30 02:28:12.960,1
NC.KKP..SH,2008-03-30T02:27:42.960,3901,2008-03-30 02:28:21.970,0.966,P,nc51199341.mseed,667.7730712890625,667.7730712890625,nc51199341,2008-03-30 02:28:12.960,1
NC.KMR..HH,2008-03-30T02:27:42.960,3814,2008-03-30 02:28:21.100,0.965,P,nc51199341.mseed,6590.9189453125,6590.9189453125,nc51199341,2008-03-30 02:28:12.960,1
NC.KOM..SH,2008-03-30T02:27:42.960,4311,2008-03-30 02:28:26.070,0.868,P,nc51199341.mseed,212.0749359130859,212.0749359130859,nc51199341,2008-03-30 02:28:12.960,1
NC.KPP..SH,2008-03-30T02:27:42.960,3674,2008-03-30 02:28:19.700,0.979,P,nc51199341.mseed,1434.3564453125,1434.3564453125,nc51199341,2008-03-30 02:28:12.960,1
NC.KSM..SH,2008-03-30T02:27:42.960,4114,2008-03-30 02:28:24.100,0.98,P,nc51199341.mseed,907.8890380859376,907.8890380859376,nc51199341,2008-03-30 02:28:12.960,1
NC.LBP..SH,2008-03-30T02:27:42.960,4078,2008-03-30 02:28:23.740,0.929,P,nc51199341.mseed,301.0010681152344,301.0010681152344,nc51199341,2008-03-30 02:28:12.960,1
NC.LGP..SH,2008-03-30T02:27:42.960,4211,2008-03-30 02:28:25.070,0.947,P,nc51199341.mseed,1496.6505126953125,1496.6505126953125,nc51199341,2008-03-30 02:28:12.960,1
XQ.ME08.01.BH,2008-03-30T02:27:42.960,3829,2008-03-30 02:28:21.250,0.974,P,nc51199341.mseed,2252.286376953125,2252.286376953125,nc51199341,2008-03-30 02:28:12.960,1
XQ.ME09.01.BH,2008-03-30T02:27:42.960,4442,2008-03-30 02:28:27.380,0.91,P,nc51199341.mseed,641.1653442382812,641.1653442382812,nc51199341,2008-03-30 02:28:12.960,1
XQ.ME10.01.BH,2008-03-30T02:27:42.960,4623,2008-03-30 02:28:29.190,0.891,P,nc51199341.mseed,1345.951416015625,1345.951416015625,nc51199341,2008-03-30 02:28:12.960,1
XQ.ME13.01.BH,2008-03-30T02:27:42.960,4010,2008-03-30 02:28:23.060,0.93,P,nc51199341.mseed,3081.77490234375,3081.77490234375,nc51199341,2008-03-30 02:28:12.960,1
XQ.ME27.01.BH,2008-03-30T02:27:42.960,3726,2008-03-30 02:28:20.220,0.946,P,nc51199341.mseed,5215.130859375,5215.130859375,nc51199341,2008-03-30 02:28:12.960,1
XQ.ME29.01.BH,2008-03-30T02:27:42.960,4218,2008-03-30 02:28:25.140,0.835,P,nc51199341.mseed,4708.5732421875,4708.5732421875,nc51199341,2008-03-30 02:28:12.960,1
XQ.ME30.01.BH,2008-03-30T02:27:42.960,3691,2008-03-30 02:28:19.870,0.969,P,nc51199341.mseed,3737.35498046875,3737.35498046875,nc51199341,2008-03-30 02:28:12.960,1
XQ.ME32.01.BH,2008-03-30T02:27:42.960,3663,2008-03-30 02:28:19.590,0.922,P,nc51199341.mseed,7992.53564453125,7992.53564453125,nc51199341,2008-03-30 02:28:12.960,1
XQ.ME33.01.BH,2008-03-30T02:27:42.960,3618,2008-03-30 02:28:19.140,0.959,P,nc51199341.mseed,7442.99951171875,7442.99951171875,nc51199341,2008-03-30 02:28:12.960,1
XQ.ME35.01.BH,2008-03-30T02:27:42.960,3612,2008-03-30 02:28:19.080,0.982,P,nc51199341.mseed,8785.96484375,8785.96484375,nc51199341,2008-03-30 02:28:12.960,1
XQ.ME36.01.BH,2008-03-30T02:27:42.960,4057,2008-03-30 02:28:23.530,0.961,P,nc51199341.mseed,1684.5927734375,1684.5927734375,nc51199341,2008-03-30 02:28:12.960,1
XQ.ME37.01.BH,2008-03-30T02:27:42.960,3689,2008-03-30 02:28:19.850,0.931,P,nc51199341.mseed,8263.1220703125,8263.1220703125,nc51199341,2008-03-30 02:28:12.960,1
XQ.ME38.01.BH,2008-03-30T02:27:42.960,3919,2008-03-30 02:28:22.150,0.825,P,nc51199341.mseed,1791.4931640625,1791.4931640625,nc51199341,2008-03-30 02:28:12.960,1
BK.GASB..HH,2008-05-17T21:41:17.010,3886,2008-05-17 21:41:55.870,0.966,P,nc51202870.mseed,1431.0634765625,1431.0634765625,nc51202870,2008-05-17 21:41:47.010,1
BK.WDC..HH,2008-05-17T21:41:17.010,4614,2008-05-17 21:42:03.150,0.963,P,nc51202870.mseed,282.4132080078125,282.4132080078125,nc51202870,2008-05-17 21:41:47.010,1
NC.GHM..EH,2008-05-17T21:41:17.010,3914,2008-05-17 21:41:56.150,0.955,P,nc51202870.mseed,718.33544921875,718.33544921875,nc51202870,2008-05-17 21:41:47.010,1
NC.GRO..EH,2008-05-17T21:41:17.010,3846,2008-05-17 21:41:55.470,0.978,P,nc51202870.mseed,904.6493530273438,904.6493530273438,nc51202870,2008-05-17 21:41:47.010,1
NC.GTC..SH,2008-05-17T21:41:17.010,4129,2008-05-17 21:41:58.300,0.959,P,nc51202870.mseed,642.8915405273438,642.8915405273438,nc51202870,2008-05-17 21:41:47.010,1
NC.GTS..EH,2008-05-17T21:41:17.010,4463,2008-05-17 21:42:01.640,0.958,P,nc51202870.mseed,401.0086059570313,401.0086059570313,nc51202870,2008-05-17 21:41:47.010,1
NC.KBN..SH,2008-05-17T21:41:17.010,3190,2008-05-17 21:41:48.910,0.984,P,nc51202870.mseed,1566.5169677734375,1566.5169677734375,nc51202870,2008-05-17 21:41:47.010,1
NC.KCPB..HH,2008-05-17T21:41:17.010,3746,2008-05-17 21:41:54.470,0.983,P,nc51202870.mseed,3290.914306640625,3290.914306640625,nc51202870,2008-05-17 21:41:47.010,1
NC.KCS..SH,2008-05-17T21:41:17.010,4386,2008-05-17 21:42:00.870,0.944,P,nc51202870.mseed,194.96218872070312,194.96218872070312,nc51202870,2008-05-17 21:41:47.010,1
NC.KFP..SH,2008-05-17T21:41:17.010,3606,2008-05-17 21:41:53.070,0.972,P,nc51202870.mseed,1486.0152587890625,1486.0152587890625,nc51202870,2008-05-17 21:41:47.010,1
NC.KIP..SH,2008-05-17T21:41:17.010,3475,2008-05-17 21:41:51.760,0.964,P,nc51202870.mseed,1691.1207275390625,1691.1207275390625,nc51202870,2008-05-17 21:41:47.010,1
NC.KKP..SH,2008-05-17T21:41:17.010,3740,2008-05-17 21:41:54.410,0.763,P,nc51202870.mseed,868.0118408203125,868.0118408203125,nc51202870,2008-05-17 21:41:47.010,1
NC.KMR..HH,2008-05-17T21:41:17.010,4030,2008-05-17 21:41:57.310,0.889,P,nc51202870.mseed,2363.533203125,2363.533203125,nc51202870,2008-05-17 21:41:47.010,1
NC.KPP..SH,2008-05-17T21:41:17.010,3982,2008-05-17 21:41:56.830,0.975,P,nc51202870.mseed,571.8329467773438,571.8329467773438,nc51202870,2008-05-17 21:41:47.010,1
NC.KRK..SH,2008-05-17T21:41:17.010,3679,2008-05-17 21:41:53.800,0.914,P,nc51202870.mseed,964.0506591796876,964.0506591796876,nc51202870,2008-05-17 21:41:47.010,1
NC.LBP..SH,2008-05-17T21:41:17.010,4001,2008-05-17 21:41:57.020,0.965,P,nc51202870.mseed,483.2826232910156,483.2826232910156,nc51202870,2008-05-17 21:41:47.010,1
NC.LPG..SH,2008-05-17T21:41:17.010,3977,2008-05-17 21:41:56.780,0.966,P,nc51202870.mseed,1126.515380859375,1126.515380859375,nc51202870,2008-05-17 21:41:47.010,1
NC.LRB..SH,2008-05-17T21:41:17.010,4190,2008-05-17 21:41:58.910,0.972,P,nc51202870.mseed,1588.184814453125,1588.184814453125,nc51202870,2008-05-17 21:41:47.010,1
NC.LVR..SH,2008-05-17T21:41:17.010,3887,2008-05-17 21:41:55.880,0.975,P,nc51202870.mseed,431.8126831054687,431.8126831054687,nc51202870,2008-05-17 21:41:47.010,1
XQ.ME08.01.BH,2008-05-17T21:41:17.010,3711,2008-05-17 21:41:54.120,0.936,P,nc51202870.mseed,6564.1591796875,6564.1591796875,nc51202870,2008-05-17 21:41:47.010,1
XQ.ME12.01.BH,2008-05-17T21:41:17.010,4247,2008-05-17 21:41:59.480,0.94,P,nc51202870.mseed,2566.60107421875,2566.60107421875,nc51202870,2008-05-17 21:41:47.010,1
XQ.ME28.01.BH,2008-05-17T21:41:17.010,4464,2008-05-17 21:42:01.650,0.883,P,nc51202870.mseed,1456.705322265625,1456.705322265625,nc51202870,2008-05-17 21:41:47.010,1
XQ.ME30.01.BH,2008-05-17T21:41:17.010,4855,2008-05-17 21:42:05.560,0.933,P,nc51202870.mseed,976.5654296875,976.5654296875,nc51202870,2008-05-17 21:41:47.010,1
XQ.ME37.01.BH,2008-05-17T21:41:17.010,4086,2008-05-17 21:41:57.870,0.892,P,nc51202870.mseed,1214.941162109375,1214.941162109375,nc51202870,2008-05-17 21:41:47.010,1
XQ.ME38.01.BH,2008-05-17T21:41:17.010,3673,2008-05-17 21:41:53.740,0.902,P,nc51202870.mseed,4651.6318359375,4651.6318359375,nc51202870,2008-05-17 21:41:47.010,1
XQ.ME39.01.BH,2008-05-17T21:41:17.010,3877,2008-05-17 21:41:55.780,0.939,P,nc51202870.mseed,2063.95068359375,2063.95068359375,nc51202870,2008-05-17 21:41:47.010,1
XQ.ME41.01.BH,2008-05-17T21:41:17.010,3315,2008-05-17 21:41:50.160,0.953,P,nc51202870.mseed,44338.73828125,44338.73828125,nc51202870,2008-05-17 21:41:47.010,1
XQ.ME42.01.BH,2008-05-17T21:41:17.010,3383,2008-05-17 21:41:50.840,0.937,P,nc51202870.mseed,10261.46484375,10261.46484375,nc51202870,2008-05-17 21:41:47.010,1
XQ.ME43.01.BH,2008-05-17T21:41:17.010,3675,2008-05-17 21:41:53.760,0.927,P,nc51202870.mseed,1780.6636962890625,1780.6636962890625,nc51202870,2008-05-17 21:41:47.010,1
XQ.ME44.01.BH,2008-05-17T21:41:17.010,3791,2008-05-17 21:41:54.920,0.853,P,nc51202870.mseed,2289.503173828125,2289.503173828125,nc51202870,2008-05-17 21:41:47.010,1
XQ.ME49.01.BH,2008-05-17T21:41:17.010,3812,2008-05-17 21:41:55.130,0.949,P,nc51202870.mseed,3332.06787109375,3332.06787109375,nc51202870,2008-05-17 21:41:47.010,1
XQ.ME57.01.BH,2008-05-17T21:41:17.010,3982,2008-05-17 21:41:56.830,0.945,P,nc51202870.mseed,1045.6170654296875,1045.6170654296875,nc51202870,2008-05-17 21:41:47.010,1
BK.GASB..HH,2008-05-17T22:10:44.790,3887,2008-05-17 22:11:23.660,0.958,P,nc51202874.mseed,688.5249633789062,688.5249633789062,nc51202874,2008-05-17 22:11:14.790,1
NC.GCK..EH,2008-05-17T22:10:44.790,4417,2008-05-17 22:11:28.960,0.915,P,nc51202874.mseed,102.74786376953124,102.74786376953124,nc51202874,2008-05-17 22:11:14.790,1
NC.GHM..EH,2008-05-17T22:10:44.790,3934,2008-05-17 22:11:24.130,0.831,P,nc51202874.mseed,280.4986572265625,280.4986572265625,nc51202874,2008-05-17 22:11:14.790,1
NC.GRO..EH,2008-05-17T22:10:44.790,3848,2008-05-17 22:11:23.270,0.987,P,nc51202874.mseed,415.18853759765625,415.18853759765625,nc51202874,2008-05-17 22:11:14.790,1
NC.GTS..EH,2008-05-17T22:10:44.790,4462,2008-05-17 22:11:29.410,0.905,P,nc51202874.mseed,163.48092651367188,163.48092651367188,nc51202874,2008-05-17 22:11:14.790,1
NC.KBN..SH,2008-05-17T22:10:44.790,3195,2008-05-17 22:11:16.740,0.977,P,nc51202874.mseed,1553.235107421875,1553.235107421875,nc51202874,2008-05-17 22:11:14.790,1
NC.KCPB..HH,2008-05-17T22:10:44.790,3747,2008-05-17 22:11:22.260,0.945,P,nc51202874.mseed,1330.0291748046875,1330.0291748046875,nc51202874,2008-05-17 22:11:14.790,1
NC.KFP..SH,2008-05-17T22:10:44.790,3610,2008-05-17 22:11:20.890,0.968,P,nc51202874.mseed,362.49652099609375,362.49652099609375,nc51202874,2008-05-17 22:11:14.790,1
NC.KIP..SH,2008-05-17T22:10:44.790,3478,2008-05-17 22:11:19.570,0.977,P,nc51202874.mseed,1393.4329833984375,1393.4329833984375,nc51202874,2008-05-17 22:11:14.790,1
NC.KKP..SH,2008-05-17T22:10:44.790,3750,2008-05-17 22:11:22.290,0.956,P,nc51202874.mseed,279.6685485839844,279.6685485839844,nc51202874,2008-05-17 22:11:14.790,1
NC.KPP..SH,2008-05-17T22:10:44.790,3983,2008-05-17 22:11:24.620,0.983,P,nc51202874.mseed,359.7615966796875,359.7615966796875,nc51202874,2008-05-17 22:11:14.790,1
NC.KRK..SH,2008-05-17T22:10:44.790,3679,2008-05-17 22:11:21.580,0.903,P,nc51202874.mseed,222.3047790527344,222.3047790527344,nc51202874,2008-05-17 22:11:14.790,1
NC.LBP..SH,2008-05-17T22:10:44.790,4002,2008-05-17 22:11:24.810,0.985,P,nc51202874.mseed,204.45359802246097,204.45359802246097,nc51202874,2008-05-17 22:11:14.790,1
NC.LPG..SH,2008-05-17T22:10:44.790,3979,2008-05-17 22:11:24.580,0.969,P,nc51202874.mseed,572.8954467773438,572.8954467773438,nc51202874,2008-05-17 22:11:14.790,1
NC.LRB..SH,2008-05-17T22:10:44.790,4191,2008-05-17 22:11:26.700,0.97,P,nc51202874.mseed,639.9330444335938,639.9330444335938,nc51202874,2008-05-17 22:11:14.790,1
NC.LVR..SH,2008-05-17T22:10:44.790,3890,2008-05-17 22:11:23.690,0.977,P,nc51202874.mseed,388.1266784667969,388.1266784667969,nc51202874,2008-05-17 22:11:14.790,1
XQ.ME12.01.BH,2008-05-17T22:10:44.790,4249,2008-05-17 22:11:27.280,0.957,P,nc51202874.mseed,1100.89990234375,1100.89990234375,nc51202874,2008-05-17 22:11:14.790,1
XQ.ME30.01.BH,2008-05-17T22:10:44.790,4857,2008-05-17 22:11:33.360,0.924,P,nc51202874.mseed,341.76593017578125,341.76593017578125,nc51202874,2008-05-17 22:11:14.790,1
XQ.ME37.01.BH,2008-05-17T22:10:44.790,4091,2008-05-17 22:11:25.700,0.909,P,nc51202874.mseed,946.557861328125,946.557861328125,nc51202874,2008-05-17 22:11:14.790,1
XQ.ME38.01.BH,2008-05-17T22:10:44.790,3674,2008-05-17 22:11:21.530,0.92,P,nc51202874.mseed,1791.1905517578125,1791.1905517578125,nc51202874,2008-05-17 22:11:14.790,1
XQ.ME39.01.BH,2008-05-17T22:10:44.790,3877,2008-05-17 22:11:23.560,0.943,P,nc51202874.mseed,1080.0142822265625,1080.0142822265625,nc51202874,2008-05-17 22:11:14.790,1
XQ.ME41.01.BH,2008-05-17T22:10:44.790,3318,2008-05-17 22:11:17.970,0.93,P,nc51202874.mseed,11553.89453125,11553.89453125,nc51202874,2008-05-17 22:11:14.790,1
XQ.ME42.01.BH,2008-05-17T22:10:44.790,3387,2008-05-17 22:11:18.660,0.892,P,nc51202874.mseed,2921.247314453125,2921.247314453125,nc51202874,2008-05-17 22:11:14.790,1
XQ.ME44.01.BH,2008-05-17T22:10:44.790,3809,2008-05-17 22:11:22.880,0.921,P,nc51202874.mseed,898.5772094726562,898.5772094726562,nc51202874,2008-05-17 22:11:14.790,1
XQ.ME49.01.BH,2008-05-17T22:10:44.790,3814,2008-05-17 22:11:22.930,0.833,P,nc51202874.mseed,1976.828125,1976.828125,nc51202874,2008-05-17 22:11:14.790,1
BK.JCC..HH,2008-05-18T05:23:13.260,12427,2008-05-18 05:25:17.530,0.788,P,nc51202893.mseed,942.9166259765624,942.9166259765624,nc51202893,2008-05-18 05:23:43.260,1
NC.KCR..SH,2008-05-18T05:23:13.260,12646,2008-05-18 05:25:19.720,0.893,P,nc51202893.mseed,41.59163665771485,41.59163665771485,nc51202893,2008-05-18 05:23:43.260,1
NC.KHBB..HH,2008-05-18T05:23:13.260,3857,2008-05-18 05:23:51.830,0.96,P,nc51202893.mseed,1497.0013427734375,1497.0013427734375,nc51202893,2008-05-18 05:23:43.260,1
