station_id,begin_time,phase_index,phase_time,phase_score,phase_type,file_name,phase_amplitude,phase_amp,event_id,event_time,pn_quality
NC.KCR..SH,2008-01-28T20:06:13.900,3571,2008-01-28 20:06:49.610,0.942,P,nc40210243.mseed,332.9477233886719,332.9477233886719,nc40210243,2008-01-28 20:06:43.900,1
NC.KCS..SH,2008-01-28T20:06:13.900,3518,2008-01-28 20:06:49.080,0.983,P,nc40210243.mseed,598.4182739257812,598.4182739257812,nc40210243,2008-01-28 20:06:43.900,1
NC.KHBB..HH,2008-01-28T20:06:13.900,3767,2008-01-28 20:06:51.570,0.982,P,nc40210243.mseed,1965.645263671875,1965.645263671875,nc40210243,2008-01-28 20:06:43.900,1
NC.KHMB..HH,2008-01-28T20:06:13.900,3696,2008-01-28 20:06:50.860,0.987,P,nc40210243.mseed,2022.6817626953125,2022.6817626953125,nc40210243,2008-01-28 20:06:43.900,1
NC.LGP..SH,2008-01-28T20:06:13.900,4308,2008-01-28 20:06:56.980,0.965,P,nc40210243.mseed,646.003662109375,646.003662109375,nc40210243,2008-01-28 20:06:43.900,1
NC.LPG..SH,2008-01-28T20:06:13.900,12203,2008-01-28 20:08:15.930,0.972,P,nc40210243.mseed,170.03973388671875,170.03973388671875,nc40210243,2008-01-28 20:06:43.900,1
XQ.ME08.01.BH,2008-01-28T20:06:13.900,3963,2008-01-28 20:06:53.530,0.943,P,nc40210243.mseed,3155.24755859375,3155.24755859375,nc40210243,2008-01-28 20:06:43.900,1
XQ.ME09.01.BH,2008-01-28T20:06:13.900,4539,2008-01-28 20:06:59.290,0.95,P,nc40210243.mseed,775.8282470703125,775.8282470703125,nc40210243,2008-01-28 20:06:43.900,1
XQ.ME30.01.BH,2008-01-28T20:06:13.900,3620,2008-01-28 20:06:50.100,0.971,P,nc40210243.mseed,3475.33642578125,3475.33642578125,nc40210243,2008-01-28 20:06:43.900,1
XQ.ME39.01.BH,2008-01-28T20:06:13.900,3866,2008-01-28 20:06:52.560,0.922,P,nc40210243.mseed,2182.706787109375,2182.706787109375,nc40210243,2008-01-28 20:06:43.900,1
BK.JCC..HH,2008-04-04T17:10:56.150,3485,2008-04-04 17:11:31.000,0.981,P,nc40214567.mseed,4329.095703125,4329.095703125,nc40214567,2008-04-04 17:11:26.150,1
NC.KCR..SH,2008-04-04T17:10:56.150,3656,2008-04-04 17:11:32.710,0.829,P,nc40214567.mseed,1565.80908203125,1565.80908203125,nc40214567,2008-04-04 17:11:26.150,1
NC.KCS..SH,2008-04-04T17:10:56.150,3801,2008-04-04 17:11:34.160,0.973,P,nc40214567.mseed,965.060791015625,965.060791015625,nc40214567,2008-04-04 17:11:26.150,1
NC.KCT..HH,2008-04-04T17:10:56.150,3838,2008-04-04 17:11:34.530,0.972,P,nc40214567.mseed,4207.03564453125,4207.03564453125,nc40214567,2008-04-04 17:11:26.150,1
NC.KHBB..HH,2008-04-04T17:10:56.150,4055,2008-04-04 17:11:36.700,0.971,P,nc40214567.mseed,5173.7705078125,5173.7705078125,nc40214567,2008-04-04 17:11:26.150,1
NC.KHMB..HH,2008-04-04T17:10:56.150,3635,2008-04-04 17:11:32.500,0.958,P,nc40214567.mseed,26921.7421875,26921.7421875,nc40214567,2008-04-04 17:11:26.150,1
NC.KJJ..SH,2008-04-04T17:10:56.150,4027,2008-04-04 17:11:36.420,0.892,P,nc40214567.mseed,1256.44189453125,1256.44189453125,nc40214567,2008-04-04 17:11:26.150,1
NC.KMR..HH,2008-04-04T17:10:56.150,4025,2008-04-04 17:11:36.400,0.947,P,nc40214567.mseed,5649.39013671875,5649.39013671875,nc40214567,2008-04-04 17:11:26.150,1
NC.KOM..SH,2008-04-04T17:10:56.150,4286,2008-04-04 17:11:39.010,0.98,P,nc40214567.mseed,764.5506591796875,764.5506591796875,nc40214567,2008-04-04 17:11:26.150,1
NC.KRK..SH,2008-04-04T17:10:56.150,10226,2008-04-04 17:12:38.410,0.965,P,nc40214567.mseed,111.85213470458984,111.85213470458984,nc40214567,2008-04-04 17:11:26.150,1
NC.KRMB..HH,2008-04-04T17:10:56.150,4475,2008-04-04 17:11:40.900,0.981,P,nc40214567.mseed,483.9446716308594,483.9446716308594,nc40214567,2008-04-04 17:11:26.150,1
NC.KRP..HH,2008-04-04T17:10:56.150,3965,2008-04-04 17:11:35.800,0.957,P,nc40214567.mseed,1759.6815185546875,1759.6815185546875,nc40214567,2008-04-04 17:11:26.150,1
NC.KSM..SH,2008-04-04T17:10:56.150,4050,2008-04-04 17:11:36.650,0.857,P,nc40214567.mseed,1458.226806640625,1458.226806640625,nc40214567,2008-04-04 17:11:26.150,1
NC.KSXB..HH,2008-04-04T17:10:56.150,4903,2008-04-04 17:11:45.180,0.971,P,nc40214567.mseed,259.3788757324219,259.3788757324219,nc40214567,2008-04-04 17:11:26.150,1
NC.LBK..SH,2008-04-04T17:10:56.150,4779,2008-04-04 17:11:43.940,0.919,P,nc40214567.mseed,513.477294921875,513.477294921875,nc40214567,2008-04-04 17:11:26.150,1
NC.LGP..SH,2008-04-04T17:10:56.150,4525,2008-04-04 17:11:41.400,0.938,P,nc40214567.mseed,1082.58056640625,1082.58056640625,nc40214567,2008-04-04 17:11:26.150,1
NC.LSR..SH,2008-04-04T17:10:56.150,5259,2008-04-04 17:11:48.740,0.713,P,nc40214567.mseed,296.34625244140625,296.34625244140625,nc40214567,2008-04-04 17:11:26.150,1
XQ.ME03.01.BH,2008-04-04T17:10:56.150,4715,2008-04-04 17:11:43.300,0.952,P,nc40214567.mseed,445.375,445.375,nc40214567,2008-04-04 17:11:26.150,1
XQ.ME09.01.BH,2008-04-04T17:10:56.150,4704,2008-04-04 17:11:43.190,0.922,P,nc40214567.mseed,521.5194091796875,521.5194091796875,nc40214567,2008-04-04 17:11:26.150,1
XQ.ME29.01.BH,2008-04-04T17:10:56.150,4341,2008-04-04 17:11:39.560,0.926,P,nc40214567.mseed,5510.77099609375,5510.77099609375,nc40214567,2008-04-04 17:11:26.150,1
XQ.ME30.01.BH,2008-04-04T17:10:56.150,3698,2008-04-04 17:11:33.130,0.975,P,nc40214567.mseed,11503.591796875,11503.591796875,nc40214567,2008-04-04 17:11:26.150,1
XQ.ME31.01.BH,2008-04-04T17:10:56.150,3415,2008-04-04 17:11:30.300,0.965,P,nc40214567.mseed,14868.875,14868.875,nc40214567,2008-04-04 17:11:26.150,1
XQ.ME32.01.BH,2008-04-04T17:10:56.150,3461,2008-04-04 17:11:30.760,0.969,P,nc40214567.mseed,11310.1201171875,11310.1201171875,nc40214567,2008-04-04 17:11:26.150,1
XQ.ME33.01.BH,2008-04-04T17:10:56.150,3598,2008-04-04 17:11:32.130,0.938,P,nc40214567.mseed,5835.14794921875,5835.14794921875,nc40214567,2008-04-04 17:11:26.150,1
XQ.ME34.01.BH,2008-04-04T17:10:56.150,3654,2008-04-04 17:11:32.690,0.972,P,nc40214567.mseed,32403.18359375,32403.18359375,nc40214567,2008-04-04 17:11:26.150,1
XQ.ME35.01.BH,2008-04-04T17:10:56.150,3731,2008-04-04 17:11:33.460,0.958,P,nc40214567.mseed,5924.5263671875,5924.5263671875,nc40214567,2008-04-04 17:11:26.150,1
XQ.ME36.01.BH,2008-04-04T17:10:56.150,3971,2008-04-04 17:11:35.860,0.925,P,nc40214567.mseed,5525.439453125,5525.439453125,nc40214567,2008-04-04 17:11:26.150,1
XQ.ME37.01.BH,2008-04-04T17:10:56.150,3926,2008-04-04 17:11:35.410,0.925,P,nc40214567.mseed,1923.1744384765625,1923.1744384765625,nc40214567,2008-04-04 17:11:26.150,1
XQ.ME44.01.BH,2008-04-04T17:10:56.150,10079,2008-04-04 17:12:36.940,0.921,P,nc40214567.mseed,1101.9937744140625,1101.9937744140625,nc40214567,2008-04-04 17:11:26.150,1
NC.KCR..SH,2008-04-16T16:46:54.950,3682,2008-04-16 16:47:31.770,0.93,P,nc40215417.mseed,1604.5745849609375,1604.5745849609375,nc40215417,2008-04-16 16:47:24.950,1
NC.KCS..SH,2008-04-16T16:46:54.950,4202,2008-04-16 16:47:36.970,0.925,P,nc40215417.mseed,1545.007568359375,1545.007568359375,nc40215417,2008-04-16 16:47:24.950,1
NC.KCT..HH,2008-04-16T16:46:54.950,3690,2008-04-16 16:47:31.850,0.965,P,nc40215417.mseed,5411.3896484375,5411.3896484375,nc40215417,2008-04-16 16:47:24.950,1
NC.KJJ..SH,2008-04-16T16:46:54.950,3388,2008-04-16 16:47:28.830,0.978,P,nc40215417.mseed,1782.59716796875,1782.59716796875,nc40215417,2008-04-16 16:47:24.950,1
NC.KKP..SH,2008-04-16T16:46:54.950,4115,2008-04-16 16:47:36.100,0.949,P,nc40215417.mseed,683.88818359375,683.88818359375,nc40215417,2008-04-16 16:47:24.950,1
NC.KOM..SH,2008-04-16T16:46:54.950,5018,2008-04-16 16:47:45.130,0.907,P,nc40215417.mseed,153.37252807617188,153.37252807617188,nc40215417,2008-04-16 16:47:24.950,1
XQ.ME31.01.BH,2008-04-16T16:46:54.950,4074,2008-04-16 16:47:35.690,0.882,P,nc40215417.mseed,3090.258056640625,3090.258056640625,nc40215417,2008-04-16 16:47:24.950,1
XQ.ME33.01.BH,2008-04-16T16:46:54.950,3782,2008-04-16 16:47:32.770,0.942,P,nc40215417.mseed,6963.7236328125,6963.7236328125,nc40215417,2008-04-16 16:47:24.950,1
XQ.ME36.01.BH,2008-04-16T16:46:54.950,3270,2008-04-16 16:47:27.650,0.961,P,nc40215417.mseed,87734.515625,87734.515625,nc40215417,2008-04-16 16:47:24.950,1
XQ.ME37.01.BH,2008-04-16T16:46:54.950,3799,2008-04-16 16:47:32.940,0.914,P,nc40215417.mseed,10996.064453125,10996.064453125,nc40215417,2008-04-16 16:47:24.950,1
XQ.ME39.01.BH,2008-04-16T16:46:54.950,3899,2008-04-16 16:47:33.940,0.931,P,nc40215417.mseed,10742.7939453125,10742.7939453125,nc40215417,2008-04-16 16:47:24.950,1
NC.GRO..EH,2008-04-20T13:53:28.660,4732,2008-04-20 13:54:15.980,0.983,P,nc40215622.mseed,146.65347290039062,146.65347290039062,nc40215622,2008-04-20 13:53:58.660,1
NC.KCPB..HH,2008-04-20T13:53:28.660,4690,2008-04-20 13:54:15.560,0.904,P,nc40215622.mseed,654.5784912109375,654.5784912109375,nc40215622,2008-04-20 13:53:58.660,1
NC.KCR..SH,2008-04-20T13:53:28.660,3583,2008-04-20 13:54:04.490,0.95,P,nc40215622.mseed,1611.6793212890625,1611.6793212890625,nc40215622,2008-04-20 13:53:58.660,1
NC.KCS..SH,2008-04-20T13:53:28.660,3262,2008-04-20 13:54:01.280,0.983,P,nc40215622.mseed,1667.355224609375,1667.355224609375,nc40215622,2008-04-20 13:53:58.660,1
NC.KHBB..HH,2008-04-20T13:53:28.660,3614,2008-04-20 13:54:04.800,0.978,P,nc40215622.mseed,3614.99951171875,3614.99951171875,nc40215622,2008-04-20 13:53:58.660,1
NC.KJJ..SH,2008-04-20T13:53:28.660,4392,2008-04-20 13:54:12.580,0.772,P,nc40215622.mseed,1302.672607421875,1302.672607421875,nc40215622,2008-04-20 13:53:58.660,1
NC.KMR..HH,2008-04-20T13:53:28.660,3773,2008-04-20 13:54:06.390,0.961,P,nc40215622.mseed,14114.5693359375,14114.5693359375,nc40215622,2008-04-20 13:53:58.660,1
NC.KOM..SH,2008-04-20T13:53:28.660,4456,2008-04-20 13:54:13.220,0.853,P,nc40215622.mseed,516.3453369140625,516.3453369140625,nc40215622,2008-04-20 13:53:58.660,1
NC.KPP..SH,2008-04-20T13:53:28.660,3513,2008-04-20 13:54:03.790,0.982,P,nc40215622.mseed,1560.72216796875,1560.72216796875,nc40215622,2008-04-20 13:53:58.660,1
NC.KSM..SH,2008-04-20T13:53:28.660,4282,2008-04-20 13:54:11.480,0.977,P,nc40215622.mseed,1593.4737548828125,1593.4737548828125,nc40215622,2008-04-20 13:53:58.660,1
NC.LBK..SH,2008-04-20T13:53:28.660,4634,2008-04-20 13:54:15.000,0.947,P,nc40215622.mseed,811.0188598632812,811.0188598632812,nc40215622,2008-04-20 13:53:58.660,1
NC.LBP..SH,2008-04-20T13:53:28.660,4050,2008-04-20 13:54:09.160,0.957,P,nc40215622.mseed,330.4811096191406,330.4811096191406,nc40215622,2008-04-20 13:53:58.660,1
NC.LGP..SH,2008-04-20T13:53:28.660,4281,2008-04-20 13:54:11.470,0.969,P,nc40215622.mseed,1515.0146484375,1515.0146484375,nc40215622,2008-04-20 13:53:58.660,1
NC.LSF..SH,2008-04-20T13:53:28.660,4498,2008-04-20 13:54:13.640,0.887,P,nc40215622.mseed,429.7887268066406,429.7887268066406,nc40215622,2008-04-20 13:53:58.660,1
NC.LVR..SH,2008-04-20T13:53:28.660,4579,2008-04-20 13:54:14.450,0.931,P,nc40215622.mseed,276.4065246582031,276.4065246582031,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME07.01.BH,2008-04-20T13:53:28.660,4491,2008-04-20 13:54:13.570,0.801,P,nc40215622.mseed,1720.1014404296875,1720.1014404296875,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME08.01.BH,2008-04-20T13:53:28.660,3734,2008-04-20 13:54:06.000,0.888,P,nc40215622.mseed,2133.33154296875,2133.33154296875,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME09.01.BH,2008-04-20T13:53:28.660,4555,2008-04-20 13:54:14.210,0.815,P,nc40215622.mseed,957.098388671875,957.098388671875,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME13.01.BH,2008-04-20T13:53:28.660,4039,2008-04-20 13:54:09.050,0.828,P,nc40215622.mseed,2855.671142578125,2855.671142578125,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME27.01.BH,2008-04-20T13:53:28.660,3626,2008-04-20 13:54:04.920,0.971,P,nc40215622.mseed,7058.52978515625,7058.52978515625,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME30.01.BH,2008-04-20T13:53:28.660,3681,2008-04-20 13:54:05.470,0.949,P,nc40215622.mseed,4062.512451171875,4062.512451171875,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME32.01.BH,2008-04-20T13:53:28.660,3645,2008-04-20 13:54:05.110,0.945,P,nc40215622.mseed,8803.7060546875,8803.7060546875,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME33.01.BH,2008-04-20T13:53:28.660,3540,2008-04-20 13:54:04.060,0.961,P,nc40215622.mseed,12659.4609375,12659.4609375,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME34.01.BH,2008-04-20T13:53:28.660,4025,2008-04-20 13:54:08.910,0.944,P,nc40215622.mseed,7013.92919921875,7013.92919921875,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME35.01.BH,2008-04-20T13:53:28.660,3503,2008-04-20 13:54:03.690,0.981,P,nc40215622.mseed,12996.337890625,12996.337890625,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME36.01.BH,2008-04-20T13:53:28.660,4192,2008-04-20 13:54:10.580,0.964,P,nc40215622.mseed,4762.99169921875,4762.99169921875,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME37.01.BH,2008-04-20T13:53:28.660,3584,2008-04-20 13:54:04.500,0.936,P,nc40215622.mseed,6057.13720703125,6057.13720703125,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME39.01.BH,2008-04-20T13:53:28.660,3730,2008-04-20 13:54:05.960,0.93,P,nc40215622.mseed,2458.07470703125,2458.07470703125,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME42.01.BH,2008-04-20T13:53:28.660,4733,2008-04-20 13:54:15.990,0.771,P,nc40215622.mseed,2292.990966796875,2292.990966796875,nc40215622,2008-04-20 13:53:58.660,1
XQ.ME49.01.BH,2008-04-20T13:53:28.660,4385,2008-04-20 13:54:12.510,0.926,P,nc40215622.mseed,1769.25830078125,1769.25830078125,nc40215622,2008-04-20 13:53:58.660,1
BK.JCC..HH,2008-04-21T23:19:52.054,4095,2008-04-21 23:20:33.004,0.971,P,nc40215740.mseed,5370.57763671875,5370.57763671875,nc40215740,2008-04-21 23:20:22.050,1
NC.KBN..SH,2008-04-21T23:19:52.054,5186,2008-04-21 23:20:43.914,0.874,P,nc40215740.mseed,148.19419860839844,148.19419860839844,nc40215740,2008-04-21 23:20:22.050,1
NC.KBS..SH,2008-04-21T23:19:52.054,4750,2008-04-21 23:20:39.554,0.95,P,nc40215740.mseed,265.2475891113281,265.2475891113281,nc40215740,2008-04-21 23:20:22.050,1
NC.KCR..SH,2008-04-21T23:19:52.054,4258,2008-04-21 23:20:34.634,0.968,P,nc40215740.mseed,1294.688232421875,1294.688232421875,nc40215740,2008-04-21 23:20:22.050,1
NC.KCS..SH,2008-04-21T23:19:52.054,4603,2008-04-21 23:20:38.084,0.937,P,nc40215740.mseed,148.1251983642578,148.1251983642578,nc40215740,2008-04-21 23:20:22.050,1
NC.KCT..HH,2008-04-21T23:19:52.054,3701,2008-04-21 23:20:29.064,0.964,P,nc40215740.mseed,7184.994140625,7184.994140625,nc40215740,2008-04-21 23:20:22.050,1
NC.KFP..SH,2008-04-21T23:19:52.054,5106,2008-04-21 23:20:43.114,0.973,P,nc40215740.mseed,133.770263671875,133.770263671875,nc40215740,2008-04-21 23:20:22.050,1
NC.KHBB..HH,2008-04-21T23:19:52.054,4903,2008-04-21 23:20:41.084,0.944,P,nc40215740.mseed,419.2048034667969,419.2048034667969,nc40215740,2008-04-21 23:20:22.050,1
NC.KIP..SH,2008-04-21T23:19:52.054,4964,2008-04-21 23:20:41.694,0.869,P,nc40215740.mseed,168.68519592285156,168.68519592285156,nc40215740,2008-04-21 23:20:22.050,1
NC.KJJ..SH,2008-04-21T23:19:52.054,3797,2008-04-21 23:20:30.024,0.973,P,nc40215740.mseed,1673.6221923828125,1673.6221923828125,nc40215740,2008-04-21 23:20:22.050,1
NC.KOM..SH,2008-04-21T23:19:52.054,5019,2008-04-21 23:20:42.244,0.983,P,nc40215740.mseed,251.82948303222656,251.82948303222656,nc40215740,2008-04-21 23:20:22.050,1
NC.KRMB..HH,2008-04-21T23:19:52.054,4943,2008-04-21 23:20:41.484,0.987,P,nc40215740.mseed,3328.951416015625,3328.951416015625,nc40215740,2008-04-21 23:20:22.050,1
NC.KRP..HH,2008-04-21T23:19:52.054,4454,2008-04-21 23:20:36.594,0.982,P,nc40215740.mseed,2160.05322265625,2160.05322265625,nc40215740,2008-04-21 23:20:22.050,1
NC.KSM..SH,2008-04-21T23:19:52.054,3973,2008-04-21 23:20:31.784,0.98,P,nc40215740.mseed,1644.62939453125,1644.62939453125,nc40215740,2008-04-21 23:20:22.050,1
NC.KSXB..HH,2008-04-21T23:19:52.054,5322,2008-04-21 23:20:45.274,0.981,P,nc40215740.mseed,815.3157958984375,815.3157958984375,nc40215740,2008-04-21 23:20:22.050,1
NC.LGP..SH,2008-04-21T23:19:52.054,5391,2008-04-21 23:20:45.964,0.919,P,nc40215740.mseed,701.910400390625,701.910400390625,nc40215740,2008-04-21 23:20:22.050,1
XQ.ME03.01.BH,2008-04-21T23:19:52.054,5158,2008-04-21 23:20:43.634,0.985,P,nc40215740.mseed,3045.34423828125,3045.34423828125,nc40215740,2008-04-21 23:20:22.050,1
XQ.ME04.01.BH,2008-04-21T23:19:52.054,5036,2008-04-21 23:20:42.414,0.725,P,nc40215740.mseed,951.4735107421876,951.4735107421876,nc40215740,2008-04-21 23:20:22.050,1
XQ.ME07.01.BH,2008-04-21T23:19:52.054,4552,2008-04-21 23:20:37.574,0.834,P,nc40215740.mseed,1697.17431640625,1697.17431640625,nc40215740,2008-04-21 23:20:22.050,1
XQ.ME30.01.BH,2008-04-21T23:19:52.054,4586,2008-04-21 23:20:37.914,0.934,P,nc40215740.mseed,763.4539794921875,763.4539794921875,nc40215740,2008-04-21 23:20:22.050,1
XQ.ME31.01.BH,2008-04-21T23:19:52.054,4143,2008-04-21 23:20:33.484,0.937,P,nc40215740.mseed,2723.000244140625,2723.000244140625,nc40215740,2008-04-21 23:20:22.050,1
XQ.ME32.01.BH,2008-04-21T23:19:52.054,4206,2008-04-21 23:20:34.114,0.959,P,nc40215740.mseed,3702.6279296875,3702.6279296875,nc40215740,2008-04-21 23:20:22.050,1
XQ.ME33.01.BH,2008-04-21T23:19:52.054,4265,2008-04-21 23:20:34.704,0.967,P,nc40215740.mseed,2032.4483642578125,2032.4483642578125,nc40215740,2008-04-21 23:20:22.050,1
XQ.ME34.01.BH,2008-04-21T23:19:52.054,3904,2008-04-21 23:20:31.094,0.987,P,nc40215740.mseed,17126.333984375,17126.333984375,nc40215740,2008-04-21 23:20:22.050,1
XQ.ME35.01.BH,2008-04-21T23:19:52.054,4312,2008-04-21 23:20:35.174,0.96,P,nc40215740.mseed,940.3218383789062,940.3218383789062,nc40215740,2008-04-21 23:20:22.050,1
XQ.ME36.01.BH,2008-04-21T23:19:52.054,3935,2008-04-21 23:20:31.404,0.974,P,nc40215740.mseed,5845.5439453125,5845.5439453125,nc40215740,2008-04-21 23:20:22.050,1
XQ.ME39.01.BH,2008-04-21T23:19:52.054,4596,2008-04-21 23:20:38.014,0.75,P,nc40215740.mseed,1784.2393798828125,1784.2393798828125,nc40215740,2008-04-21 23:20:22.050,1
NC.GTC..SH,2008-04-23T04:24:49.620,4250,2008-04-23 04:25:32.120,0.973,P,nc40215840.mseed,155.23826599121094,155.23826599121094,nc40215840,2008-04-23 04:25:19.620,1
NC.KBN..SH,2008-04-23T04:24:49.620,4031,2008-04-23 04:25:29.930,0.869,P,nc40215840.mseed,464.9635314941406,464.9635314941406,nc40215840,2008-04-23 04:25:19.620,1
NC.KCPB..HH,2008-04-23T04:24:49.620,3910,2008-04-23 04:25:28.720,0.976,P,nc40215840.mseed,3506.56640625,3506.56640625,nc40215840,2008-04-23 04:25:19.620,1
NC.KCR..SH,2008-04-23T04:24:49.620,3764,2008-04-23 04:25:27.260,0.974,P,nc40215840.mseed,1348.23779296875,1348.23779296875,nc40215840,2008-04-23 04:25:19.620,1
NC.KCS..SH,2008-04-23T04:24:49.620,4031,2008-04-23 04:25:29.930,0.962,P,nc40215840.mseed,880.0093994140625,880.0093994140625,nc40215840,2008-04-23 04:25:19.620,1
NC.KFP..SH,2008-04-23T04:24:49.620,4025,2008-04-23 04:25:29.870,0.968,P,nc40215840.mseed,851.34521484375,851.34521484375,nc40215840,2008-04-23 04:25:19.620,1
NC.KHBB..HH,2008-04-23T04:24:49.620,4322,2008-04-23 04:25:32.840,0.829,P,nc40215840.mseed,2184.148193359375,2184.148193359375,nc40215840,2008-04-23 04:25:19.620,1
NC.KIP..SH,2008-04-23T04:24:49.620,3806,2008-04-23 04:25:27.680,0.962,P,nc40215840.mseed,1539.9305419921875,1539.9305419921875,nc40215840,2008-04-23 04:25:19.620,1
NC.KJJ..SH,2008-04-23T04:24:49.620,3907,2008-04-23 04:25:28.690,0.975,P,nc40215840.mseed,1011.1558837890624,1011.1558837890624,nc40215840,2008-04-23 04:25:19.620,1
NC.KKP..SH,2008-04-23T04:24:49.620,3631,2008-04-23 04:25:25.930,0.978,P,nc40215840.mseed,1154.867919921875,1154.867919921875,nc40215840,2008-04-23 04:25:19.620,1
NC.KMR..HH,2008-04-23T04:24:49.620,3471,2008-04-23 04:25:24.330,0.981,P,nc40215840.mseed,13744.552734375,13744.552734375,nc40215840,2008-04-23 04:25:19.620,1
NC.KPP..SH,2008-04-23T04:24:49.620,3884,2008-04-23 04:25:28.460,0.951,P,nc40215840.mseed,733.8633422851562,733.8633422851562,nc40215840,2008-04-23 04:25:19.620,1
NC.KSM..SH,2008-04-23T04:24:49.620,3735,2008-04-23 04:25:26.970,0.982,P,nc40215840.mseed,1458.682373046875,1458.682373046875,nc40215840,2008-04-23 04:25:19.620,1
NC.LBP..SH,2008-04-23T04:24:49.620,4330,2008-04-23 04:25:32.920,0.941,P,nc40215840.mseed,356.7507019042969,356.7507019042969,nc40215840,2008-04-23 04:25:19.620,1
NC.LSF..SH,2008-04-23T04:24:49.620,4893,2008-04-23 04:25:38.550,0.929,P,nc40215840.mseed,89.90288543701172,89.90288543701172,nc40215840,2008-04-23 04:25:19.620,1
NC.LVR..SH,2008-04-23T04:24:49.620,4550,2008-04-23 04:25:35.120,0.868,P,nc40215840.mseed,380.9749450683594,380.9749450683594,nc40215840,2008-04-23 04:25:19.620,1
XQ.ME08.01.BH,2008-04-23T04:24:49.620,3845,2008-04-23 04:25:28.070,0.954,P,nc40215840.mseed,4013.0595703125,4013.0595703125,nc40215840,2008-04-23 04:25:19.620,1
XQ.ME27.01.BH,2008-04-23T04:24:49.620,4153,2008-04-23 04:25:31.150,0.977,P,nc40215840.mseed,2582.96240234375,2582.96240234375,nc40215840,2008-04-23 04:25:19.620,1
XQ.ME32.01.BH,2008-04-23T04:24:49.620,4051,2008-04-23 04:25:30.130,0.884,P,nc40215840.mseed,2971.7353515625,2971.7353515625,nc40215840,2008-04-23 04:25:19.620,1
XQ.ME33.01.BH,2008-04-23T04:24:49.620,3870,2008-04-23 04:25:28.320,0.846,P,nc40215840.mseed,3246.84716796875,3246.84716796875,nc40215840,2008-04-23 04:25:19.620,1
XQ.ME35.01.BH,2008-04-23T04:24:49.620,3683,2008-04-23 04:25:26.450,0.971,P,nc40215840.mseed,3021.3583984375,3021.3583984375,nc40215840,2008-04-23 04:25:19.620,1
XQ.ME36.01.BH,2008-04-23T04:24:49.620,3786,2008-04-23 04:25:27.480,0.957,P,nc40215840.mseed,16543.671875,16543.671875,nc40215840,2008-04-23 04:25:19.620,1
XQ.ME37.01.BH,2008-04-23T04:24:49.620,3566,2008-04-23 04:25:25.280,0.978,P,nc40215840.mseed,6724.4189453125,6724.4189453125,nc40215840,2008-04-23 04:25:19.620,1
XQ.ME38.01.BH,2008-04-23T04:24:49.620,3559,2008-04-23 04:25:25.210,0.967,P,nc40215840.mseed,7106.181640625,7106.181640625,nc40215840,2008-04-23 04:25:19.620,1
XQ.ME41.01.BH,2008-04-23T04:24:49.620,3859,2008-04-23 04:25:28.210,0.897,P,nc40215840.mseed,6662.09716796875,6662.09716796875,nc40215840,2008-04-23 04:25:19.620,1
XQ.ME49.01.BH,2008-04-23T04:24:49.620,3601,2008-04-23 04:25:25.630,0.96,P,nc40215840.mseed,7813.49462890625,7813.49462890625,nc40215840,2008-04-23 04:25:19.620,1
XQ.ME50.01.BH,2008-04-23T04:24:49.620,4034,2008-04-23 04:25:29.960,0.838,P,nc40215840.mseed,2399.321044921875,2399.321044921875,nc40215840,2008-04-23 04:25:19.620,1
NC.KCR..SH,2008-04-24T21:04:58.290,3582,2008-04-24 21:05:34.110,0.967,P,nc40215972.mseed,572.79931640625,572.79931640625,nc40215972,2008-04-24 21:05:28.290,1
NC.KCS..SH,2008-04-24T21:04:58.290,3535,2008-04-24 21:05:33.640,0.981,P,nc40215972.mseed,333.78387451171875,333.78387451171875,nc40215972,2008-04-24 21:05:28.290,1
NC.KHBB..HH,2008-04-24T21:04:58.290,3773,2008-04-24 21:05:36.020,0.984,P,nc40215972.mseed,632.2959594726562,632.2959594726562,nc40215972,2008-04-24 21:05:28.290,1
NC.KHMB..HH,2008-04-24T21:04:58.290,3717,2008-04-24 21:05:35.460,0.953,P,nc40215972.mseed,2003.4462890625,2003.4462890625,nc40215972,2008-04-24 21:05:28.290,1
NC.KPP..SH,2008-04-24T21:04:58.290,3790,2008-04-24 21:05:36.190,0.986,P,nc40215972.mseed,356.791748046875,356.791748046875,nc40215972,2008-04-24 21:05:28.290,1
NC.KSM..SH,2008-04-24T21:04:58.290,4055,2008-04-24 21:05:38.840,0.97,P,nc40215972.mseed,145.08746337890625,145.08746337890625,nc40215972,2008-04-24 21:05:28.290,1
