event_id,mech_number,strike,dip,rake,norm_N,norm_E,norm_Z,norm_aux_N,norm_aux_E,norm_aux_Z
2148509,54,300.7,35.0,100.0,-0.493,-0.2931,0.8192,0.7822,0.263,0.5649
2148509,55,129.3,50.0,110.0,0.593,0.4849,0.6428,-0.6841,-0.1176,0.7198
2148509,56,150.9,65.0,140.0,0.4405,0.7921,0.4226,-0.8015,0.1349,0.5826
2148509,57,156.5,65.0,150.0,0.3619,0.8309,0.4226,-0.8784,0.1521,0.4532
2148509,58,130.0,30.0,115.0,0.383,0.3214,0.866,-0.8729,-0.1808,0.4532
2148509,59,150.9,65.0,105.0,0.4405,0.7921,0.4226,-0.4246,-0.231,0.8754
2148509,60,142.4,50.0,135.0,0.4678,0.6066,0.6428,-0.8375,0.0719,0.5417
2148509,61,148.9,50.0,130.0,0.3956,0.656,0.6428,-0.8047,-0.0897,0.5868
2148509,62,332.6,40.0,105.0,-0.2957,-0.5707,0.766,0.5702,0.5379,0.6209
2148509,63,110.6,75.0,95.0,0.9043,0.3394,0.2588,-0.272,-0.009,0.9623
2148509,64,135.8,50.0,130.0,0.5339,0.5494,0.6428,-0.8041,0.0949,0.5868
2148509,65,152.6,40.0,135.0,0.2957,0.5707,0.766,-0.877,-0.1556,0.4545
2148509,66,310.0,30.0,95.0,-0.383,-0.3214,0.866,0.7169,0.4878,0.4981
2148509,67,137.6,70.0,150.0,0.6331,0.6944,0.342,-0.7552,0.4571,0.4698
2148509,68,280.0,30.0,100.0,-0.4924,-0.0868,0.866,0.8701,-0.0229,0.4924
2148509,69,135.8,50.0,95.0,0.5339,0.5494,0.6428,-0.5088,-0.3985,0.7631
2148509,70,293.5,40.0,105.0,-0.5896,-0.2561,0.766,0.7818,0.0574,0.6209
2148509,71,162.0,65.0,150.0,0.2801,0.862,0.4226,-0.8889,0.0666,0.4532
2148509,72,109.6,50.0,100.0,0.7215,0.2574,0.6428,-0.6546,-0.0492,0.7544
2148509,73,132.4,70.0,135.0,0.6944,0.6331,0.342,-0.6551,0.3596,0.6645
2148509,74,120.0,30.0,120.0,0.433,0.25,0.866,-0.8995,0.058,0.433
2148509,75,136.5,60.0,145.0,0.5967,0.6277,0.5,-0.7913,0.3565,0.4967
2148509,76,136.5,60.0,105.0,0.5967,0.6277,0.5,-0.5203,-0.1717,0.8365
2148509,77,101.1,65.0,100.0,0.8894,0.1741,0.4226,-0.4418,0.0905,0.8925
2148509,78,125.1,35.0,115.0,0.4691,0.33,0.8192,-0.8504,-0.0814,0.5198
2148509,79,320.4,20.0,105.0,-0.218,-0.2635,0.9397,0.778,0.5344,0.3304
2148509,80,303.6,55.0,95.0,-0.6826,-0.4528,0.5736,0.5243,0.2432,0.816
2148509,81,134.3,65.0,110.0,0.6486,0.6331,0.4226,-0.5231,-0.0327,0.8517
2148509,82,132.7,55.0,110.0,0.6019,0.5556,0.5736,-0.628,-0.1143,0.7698
2148509,83,107.4,60.0,105.0,0.8263,0.2593,0.5,-0.5383,0.1024,0.8365
2148509,84,110.3,80.0,95.0,0.9237,0.3414,0.1736,-0.1925,0.0218,0.9811
2148509,85,145.4,65.0,145.0,0.5148,0.7459,0.4226,-0.8119,0.2658,0.5198
2148509,86,121.3,40.0,110.0,0.5492,0.334,0.766,-0.7928,-0.0818,0.604
2148509,87,324.8,40.0,120.0,-0.3707,-0.5251,0.766,0.7911,0.2536,0.5567
2148509,88,125.3,45.0,125.0,0.5771,0.4085,0.7071,-0.8042,0.1335,0.5792
2148509,89,148.9,50.0,145.0,0.3956,0.656,0.6428,-0.8919,0.1073,0.4394
2148509,90,108.3,55.0,110.0,0.7777,0.2573,0.5736,-0.6191,0.1554,0.7698
2148509,91,123.2,65.0,120.0,0.7581,0.4967,0.4226,-0.5802,0.2177,0.7849
2148509,92,301.8,45.0,95.0,-0.6012,-0.3722,0.7071,0.6448,0.2967,0.7044
2148509,93,117.7,65.0,105.0,0.8025,0.4212,0.4226,-0.4817,0.0395,0.8754
2148509,94,277.8,40.0,100.0,-0.6368,-0.0875,0.766,0.771,-0.0693,0.633
2148509,95,308.8,45.0,110.0,-0.5509,-0.4433,0.7071,0.7321,0.1501,0.6645
2148509,96,292.9,50.0,105.0,-0.7056,-0.2982,0.6428,0.6727,0.0033,0.7399
2148509,97,116.2,50.0,115.0,0.6874,0.338,0.6428,-0.7093,0.1222,0.6943
2148509,98,309.1,40.0,120.0,-0.4986,-0.4057,0.766,0.8302,0.0308,0.5567
2148509,99,318.3,35.0,125.0,-0.3816,-0.4282,0.8192,0.8746,0.1193,0.4698
2148509,100,283.2,35.0,110.0,-0.5585,-0.1307,0.8192,0.8274,-0.1576,0.539
2148509,101,332.2,50.0,130.0,-0.3575,-0.6775,0.6428,0.7983,0.1355,0.5868
2148509,102,153.9,60.0,145.0,0.3814,0.7775,0.5,-0.8617,0.1033,0.4967
2148509,103,306.0,25.0,100.0,-0.3419,-0.2484,0.9063,0.8241,0.3841,0.4162
2148509,104,286.4,50.0,105.0,-0.735,-0.2158,0.6428,0.6687,-0.0734,0.7399
2148509,105,135.8,50.0,105.0,0.5339,0.5494,0.6428,-0.6183,-0.2649,0.7399
2148509,106,142.9,70.0,165.0,0.5663,0.7499,0.342,-0.8242,0.5115,0.2432
2148509,107,130.6,60.0,145.0,0.6571,0.5641,0.5,-0.7512,0.4347,0.4967
2148509,108,312.5,50.0,105.0,-0.5644,-0.518,0.6428,0.6324,0.2291,0.7399
2148509,109,145.4,65.0,135.0,0.5148,0.7459,0.4226,-0.7517,0.1557,0.6409
2148509,110,132.7,55.0,130.0,0.6019,0.5556,0.5736,-0.7589,0.1743,0.6275
2148509,111,117.7,65.0,100.0,0.8025,0.4212,0.4226,-0.4492,-0.0397,0.8925
2148509,112,292.0,35.0,100.0,-0.532,-0.2144,0.8192,0.8131,0.1405,0.5649
2148509,113,97.8,40.0,110.0,0.6368,0.0875,0.766,-0.7597,0.2408,0.604
2148509,114,334.1,55.0,125.0,-0.3582,-0.7367,0.5736,0.7213,0.1717,0.671
2148509,115,133.9,35.0,140.0,0.4133,0.3977,0.8192,-0.9106,0.1868,0.3687
2148509,116,298.4,15.0,105.0,-0.2276,-0.1232,0.9659,0.9437,0.2164,0.25
2148509,117,308.8,45.0,115.0,-0.5509,-0.4433,0.7071,0.7642,0.0725,0.6409
2148509,118,294.0,25.0,105.0,-0.3861,-0.1719,0.9063,0.905,0.1196,0.4082
2148509,119,328.0,55.0,105.0,-0.4345,-0.6944,0.5736,0.5133,0.3324,0.7912
2148509,120,127.1,70.0,105.0,0.7499,0.5663,0.342,-0.4196,0.0075,0.9077
2148509,121,129.1,40.0,120.0,0.4986,0.4057,0.766,-0.8302,-0.0308,0.5567
2148509,122,318.3,35.0,110.0,-0.3816,-0.4282,0.8192,0.7675,0.3471,0.539
2148509,123,332.6,40.0,115.0,-0.2957,-0.5707,0.766,0.6946,0.422,0.5826
2148509,124,145.4,65.0,150.0,0.5148,0.7459,0.4226,-0.8328,0.3181,0.4532
2148509,125,151.5,35.0,135.0,0.274,0.5039,0.8192,-0.8979,-0.1711,0.4056
2148509,126,291.4,55.0,95.0,-0.7629,-0.2983,0.5736,0.5639,0.1269,0.816
2148509,127,153.5,45.0,145.0,0.3152,0.633,0.7071,-0.9141,0.0021,0.4056
2148509,128,153.5,45.0,135.0,0.3152,0.633,0.7071,-0.8558,-0.1324,0.5
2148509,129,135.8,50.0,100.0,0.5339,0.5494,0.6428,-0.5657,-0.3329,0.7544
2148509,130,151.5,35.0,145.0,0.274,0.5039,0.8192,-0.9441,-0.0214,0.329
2148509,131,102.2,55.0,110.0,0.8006,0.1732,0.5736,-0.5991,0.2204,0.7698
2148509,132,102.2,55.0,95.0,0.8006,0.1732,0.5736,-0.5769,-0.0356,0.816
2148509,133,312.5,50.0,100.0,-0.5644,-0.518,0.6428,0.5838,0.3001,0.7544
2148509,134,105.4,75.0,100.0,0.9311,0.257,0.2588,-0.2919,0.0996,0.9513
2148509,135,301.8,45.0,110.0,-0.6012,-0.3722,0.7071,0.745,0.059,0.6645
2148509,136,142.7,35.0,140.0,0.3477,0.4562,0.8192,-0.9284,0.0456,0.3687
2148509,137,325.6,50.0,130.0,-0.4324,-0.6323,0.6428,0.8085,0.0436,0.5868
2148509,138,137.0,40.0,110.0,0.4387,0.4698,0.766,-0.7413,-0.2926,0.604
2148509,139,129.3,50.0,100.0,0.593,0.4849,0.6428,-0.6,-0.2663,0.7544
2148509,140,142.9,70.0,140.0,0.5663,0.7499,0.342,-0.7438,0.2862,0.604
2148509,141,125.1,35.0,110.0,0.4691,0.33,0.8192,-0.8264,-0.1631,0.539
2148509,142,335.9,35.0,105.0,-0.2346,-0.5234,0.8192,0.5598,0.6161,0.554
2148509,143,132.7,55.0,145.0,0.6019,0.5556,0.5736,-0.7974,0.3787,0.4698
2148509,144,153.9,60.0,140.0,0.3814,0.7775,0.5,-0.8293,0.0488,0.5567
2148509,145,137.0,40.0,130.0,0.4387,0.4698,0.766,-0.8703,0.0099,0.4924
2148509,146,122.7,50.0,110.0,0.6444,0.4142,0.6428,-0.693,-0.0388,0.7198
2148509,147,153.5,45.0,130.0,0.3152,0.633,0.7071,-0.8168,-0.1984,0.5417
2148509,148,353.4,35.0,145.0,-0.0658,-0.5698,0.8192,0.8676,0.3728,0.329
2148509,149,294.0,25.0,95.0,-0.3861,-0.1719,0.9063,0.8603,0.2876,0.421
2148509,150,150.9,65.0,120.0,0.4405,0.7921,0.4226,-0.6149,-0.0769,0.7849
2148509,151,322.9,45.0,135.0,-0.4261,-0.5643,0.7071,0.8656,-0.0271,0.5
2148509,152,301.8,45.0,100.0,-0.6012,-0.3722,0.7071,0.6835,0.219,0.6964
2148509,153,145.4,65.0,160.0,0.5148,0.7459,0.4226,-0.8555,0.4148,0.31
2148509,154,300.7,35.0,120.0,-0.493,-0.2931,0.8192,0.8653,-0.0673,0.4967
2148509,155,150.0,30.0,135.0,0.25,0.433,0.866,-0.9186,-0.1768,0.3536
2148509,156,144.8,40.0,150.0,0.3707,0.5251,0.766,-0.9284,0.1865,0.3214
2148509,157,133.9,35.0,120.0,0.4133,0.3977,0.8192,-0.8579,-0.1317,0.4967
2148509,158,142.3,60.0,110.0,0.5301,0.6848,0.5,-0.5581,-0.1622,0.8138
2148509,159,96.5,50.0,100.0,0.7611,0.0873,0.6428,-0.6487,0.1004,0.7544
2148509,160,118.2,45.0,95.0,0.623,0.3345,0.7071,-0.6618,-0.2565,0.7044
2148509,161,82.9,45.0,95.0,0.7017,-0.0869,0.7071,-0.6884,0.1731,0.7044
2148509,162,159.7,60.0,145.0,0.3008,0.8121,0.5,-0.8678,0.0156,0.4967
2148509,163,121.8,70.0,100.0,0.7989,0.4947,0.342,-0.3778,-0.0297,0.9254
2148509,164,97.8,40.0,100.0,0.6368,0.0875,0.766,-0.771,0.0693,0.633
2148509,165,137.0,40.0,120.0,0.4387,0.4698,0.766,-0.8182,-0.1436,0.5567
2148509,166,134.3,65.0,145.0,0.6486,0.6331,0.4226,-0.7457,0.4169,0.5198
2148509,167,116.2,50.0,100.0,0.6874,0.338,0.6428,-0.6447,-0.1235,0.7544
2148509,168,142.4,50.0,125.0,0.4678,0.6066,0.6428,-0.7757,-0.0667,0.6275
2148509,169,114.4,55.0,100.0,0.7459,0.3385,0.5736,-0.5861,-0.0753,0.8067
2148509,170,310.6,60.0,95.0,-0.6571,-0.5641,0.5,0.4347,0.2583,0.8627
2148509,171,109.6,50.0,110.0,0.7215,0.2574,0.6428,-0.6838,0.1191,0.7198
2148509,172,137.6,70.0,135.0,0.6331,0.6944,0.342,-0.6855,0.2976,0.6645
2148509,173,330.0,45.0,125.0,-0.3536,-0.6124,0.7071,0.7863,0.2148,0.5792
2148509,174,328.1,60.0,125.0,-0.4581,-0.7349,0.5,0.7034,0.0442,0.7094
2148509,175,309.7,55.0,120.0,-0.6306,-0.5228,0.5736,0.7015,-0.0679,0.7094
2148509,176,321.9,55.0,120.0,-0.5058,-0.6443,0.5736,0.7,0.0819,0.7094
2148509,177,115.7,75.0,100.0,0.8703,0.4191,0.2588,-0.305,0.0459,0.9513
2148509,178,142.9,70.0,170.0,0.5663,0.7499,0.342,-0.8217,0.5461,0.1632
2148509,179,123.2,65.0,95.0,0.7581,0.4967,0.4226,-0.3999,-0.1578,0.9029
2148509,180,309.1,40.0,110.0,-0.4986,-0.4057,0.766,0.7742,0.189,0.604
2148509,181,148.9,50.0,140.0,0.3956,0.656,0.6428,-0.8694,0.0418,0.4924
2148509,182,340.0,30.0,125.0,-0.171,-0.4698,0.866,0.7816,0.4704,0.4096
2148509,183,338.7,50.0,140.0,-0.2779,-0.7138,0.6428,0.8638,0.1071,0.4924
2148509,184,139.8,65.0,145.0,0.5844,0.6927,0.4226,-0.7824,0.343,0.5198
2148509,185,113.2,60.0,115.0,0.7958,0.3415,0.5,-0.5831,0.2097,0.7849
2148509,186,134.3,65.0,105.0,0.6486,0.6331,0.4226,-0.4729,-0.0999,0.8754
2148509,187,340.2,55.0,135.0,-0.2779,-0.7706,0.5736,0.8028,0.1417,0.5792
2148509,188,153.9,60.0,155.0,0.3814,0.7775,0.5,-0.9067,0.2094,0.366
2148509,189,328.0,55.0,120.0,-0.4345,-0.6944,0.5736,0.6873,0.1559,0.7094
2148509,190,124.8,60.0,120.0,0.7108,0.4947,0.5,-0.641,0.163,0.75
2148509,191,114.0,25.0,95.0,0.3861,0.1719,0.9063,-0.8603,-0.2876,0.421
2148509,192,145.4,65.0,155.0,0.5148,0.7459,0.4226,-0.8473,0.3679,0.383
2148509,193,155.5,50.0,130.0,0.3182,0.6968,0.6428,-0.7893,-0.1809,0.5868
2148509,194,109.6,50.0,105.0,0.7215,0.2574,0.6428,-0.6718,0.0351,0.7399
2148509,195,140.0,30.0,140.0,0.3214,0.383,0.866,-0.9446,0.066,0.3214
2148509,196,334.1,55.0,130.0,-0.3582,-0.7367,0.5736,0.7702,0.114,0.6275
2148509,197,129.3,50.0,95.0,0.593,0.4849,0.6428,-0.5509,-0.3379,0.7631
2148509,198,157.1,55.0,150.0,0.3185,0.7547,0.5736,-0.9094,0.0725,0.4096
2148509,199,297.5,55.0,100.0,-0.7269,-0.3777,0.5736,0.5813,0.1064,0.8067
2148509,200,328.2,65.0,125.0,-0.4782,-0.7699,0.4226,0.6699,-0.0086,0.7424
2148509,201,134.3,65.0,120.0,0.6486,0.6331,0.4226,-0.6112,0.1021,0.7849
2148509,202,145.4,65.0,140.0,0.5148,0.7459,0.4226,-0.7848,0.2116,0.5826
2148509,203,299.5,50.0,95.0,-0.667,-0.3767,0.6428,0.6004,0.239,0.7631
2148509,204,133.9,35.0,100.0,0.4133,0.3977,0.8192,-0.7017,-0.4343,0.5649
2148509,205,351.2,45.0,125.0,-0.1085,-0.6987,0.7071,0.6556,0.4844,0.5792
2148509,206,120.9,75.0,95.0,0.8292,0.4954,0.2588,-0.266,-0.0574,0.9623
2148509,207,97.8,40.0,95.0,0.6368,0.0875,0.766,-0.7679,-0.0176,0.6403
2148509,208,337.1,45.0,125.0,-0.2756,-0.6512,0.7071,0.754,0.3098,0.5792
2148509,209,332.6,40.0,120.0,-0.2957,-0.5707,0.766,0.7492,0.359,0.5567
2148509,210,148.9,50.0,135.0,0.3956,0.656,0.6428,-0.8402,-0.0241,0.5417
2148509,211,139.8,65.0,125.0,0.5844,0.6927,0.4226,-0.6616,0.1053,0.7424
2148509,212,159.7,60.0,155.0,0.3008,0.8121,0.5,-0.9233,0.1166,0.366
2148509,213,97.8,40.0,115.0,0.6368,0.0875,0.766,-0.7454,0.3241,0.5826
2148509,214,132.7,55.0,105.0,0.6019,0.5556,0.5736,-0.5826,-0.1856,0.7912
2148509,215,126.6,55.0,110.0,0.6575,0.4885,0.5736,-0.6366,-0.0469,0.7698
2148509,216,142.3,60.0,155.0,0.5301,0.6848,0.5,-0.846,0.3877,0.366
2148509,217,107.4,60.0,95.0,0.8263,0.2593,0.5,-0.5013,-0.066,0.8627
2148509,218,308.8,45.0,95.0,-0.5509,-0.4433,0.7071,0.6034,0.3737,0.7044
2148509,219,297.5,55.0,95.0,-0.7269,-0.3777,0.5736,0.5472,0.1861,0.816
2148509,220,46.1,35.0,125.0,0.4133,-0.3977,0.8192,-0.0857,0.8786,0.4698
2148509,221,112.2,65.0,95.0,0.8394,0.3418,0.4226,-0.4228,-0.078,0.9029
2148509,222,328.0,55.0,110.0,-0.4345,-0.6944,0.5736,0.5758,0.2755,0.7698
2148509,223,320.0,30.0,115.0,-0.3214,-0.383,0.866,0.8283,0.3296,0.4532
2148509,224,300.0,30.0,105.0,-0.433,-0.25,0.866,0.8539,0.1941,0.483
2148509,225,136.5,60.0,135.0,0.5967,0.6277,0.5,-0.7561,0.2309,0.6124
2148509,226,97.8,40.0,105.0,0.6368,0.0875,0.766,-0.7683,0.1557,0.6209
2148509,227,137.6,70.0,130.0,0.6331,0.6944,0.342,-0.6515,0.2394,0.7198
2148509,228,153.5,45.0,125.0,0.3152,0.633,0.7071,-0.7716,-0.2628,0.5792
2148509,229,309.7,55.0,105.0,-0.6306,-0.5228,0.5736,0.5917,0.1544,0.7912
2148509,230,301.3,40.0,100.0,-0.5492,-0.334,0.766,0.7348,0.2436,0.633
2148509,231,142.3,60.0,140.0,0.5301,0.6848,0.5,-0.8025,0.2147,0.5567
2148509,232,142.3,60.0,105.0,0.5301,0.6848,0.5,-0.5003,-0.2235,0.8365
2148509,233,315.9,45.0,110.0,-0.4922,-0.5076,0.7071,0.7081,0.2389,0.6645
2148509,234,301.3,40.0,105.0,-0.5492,-0.334,0.766,0.7667,0.1633,0.6209
2148509,235,335.9,35.0,140.0,-0.2346,-0.5234,0.8192,0.9144,0.1671,0.3687
2148509,236,320.4,20.0,125.0,-0.218,-0.2635,0.9397,0.9326,0.2275,0.2802
2148509,237,327.1,35.0,105.0,-0.3118,-0.4814,0.8192,0.6473,0.5235,0.554
2148509,238,129.1,40.0,100.0,0.4986,0.4057,0.766,-0.6948,-0.3414,0.633
2148509,239,316.5,60.0,110.0,-0.5967,-0.6277,0.5,0.5716,0.1049,0.8138
2148509,240,133.9,35.0,115.0,0.4133,0.3977,0.8192,-0.828,-0.2103,0.5198
2148509,241,280.6,45.0,100.0,-0.6951,-0.1299,0.7071,0.7164,-0.0427,0.6964
2148509,242,114.4,55.0,95.0,0.7459,0.3385,0.5736,-0.5563,-0.1567,0.816
2148509,243,318.3,35.0,130.0,-0.3816,-0.4282,0.8192,0.8974,0.0408,0.4394
2148509,244,292.0,35.0,110.0,-0.532,-0.2144,0.8192,0.8418,-0.0295,0.539
2148509,245,144.8,40.0,135.0,0.3707,0.5251,0.766,-0.8901,-0.0348,0.4545
2148509,246,121.3,40.0,105.0,0.5492,0.334,0.766,-0.7667,-0.1633,0.6209
2148509,247,330.0,30.0,115.0,-0.25,-0.433,0.866,0.7584,0.4684,0.4532
2148509,248,138.8,55.0,140.0,0.5394,0.6165,0.5736,-0.8193,0.227,0.5265
2148509,249,315.8,55.0,120.0,-0.5715,-0.5869,0.5736,0.7048,0.0071,0.7094
2148509,250,148.1,60.0,120.0,0.4581,0.7349,0.5,-0.6534,-0.103,0.75
2148509,251,157.1,55.0,145.0,0.3185,0.7547,0.5736,-0.8826,0.0154,0.4698
2148509,252,138.8,55.0,145.0,0.5394,0.6165,0.5736,-0.8331,0.2918,0.4698
2148509,253,130.0,30.0,135.0,0.383,0.3214,0.866,-0.9236,0.148,0.3536
2148509,254,114.4,55.0,110.0,0.7459,0.3385,0.5736,-0.6321,0.0887,0.7698
2148509,255,113.5,40.0,105.0,0.5896,0.2561,0.766,-0.7818,-0.0574,0.6209
2148509,256,315.8,55.0,100.0,-0.5715,-0.5869,0.5736,0.5185,0.2836,0.8067
2148509,257,116.3,35.0,110.0,0.514,0.2545,0.8192,-0.8416,-0.035,0.539
2148509,258,155.5,50.0,125.0,0.3182,0.6968,0.6428,-0.7405,-0.2407,0.6275
2148509,259,312.5,50.0,110.0,-0.5644,-0.518,0.6428,0.6763,0.1564,0.7198
2148509,260,102.2,55.0,105.0,0.8006,0.1732,0.5736,-0.5962,0.1359,0.7912
2148509,261,97.1,45.0,100.0,0.7017,0.0869,0.7071,-0.7124,0.0868,0.6964
2148509,262,321.9,55.0,105.0,-0.5058,-0.6443,0.5736,0.5457,0.2759,0.7912
2148509,263,142.7,35.0,135.0,0.3477,0.4562,0.8192,-0.9135,-0.032,0.4056
2148509,264,129.3,50.0,115.0,0.593,0.4849,0.6428,-0.7185,-0.0416,0.6943
2148509,265,293.2,60.0,95.0,-0.7958,-0.3415,0.5,0.4921,0.1163,0.8627
2148509,266,312.5,50.0,95.0,-0.5644,-0.518,0.6428,0.5307,0.3688,0.7631
2148509,267,119.0,60.0,100.0,0.7572,0.4203,0.5,-0.5148,-0.0871,0.8529
2148509,268,162.0,50.0,150.0,0.2367,0.7286,0.6428,-0.923,-0.038,0.383
2148509,269,324.8,40.0,100.0,-0.3707,-0.5251,0.766,0.5769,0.5162,0.633
2148509,270,148.9,50.0,120.0,0.3956,0.656,0.6428,-0.7156,-0.2185,0.6634
2148509,271,322.9,45.0,115.0,-0.4261,-0.5643,0.7071,0.7235,0.2567,0.6409
2148509,272,144.8,40.0,125.0,0.3707,0.5251,0.766,-0.8305,-0.1819,0.5265
2148509,273,139.4,45.0,135.0,0.4601,0.537,0.7071,-0.8623,0.0804,0.5
2148509,274,160.6,45.0,145.0,0.235,0.6669,0.7071,-0.9074,-0.1103,0.4056
2148509,275,337.1,45.0,120.0,-0.2756,-0.6512,0.7071,0.6991,0.369,0.6124
2148509,276,293.5,40.0,95.0,-0.5896,-0.2561,0.766,0.7347,0.2241,0.6403
2148509,277,290.0,30.0,95.0,-0.4698,-0.171,0.866,0.8405,0.2132,0.4981
2148509,278,157.1,55.0,130.0,0.3185,0.7547,0.5736,-0.7631,-0.1549,0.6275
2148509,279,163.2,55.0,145.0,0.2365,0.7843,0.5736,-0.8793,-0.0785,0.4698
2148509,280,113.2,60.0,120.0,0.7958,0.3415,0.5,-0.5951,0.2887,0.75
2148509,281,101.6,60.0,105.0,0.8483,0.1743,0.5,-0.5252,0.1563,0.8365
2148509,282,132.4,70.0,110.0,0.6944,0.6331,0.342,-0.4679,0.0362,0.883
2148509,283,103.1,50.0,95.0,0.7461,0.1735,0.6428,-0.6434,-0.0601,0.7631
