event_id,mech_number,strike,dip,rake,norm_N,norm_E,norm_Z,norm_aux_N,norm_aux_E,norm_aux_Z
3145744,195,113.5,40.0,110.0,0.5896,0.2561,0.766,-0.7965,0.0269,0.604
3145744,196,165.5,60.0,165.0,0.2171,0.8384,0.5,-0.9675,0.1168,0.2241
3145744,197,130.6,60.0,130.0,0.6571,0.5641,0.5,-0.7093,0.2382,0.6634
3145744,198,163.2,55.0,105.0,0.2365,0.7843,0.5736,-0.4077,-0.4557,0.7912
3145744,199,142.7,35.0,135.0,0.3477,0.4562,0.8192,-0.9135,-0.032,0.4056
3145744,200,155.5,50.0,100.0,0.3182,0.6968,0.6428,-0.4209,-0.5037,0.7544
3145744,201,309.5,35.0,115.0,-0.4425,-0.3649,0.8192,0.8416,0.1463,0.5198
3145744,202,344.1,45.0,115.0,-0.1935,-0.6801,0.7071,0.5819,0.5007,0.6409
3145744,203,136.3,75.0,95.0,0.6675,0.6982,0.2588,-0.2412,-0.1261,0.9623
3145744,204,166.1,80.0,160.0,0.2373,0.9558,0.1736,-0.9263,0.1688,0.3368
3145744,205,349.4,70.0,155.0,-0.1727,-0.9237,0.342,0.9174,-0.0245,0.3971
3145744,206,345.0,85.0,155.0,-0.2578,-0.9623,0.0872,0.885,-0.199,0.421
3145744,207,174.7,70.0,145.0,0.0867,0.9357,0.342,-0.8338,-0.1198,0.539
3145744,208,164.1,70.0,160.0,0.2572,0.9038,0.342,-0.9358,0.1446,0.3214
3145744,209,10.6,70.0,160.0,0.1727,-0.9237,0.342,0.9022,0.2877,0.3214
3145744,210,138.8,55.0,130.0,0.5394,0.6165,0.5736,-0.7731,0.0926,0.6275
3145744,211,156.5,65.0,95.0,0.3619,0.8309,0.4226,-0.248,-0.3512,0.9029
3145744,212,180.0,70.0,170.0,-0.0,0.9397,0.342,-0.9848,-0.0594,0.1632
3145744,213,151.0,55.0,95.0,0.3969,0.7166,0.5736,-0.3531,-0.4576,0.816
3145744,214,340.4,40.0,135.0,-0.2153,-0.6057,0.766,0.8477,0.2736,0.4545
3145744,215,332.2,50.0,105.0,-0.3575,-0.6775,0.6428,0.5187,0.4283,0.7399
3145744,216,176.2,80.0,155.0,0.0653,0.9826,0.1736,-0.9092,-0.0131,0.4162
3145744,217,151.0,55.0,100.0,0.3969,0.7166,0.5736,-0.4256,-0.41,0.8067
3145744,218,175.1,50.0,135.0,0.0656,0.7632,0.6428,-0.7434,-0.3923,0.5417
3145744,219,340.2,55.0,125.0,-0.2779,-0.7706,0.5736,0.699,0.2474,0.671
3145744,220,352.3,75.0,160.0,-0.1297,-0.9572,0.2588,0.9431,-0.0384,0.3304
3145744,221,0.0,90.0,160.0,-0.0,1.0,-0.0,-0.9397,-0.0,-0.342
3145744,222,156.5,65.0,130.0,0.3619,0.8309,0.4226,-0.7186,-0.0401,0.6943
3145744,223,308.8,45.0,95.0,-0.5509,-0.4433,0.7071,0.6034,0.3737,0.7044
3145744,224,344.8,65.0,130.0,-0.2381,-0.8745,0.4226,0.7053,0.1435,0.6943
3145744,225,130.0,30.0,115.0,0.383,0.3214,0.866,-0.8729,-0.1808,0.4532
3145744,226,351.2,45.0,130.0,-0.1085,-0.6987,0.7071,0.7183,0.4367,0.5417
3145744,227,332.6,40.0,100.0,-0.2957,-0.5707,0.766,0.5013,0.5899,0.633
3145744,228,301.8,45.0,110.0,-0.6012,-0.3722,0.7071,0.745,0.059,0.6645
3145744,229,173.1,65.0,135.0,0.1092,0.8997,0.4226,-0.738,-0.2114,0.6409
3145744,230,345.3,50.0,145.0,-0.1947,-0.7409,0.6428,0.886,0.1483,0.4394
3145744,231,158.8,70.0,175.0,0.3395,0.8762,0.342,-0.9397,0.3321,0.0819
3145744,232,178.6,65.0,155.0,0.0219,0.906,0.4226,-0.9104,-0.1567,0.383
3145744,233,153.9,60.0,95.0,0.3814,0.7775,0.5,-0.2976,-0.4088,0.8627
3145744,234,351.3,60.0,155.0,-0.1311,-0.856,0.5,0.9279,0.0716,0.366
3145744,235,164.1,70.0,150.0,0.2572,0.9038,0.342,-0.8798,0.0725,0.4698
3145744,236,336.3,15.0,95.0,-0.104,-0.237,0.9659,0.4663,0.8462,0.2578
3145744,237,339.7,60.0,125.0,-0.3008,-0.8121,0.5,0.6801,0.1849,0.7094
3145744,238,142.4,50.0,110.0,0.4678,0.6066,0.6428,-0.6397,-0.2695,0.7198
3145744,239,157.1,55.0,130.0,0.3185,0.7547,0.5736,-0.7631,-0.1549,0.6275
3145744,240,169.3,55.0,110.0,0.1518,0.805,0.5736,-0.436,-0.4663,0.7698
3145744,241,358.5,55.0,150.0,-0.0218,-0.8189,0.5736,0.8734,0.2636,0.4096
3145744,242,109.6,50.0,105.0,0.7215,0.2574,0.6428,-0.6718,0.0351,0.7399
3145744,243,156.9,75.0,135.0,0.3796,0.8882,0.2588,-0.7221,0.1096,0.683
3145744,244,306.0,50.0,100.0,-0.6197,-0.4503,0.6428,0.6142,0.2316,0.7544
3145744,245,151.7,75.0,125.0,0.4577,0.8506,0.2588,-0.6056,0.0851,0.7912
3145744,246,350.0,30.0,100.0,-0.0868,-0.4924,0.866,0.3191,0.8098,0.4924
3145744,247,144.9,55.0,125.0,0.4708,0.6703,0.5736,-0.7394,-0.0548,0.671
3145744,248,142.9,70.0,115.0,0.5663,0.7499,0.342,-0.5241,0.0073,0.8517
3145744,249,337.1,45.0,120.0,-0.2756,-0.6512,0.7071,0.6991,0.369,0.6124
3145744,250,180.0,85.0,170.0,-0.0,0.9962,0.0872,-0.9848,-0.0151,0.173
3145744,251,185.0,90.0,-150.0,0.0872,-0.9962,-0.0,0.8627,0.0755,0.5
3145744,252,185.0,90.0,-155.0,0.0872,-0.9962,-0.0,0.9029,0.079,0.4226
3145744,253,350.3,65.0,150.0,-0.1526,-0.8934,0.4226,0.8892,0.0625,0.4532
3145744,254,148.9,50.0,145.0,0.3956,0.656,0.6428,-0.8919,0.1073,0.4394
3145744,255,164.1,70.0,170.0,0.2572,0.9038,0.342,-0.9635,0.2124,0.1632
3145744,256,340.4,40.0,95.0,-0.2153,-0.6057,0.766,0.3377,0.6899,0.6403
3145744,257,177.1,60.0,170.0,0.0439,0.8649,0.5,-0.9879,-0.0368,0.1504
3145744,258,146.5,45.0,105.0,0.3906,0.5894,0.7071,-0.593,-0.4264,0.683
3145744,259,348.3,40.0,130.0,-0.1308,-0.6293,0.766,0.7487,0.4438,0.4924
3145744,260,334.1,55.0,110.0,-0.3582,-0.7367,0.5736,0.5433,0.3351,0.7698
3145744,261,182.9,60.0,160.0,-0.0439,0.8649,0.5,-0.9298,-0.2184,0.2962
3145744,262,160.0,90.0,-155.0,-0.342,-0.9397,-0.0,0.8517,-0.31,0.4226
3145744,263,164.1,70.0,155.0,0.2572,0.9038,0.342,-0.9113,0.109,0.3971
3145744,264,142.3,60.0,130.0,0.5301,0.6848,0.5,-0.7428,0.0906,0.6634
3145744,265,129.1,40.0,115.0,0.4986,0.4057,0.766,-0.8053,-0.1103,0.5826
3145744,266,327.1,35.0,115.0,-0.3118,-0.4814,0.8192,0.7583,0.3934,0.5198
3145744,267,346.3,55.0,120.0,-0.1944,-0.7957,0.5736,0.6036,0.3639,0.7094
3145744,268,146.5,45.0,145.0,0.3906,0.5894,0.7071,-0.9069,0.1144,0.4056
3145744,269,129.3,50.0,95.0,0.593,0.4849,0.6428,-0.5509,-0.3379,0.7631
3145744,270,150.9,65.0,130.0,0.4405,0.7921,0.4226,-0.7191,0.0294,0.6943
3145744,271,116.3,35.0,110.0,0.514,0.2545,0.8192,-0.8416,-0.035,0.539
3145744,272,151.7,75.0,145.0,0.4577,0.8506,0.2588,-0.7917,0.2574,0.554
3145744,273,172.3,75.0,170.0,0.1297,0.9572,0.2588,-0.9819,0.0877,0.1677
3145744,274,129.1,40.0,125.0,0.4986,0.4057,0.766,-0.8487,0.0489,0.5265
3145744,275,355.8,65.0,160.0,-0.0656,-0.9039,0.4226,0.9477,0.0761,0.31
3145744,276,139.8,65.0,125.0,0.5844,0.6927,0.4226,-0.6616,0.1053,0.7424
3145744,277,338.7,50.0,140.0,-0.2779,-0.7138,0.6428,0.8638,0.1071,0.4924
3145744,278,159.7,60.0,95.0,0.3008,0.8121,0.5,-0.2547,-0.4368,0.8627
3145744,279,142.3,60.0,125.0,0.5301,0.6848,0.5,-0.7043,0.0272,0.7094
3145744,280,175.4,55.0,160.0,0.0654,0.8165,0.5736,-0.9523,-0.1206,0.2802
3145744,281,316.5,60.0,95.0,-0.5967,-0.6277,0.5,0.4063,0.301,0.8627
3145744,282,171.1,80.0,125.0,0.1519,0.973,0.1736,-0.5887,-0.0521,0.8067
3145744,283,316.5,60.0,100.0,-0.5967,-0.6277,0.5,0.4651,0.2373,0.8529
3145744,284,153.5,45.0,125.0,0.3152,0.633,0.7071,-0.7716,-0.2628,0.5792
3145744,285,310.0,30.0,105.0,-0.383,-0.3214,0.866,0.8072,0.3394,0.483
3145744,286,333.9,60.0,135.0,-0.3814,-0.7775,0.5,0.7905,0.006,0.6124
3145744,287,354.0,25.0,100.0,-0.0442,-0.4203,0.9063,0.266,0.8695,0.4162
3145744,288,160.4,40.0,120.0,0.2153,0.6057,0.766,-0.6933,-0.4577,0.5567
3145744,289,310.6,60.0,110.0,-0.6571,-0.5641,0.5,0.5793,0.0465,0.8138
3145744,290,11.5,50.0,155.0,0.1521,-0.7508,0.6428,0.8343,0.4462,0.3237
3145744,291,153.9,60.0,160.0,0.3814,0.7775,0.5,-0.919,0.2603,0.2962
3145744,292,189.7,65.0,160.0,-0.1526,0.8934,0.4226,-0.9019,-0.3007,0.31
3145744,293,168.5,50.0,130.0,0.1521,0.7508,0.6428,-0.7278,-0.3549,0.5868
3145744,294,162.0,50.0,145.0,0.2367,0.7286,0.6428,-0.893,-0.0975,0.4394
3145744,295,142.7,35.0,95.0,0.3477,0.4562,0.8192,-0.564,-0.5962,0.5714
3145744,296,159.7,60.0,110.0,0.3008,0.8121,0.5,-0.4839,-0.3218,0.8138
3145744,297,351.8,50.0,120.0,-0.109,-0.7582,0.6428,0.5741,0.4798,0.6634
3145744,298,335.9,35.0,130.0,-0.2346,-0.5234,0.8192,0.8432,0.3097,0.4394
3145744,299,122.7,50.0,125.0,0.6444,0.4142,0.6428,-0.7531,0.1979,0.6275
3146815,0,306.0,50.0,95.0,-0.6197,-0.4503,0.6428,0.5693,0.3059,0.7631
3146815,1,116.2,50.0,95.0,0.6874,0.338,0.6428,-0.6131,-0.2043,0.7631
3146815,2,165.5,60.0,150.0,0.2171,0.8384,0.5,-0.901,-0.0249,0.433
3146815,3,153.5,45.0,135.0,0.3152,0.633,0.7071,-0.8558,-0.1324,0.5
3146815,4,153.5,70.0,115.0,0.4189,0.8412,0.342,-0.5165,-0.0891,0.8517
3146815,5,114.0,25.0,100.0,0.3861,0.1719,0.9063,-0.886,-0.2044,0.4162
3146815,6,132.4,45.0,140.0,0.5226,0.4764,0.7071,-0.852,0.2599,0.4545
3146815,7,100.0,30.0,110.0,0.4924,0.0868,0.866,-0.8608,0.1955,0.4698
3146815,8,156.9,75.0,125.0,0.3796,0.8882,0.2588,-0.6107,0.0305,0.7912
3146815,9,109.6,50.0,115.0,0.7215,0.2574,0.6428,-0.6907,0.2023,0.6943
3146815,10,126.6,55.0,125.0,0.6575,0.4885,0.5736,-0.7192,0.1802,0.671
3146815,11,120.0,30.0,140.0,0.433,0.25,0.866,-0.8651,0.3851,0.3214
3146815,12,118.2,45.0,120.0,0.623,0.3345,0.7071,-0.7761,0.1508,0.6124
3146815,13,150.9,65.0,130.0,0.4405,0.7921,0.4226,-0.7191,0.0294,0.6943
3146815,14,118.2,45.0,140.0,0.623,0.3345,0.7071,-0.7628,0.4599,0.4545
3146815,15,159.7,60.0,145.0,0.3008,0.8121,0.5,-0.8678,0.0156,0.4967
3146815,16,162.0,75.0,125.0,0.2985,0.9187,0.2588,-0.611,-0.0244,0.7912
3146815,17,110.0,30.0,105.0,0.4698,0.171,0.866,-0.8746,-0.0429,0.483
3146815,18,153.9,60.0,145.0,0.3814,0.7775,0.5,-0.8617,0.1033,0.4967
3146815,19,160.0,30.0,140.0,0.171,0.4698,0.866,-0.9102,-0.2611,0.3214
3146815,20,162.0,50.0,160.0,0.2367,0.7286,0.6428,-0.9616,0.0813,0.262
3146815,21,155.5,50.0,145.0,0.3182,0.6968,0.6428,-0.8983,0.0049,0.4394
3146815,22,153.5,70.0,120.0,0.4189,0.8412,0.342,-0.5796,-0.0423,0.8138
3146815,23,125.3,45.0,130.0,0.5771,0.4085,0.7071,-0.8135,0.2117,0.5417
3146815,24,140.0,30.0,150.0,0.3214,0.383,0.866,-0.9417,0.225,0.25
3146815,25,120.0,30.0,100.0,0.433,0.25,0.866,-0.8254,-0.2761,0.4924
3146815,26,151.5,35.0,140.0,0.274,0.5039,0.8192,-0.9245,-0.0966,0.3687
3146815,27,135.8,50.0,150.0,0.5339,0.5494,0.6428,-0.845,0.3731,0.383
3146815,28,153.9,60.0,130.0,0.3814,0.7775,0.5,-0.7458,-0.0608,0.6634
3146815,29,126.0,25.0,135.0,0.3419,0.2484,0.9063,-0.9341,0.1954,0.2988
3146815,30,156.5,65.0,150.0,0.3619,0.8309,0.4226,-0.8784,0.1521,0.4532
3146815,31,142.9,70.0,140.0,0.5663,0.7499,0.342,-0.7438,0.2862,0.604
3146815,32,125.3,45.0,100.0,0.5771,0.4085,0.7071,-0.6687,-0.2606,0.6964
3146815,33,151.5,35.0,145.0,0.274,0.5039,0.8192,-0.9441,-0.0214,0.329
3146815,34,125.3,45.0,125.0,0.5771,0.4085,0.7071,-0.8042,0.1335,0.5792
3146815,35,111.2,45.0,120.0,0.6594,0.2554,0.7071,-0.7516,0.245,0.6124
3146815,36,159.7,60.0,125.0,0.3008,0.8121,0.5,-0.6801,-0.1849,0.7094
3146815,37,98.8,35.0,115.0,0.5669,0.0876,0.8192,-0.7982,0.3043,0.5198
3146815,38,144.8,40.0,115.0,0.3707,0.5251,0.766,-0.7456,-0.3235,0.5826
3146815,39,157.1,55.0,160.0,0.3185,0.7547,0.5736,-0.942,0.1846,0.2802
3146815,40,136.5,60.0,105.0,0.5967,0.6277,0.5,-0.5203,-0.1717,0.8365
3146815,41,162.0,50.0,135.0,0.2367,0.7286,0.6428,-0.813,-0.2138,0.5417
3146815,42,138.8,55.0,140.0,0.5394,0.6165,0.5736,-0.8193,0.227,0.5265
3146815,43,299.5,50.0,95.0,-0.667,-0.3767,0.6428,0.6004,0.239,0.7631
3146815,44,113.5,40.0,120.0,0.5896,0.2561,0.766,-0.8077,0.1943,0.5567
3146815,45,140.0,30.0,120.0,0.3214,0.383,0.866,-0.8651,-0.2531,0.433
3146815,46,114.4,55.0,105.0,0.7459,0.3385,0.5736,-0.6115,0.0068,0.7912
3146815,47,150.9,65.0,120.0,0.4405,0.7921,0.4226,-0.6149,-0.0769,0.7849
3146815,48,140.0,30.0,130.0,0.3214,0.383,0.866,-0.9188,-0.095,0.383
3146815,49,90.0,20.0,100.0,0.342,0.0,0.9397,-0.9254,0.1736,0.3368
3146815,50,150.0,30.0,150.0,0.25,0.433,0.866,-0.9665,0.058,0.25
3146815,51,150.0,30.0,145.0,0.25,0.433,0.866,-0.9578,-0.0206,0.2868
3146815,52,162.0,50.0,150.0,0.2367,0.7286,0.6428,-0.923,-0.038,0.383
3146815,53,162.0,50.0,130.0,0.2367,0.7286,0.6428,-0.7635,-0.2697,0.5868
3146815,54,146.5,45.0,120.0,0.3906,0.5894,0.7071,-0.7551,-0.2343,0.6124
3146815,55,121.3,40.0,140.0,0.5492,0.334,0.766,-0.8187,0.3987,0.4132
3146815,56,113.5,40.0,95.0,0.5896,0.2561,0.766,-0.7347,-0.2241,0.6403
3146815,57,162.0,25.0,170.0,0.1306,0.4019,0.9063,-0.9852,0.1546,0.0734
3146815,58,159.7,60.0,110.0,0.3008,0.8121,0.5,-0.4839,-0.3218,0.8138
3146815,59,130.0,30.0,130.0,0.383,0.3214,0.866,-0.9214,0.066,0.383
3146815,60,155.5,50.0,155.0,0.3182,0.6968,0.6428,-0.9373,0.1294,0.3237
3146815,61,162.0,65.0,135.0,0.2801,0.862,0.4226,-0.7648,-0.0657,0.6409
3146815,62,134.3,65.0,130.0,0.6486,0.6331,0.4226,-0.6807,0.2338,0.6943
3146815,63,155.5,50.0,130.0,0.3182,0.6968,0.6428,-0.7893,-0.1809,0.5868
3146815,64,107.6,35.0,125.0,0.5468,0.1731,0.8192,-0.8128,0.3444,0.4698
3146815,65,140.0,30.0,115.0,0.3214,0.383,0.866,-0.8283,-0.3296,0.4532
3146815,66,118.8,20.0,120.0,0.2997,0.1648,0.9397,-0.954,0.0461,0.2962
3146815,67,137.0,40.0,135.0,0.4387,0.4698,0.766,-0.8865,0.0868,0.4545
3146815,68,116.2,50.0,110.0,0.6874,0.338,0.6428,-0.693,0.0404,0.7198
3146815,69,148.2,70.0,120.0,0.4947,0.7989,0.342,-0.581,0.0114,0.8138
3146815,70,125.1,35.0,95.0,0.4691,0.33,0.8192,-0.7176,-0.3982,0.5714
3146815,71,133.2,20.0,140.0,0.2493,0.2341,0.9397,-0.9647,0.1449,0.2198
3146815,72,133.2,20.0,120.0,0.2493,0.2341,0.9397,-0.9355,-0.1926,0.2962
3146815,73,134.3,65.0,120.0,0.6486,0.6331,0.4226,-0.6112,0.1021,0.7849
3146815,74,150.9,65.0,145.0,0.4405,0.7921,0.4226,-0.8337,0.1862,0.5198
3146815,75,301.8,45.0,95.0,-0.6012,-0.3722,0.7071,0.6448,0.2967,0.7044
3146815,76,150.0,30.0,165.0,0.25,0.433,0.866,-0.9486,0.2888,0.1294
3146815,77,139.4,45.0,160.0,0.4601,0.537,0.7071,-0.871,0.4277,0.2418
3146815,78,156.5,65.0,115.0,0.3619,0.8309,0.4226,-0.5404,-0.1824,0.8214
3146815,79,129.3,50.0,135.0,0.593,0.4849,0.6428,-0.7995,0.2597,0.5417
3146815,80,308.8,45.0,100.0,-0.5509,-0.4433,0.7071,0.6514,0.3013,0.6964
3146815,81,132.4,45.0,150.0,0.5226,0.4764,0.7071,-0.8447,0.4018,0.3536
3146815,82,151.0,55.0,125.0,0.3969,0.7166,0.5736,-0.7294,-0.1331,0.671
3146815,83,121.3,40.0,110.0,0.5492,0.334,0.766,-0.7928,-0.0818,0.604
3146815,84,146.5,45.0,135.0,0.3906,0.5894,0.7071,-0.8656,-0.0262,0.5
3146815,85,144.8,40.0,130.0,0.3707,0.5251,0.766,-0.8635,-0.1087,0.4924
3146815,86,148.1,60.0,155.0,0.4581,0.7349,0.5,-0.8809,0.3001,0.366
3146815,87,153.5,70.0,140.0,0.4189,0.8412,0.342,-0.7837,0.1447,0.604
3146815,88,104.4,20.0,120.0,0.3313,0.0851,0.9397,-0.9126,0.2819,0.2962
3146815,89,105.7,40.0,120.0,0.619,0.1734,0.766,-0.7737,0.3025,0.5567
3146815,90,125.3,45.0,140.0,0.5771,0.4085,0.7071,-0.8136,0.3626,0.4545
3146815,91,139.8,65.0,140.0,0.5844,0.6927,0.4226,-0.7607,0.2863,0.5826
3146815,92,153.9,60.0,155.0,0.3814,0.7775,0.5,-0.9067,0.2094,0.366
3146815,93,133.9,35.0,140.0,0.4133,0.3977,0.8192,-0.9106,0.1868,0.3687
3146815,94,144.9,55.0,140.0,0.4708,0.6703,0.5736,-0.8388,0.1386,0.5265
3146815,95,148.1,60.0,120.0,0.4581,0.7349,0.5,-0.6534,-0.103,0.75
3146815,96,168.3,40.0,155.0,0.1308,0.6293,0.766,-0.9532,-0.1326,0.2717
3146815,97,132.7,55.0,135.0,0.6019,0.5556,0.5736,-0.7776,0.2445,0.5792
3146815,98,160.4,40.0,170.0,0.2153,0.6057,0.766,-0.9725,0.2045,0.1116
3146815,99,153.5,45.0,150.0,0.3152,0.633,0.7071,-0.9328,0.0695,0.3536
3146815,100,153.5,45.0,155.0,0.3152,0.633,0.7071,-0.9445,0.1365,0.2988
3146815,101,150.0,25.0,135.0,0.2113,0.366,0.9063,-0.9328,-0.2014,0.2988
3146815,102,160.4,40.0,175.0,0.2153,0.6057,0.766,-0.961,0.2707,0.056
3146815,103,163.2,55.0,140.0,0.2365,0.7843,0.5736,-0.8399,-0.1318,0.5265
3146815,104,142.7,35.0,150.0,0.3477,0.4562,0.8192,-0.937,0.1993,0.2868
3146815,105,105.7,40.0,100.0,0.619,0.1734,0.766,-0.7733,-0.0363,0.633
3146815,106,160.0,30.0,165.0,0.171,0.4698,0.866,-0.9843,0.1197,0.1294
3146815,107,151.0,55.0,115.0,0.3969,0.7166,0.5736,-0.6216,-0.25,0.7424
3146815,108,142.4,50.0,135.0,0.4678,0.6066,0.6428,-0.8375,0.0719,0.5417
3146815,109,148.9,50.0,120.0,0.3956,0.656,0.6428,-0.7156,-0.2185,0.6634
3146815,110,121.3,40.0,125.0,0.5492,0.334,0.766,-0.8342,0.164,0.5265
3146815,111,130.0,30.0,110.0,0.383,0.3214,0.866,-0.8433,-0.2611,0.4698
3146815,112,153.5,45.0,130.0,0.3152,0.633,0.7071,-0.8168,-0.1984,0.5417
3146815,113,140.0,30.0,140.0,0.3214,0.383,0.866,-0.9446,0.066,0.3214
3146815,114,160.4,40.0,155.0,0.2153,0.6057,0.766,-0.9624,-0.0015,0.2717
3146815,115,147.6,20.0,160.0,0.1833,0.2888,0.9397,-0.9656,0.2322,0.117
3146815,116,140.0,30.0,125.0,0.3214,0.383,0.866,-0.8954,-0.1747,0.4096
3146815,117,122.7,50.0,130.0,0.6444,0.4142,0.6428,-0.7618,0.2745,0.5868
3146815,118,151.7,75.0,130.0,0.4577,0.8506,0.2588,-0.66,0.13,0.7399
3146815,119,120.0,30.0,95.0,0.433,0.25,0.866,-0.7907,-0.3559,0.4981
3146815,120,121.3,40.0,105.0,0.5492,0.334,0.766,-0.7667,-0.1633,0.6209
3146815,121,105.7,40.0,95.0,0.619,0.1734,0.766,-0.7583,-0.122,0.6403
3146815,122,137.0,40.0,160.0,0.4387,0.4698,0.766,-0.8656,0.4499,0.2198
3146815,123,148.9,50.0,130.0,0.3956,0.656,0.6428,-0.8047,-0.0897,0.5868
3146815,124,135.8,50.0,135.0,0.5339,0.5494,0.6428,-0.8239,0.1669,0.5417
3146815,125,90.0,25.0,105.0,0.4226,0.0,0.9063,-0.8754,0.2588,0.4082
3146815,126,121.3,40.0,100.0,0.5492,0.334,0.766,-0.7348,-0.2436,0.633
3146815,127,138.0,25.0,140.0,0.2828,0.3141,0.9063,-0.9591,0.0797,0.2717
3146815,128,160.6,45.0,135.0,0.235,0.6669,0.7071,-0.8331,-0.2366,0.5
3146815,129,139.4,45.0,150.0,0.4601,0.537,0.7071,-0.8877,0.295,0.3536
3146815,130,160.2,35.0,170.0,0.1939,0.5398,0.8192,-0.9749,0.199,0.0996
3146815,131,133.9,35.0,130.0,0.4133,0.3977,0.8192,-0.8979,0.028,0.4394
3146815,132,155.5,50.0,135.0,0.3182,0.6968,0.6428,-0.832,-0.1197,0.5417
3146815,133,121.3,40.0,130.0,0.5492,0.334,0.766,-0.8354,0.2443,0.4924
3146815,134,90.0,20.0,105.0,0.342,0.0,0.9397,-0.9077,0.2588,0.3304
3146815,135,162.0,25.0,145.0,0.1306,0.4019,0.9063,-0.9397,-0.2413,0.2424
3146815,136,113.5,40.0,105.0,0.5896,0.2561,0.766,-0.7818,-0.0574,0.6209
3146815,137,142.9,70.0,120.0,0.5663,0.7499,0.342,-0.5775,0.0649,0.8138
3146815,138,129.1,40.0,110.0,0.4986,0.4057,0.766,-0.7742,-0.189,0.604
3146815,139,110.0,30.0,130.0,0.4698,0.171,0.866,-0.8433,0.3771,0.383
3146815,140,102.0,25.0,125.0,0.4134,0.0879,0.9063,-0.8454,0.4067,0.3462
3146815,141,148.2,70.0,130.0,0.4947,0.7989,0.342,-0.6844,0.1156,0.7198
3146815,142,119.0,60.0,105.0,0.7572,0.4203,0.5,-0.5479,-0.0081,0.8365
3146815,143,116.3,35.0,125.0,0.514,0.2545,0.8192,-0.8558,0.2163,0.4698
3146815,144,162.0,25.0,140.0,0.1306,0.4019,0.9063,-0.9086,-0.3173,0.2717
3146815,145,133.9,35.0,125.0,0.4133,0.3977,0.8192,-0.8812,-0.052,0.4698
3146815,146,111.2,45.0,95.0,0.6594,0.2554,0.7071,-0.6883,-0.1732,0.7044
3146815,147,125.1,35.0,105.0,0.4691,0.33,0.8192,-0.7961,-0.2435,0.554
3146815,148,162.0,50.0,140.0,0.2367,0.7286,0.6428,-0.8562,-0.1562,0.4924
3146815,149,116.2,50.0,120.0,0.6874,0.338,0.6428,-0.7202,0.2031,0.6634
3146815,150,157.1,55.0,175.0,0.3185,0.7547,0.5736,-0.9372,0.3413,0.0714
3146815,151,145.4,65.0,140.0,0.5148,0.7459,0.4226,-0.7848,0.2116,0.5826
3146815,152,153.9,60.0,120.0,0.3814,0.7775,0.5,-0.6396,-0.1686,0.75
3146815,153,125.1,35.0,135.0,0.4691,0.33,0.8192,-0.8806,0.2451,0.4056
3146815,154,142.7,35.0,160.0,0.3477,0.4562,0.8192,-0.9172,0.3469,0.1962
3146815,155,144.8,40.0,145.0,0.3707,0.5251,0.766,-0.9226,0.1134,0.3687
3146815,156,105.7,40.0,125.0,0.619,0.1734,0.766,-0.759,0.383,0.5265
3146815,157,151.0,55.0,150.0,0.3969,0.7166,0.5736,-0.8965,0.1688,0.4096
3146815,158,157.1,55.0,140.0,0.3185,0.7547,0.5736,-0.8491,-0.0418,0.5265
3146815,159,104.1,45.0,115.0,0.6858,0.1725,0.7071,-0.7246,0.2535,0.6409
3146815,160,125.3,45.0,110.0,0.5771,0.4085,0.7071,-0.7399,-0.1048,0.6645
3146815,161,150.0,30.0,135.0,0.25,0.433,0.866,-0.9186,-0.1768,0.3536
3146815,162,159.7,60.0,130.0,0.3008,0.8121,0.5,-0.7358,-0.1359,0.6634
3146815,163,139.4,45.0,110.0,0.4601,0.537,0.7071,-0.692,-0.2821,0.6645
3146815,164,156.5,65.0,135.0,0.3619,0.8309,0.4226,-0.7676,0.0084,0.6409
3146815,165,145.4,65.0,150.0,0.5148,0.7459,0.4226,-0.8328,0.3181,0.4532
3146815,166,160.2,35.0,155.0,0.1939,0.5398,0.8192,-0.97,-0.0195,0.2424
3146815,167,142.4,50.0,110.0,0.4678,0.6066,0.6428,-0.6397,-0.2695,0.7198
3146815,168,158.8,70.0,135.0,0.3395,0.8762,0.342,-0.7467,0.0299,0.6645
3146815,169,148.1,60.0,145.0,0.4581,0.7349,0.5,-0.8469,0.1899,0.4967
3146815,170,114.0,25.0,120.0,0.3861,0.1719,0.9063,-0.9204,0.1375,0.366
3146815,171,160.0,30.0,145.0,0.171,0.4698,0.866,-0.9396,-0.1866,0.2868
3146815,172,146.5,45.0,115.0,0.3906,0.5894,0.7071,-0.7063,-0.3008,0.6409
3146815,173,153.5,70.0,130.0,0.4189,0.8412,0.342,-0.6922,0.052,0.7198
3146815,174,170.0,30.0,160.0,0.0868,0.4924,0.866,-0.9769,-0.1285,0.171
3146815,175,116.3,35.0,100.0,0.514,0.2545,0.8192,-0.8,-0.2023,0.5649
3146815,176,135.8,50.0,155.0,0.5339,0.5494,0.6428,-0.8393,0.4368,0.3237
3146815,177,145.4,65.0,155.0,0.5148,0.7459,0.4226,-0.8473,0.3679,0.383
3146815,178,150.0,25.0,160.0,0.2113,0.366,0.9063,-0.9688,0.2014,0.1445
3146815,179,163.2,55.0,155.0,0.2365,0.7843,0.5736,-0.9377,0.0296,0.3462
3146815,180,157.1,55.0,125.0,0.3185,0.7547,0.5736,-0.7111,-0.2099,0.671
3146815,181,114.0,25.0,130.0,0.3861,0.1719,0.9063,-0.8957,0.3048,0.3237
