event_id,etime,elat,elon,edep,emag,station_id,phase_type,phase_polarity,phase_time
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,BK.GASB..HHZ,P,-1.0,2013-01-03 13:16:38.480
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,BK.WDC..HHZ,P,,2013-01-03 13:16:39.890
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.GTC..EHZ,P,1.0,2013-01-03 13:16:35.300
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.GVV..EHZ,P,1.0,2013-01-03 13:16:39.090
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KBN..EHZ,P,1.0,2013-01-03 13:16:32.960
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KBS..EHZ,P,-1.0,2013-01-03 13:16:28.480
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KCO..EHZ,P,1.0,2013-01-03 13:16:29.910
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KCPB..HHZ,P,,2013-01-03 13:16:31.610
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KCR..EHZ,P,-1.0,2013-01-03 13:16:28.800
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KCS..EHZ,P,,2013-01-03 13:16:31.590
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KCT..HHZ,P,-1.0,2013-01-03 13:16:33.240
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KFP..EHZ,P,1.0,2013-01-03 13:16:32.780
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KHBB..HHZ,P,1.0,2013-01-03 13:16:35.220
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KIP..EHZ,P,1.0,2013-01-03 13:16:30.600
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KKP..EHZ,P,1.0,2013-01-03 13:16:28.580
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KMPB..HHZ,P,-1.0,2013-01-03 13:16:30.080
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KMR..HHZ,P,-1.0,2013-01-03 13:16:26.430
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KPP..EHZ,P,1.0,2013-01-03 13:16:30.760
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.KSM..EHZ,P,1.0,2013-01-03 13:16:28.560
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.LBP..EHZ,P,-1.0,2013-01-03 13:16:35.250
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.LGP..EHZ,P,1.0,2013-01-03 13:16:40.340
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.LPG..EHZ,P,-1.0,2013-01-03 13:16:37.750
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.LRB..EHZ,P,-1.0,2013-01-03 13:16:39.640
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,NC.LVR..EHZ,P,-1.0,2013-01-03 13:16:37.920
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,PB.B045..EHZ,P,1.0,2013-01-03 13:16:29.530
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,PB.B046..EHZ,P,1.0,2013-01-03 13:16:30.340
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,PB.B047..EHZ,P,1.0,2013-01-03 13:16:28.910
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,PB.B049..EHZ,P,-1.0,2013-01-03 13:16:26.210
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,PB.B932..EHZ,P,1.0,2013-01-03 13:16:29.290
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,PB.B933..EHZ,P,1.0,2013-01-03 13:16:26.710
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,PB.B935..EHZ,P,1.0,2013-01-03 13:16:30.440
nc71914506,2013-01-03 13:16:21.760,40.13366666666667,-123.811,21.45,1.94,TA.N02D..HHZ,P,,2013-01-03 13:16:42.160
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,BK.JCC..HHZ,P,-1.0,2013-01-04 17:25:19.650
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,BK.WDC..HHZ,P,1.0,2013-01-04 17:25:20.620
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.KCO..EHZ,P,1.0,2013-01-04 17:25:25.060
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.KCR..EHZ,P,-1.0,2013-01-04 17:25:20.430
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.KCS..EHZ,P,-1.0,2013-01-04 17:25:17.480
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.KHBB..HHZ,P,-1.0,2013-01-04 17:25:15.180
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.KHMB..HHZ,P,1.0,2013-01-04 17:25:16.390
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.KMPB..HHZ,P,1.0,2013-01-04 17:25:22.580
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.KOM..EHZ,P,1.0,2013-01-04 17:25:17.090
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.KPP..EHZ,P,-1.0,2013-01-04 17:25:20.070
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.KSM..EHZ,P,1.0,2013-01-04 17:25:25.040
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.LBK..EHZ,P,1.0,2013-01-04 17:25:18.400
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.LBP..EHZ,P,1.0,2013-01-04 17:25:21.230
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.LGP..EHZ,P,1.0,2013-01-04 17:25:16.110
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.LMI..EHZ,P,1.0,2013-01-04 17:25:25.610
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.LPK..EHZ,P,1.0,2013-01-04 17:25:22.830
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.LSF..EHZ,P,1.0,2013-01-04 17:25:20.270
nc71915126,2013-01-04 17:25:08.600,40.904833333333336,-123.2775,25.45,2.06,NC.LSH..EHZ,P,-1.0,2013-01-04 17:25:25.470
