event_id,etime,elat,elon,edep,emag,station_id,phase_type,phase_polarity,phase_time
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,BK.BJES..HNZ,P,,2023-01-03 11:05:43.450
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,BK.BRIC..HHZ,P,,2023-01-03 11:05:49.830
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,BK.DLIK..HHZ,P,,2023-01-03 11:05:55.260
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,BK.DMOR..HHZ,P,1.0,2023-01-03 11:05:45.040
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,BK.HAYF..HHZ,P,1.0,2023-01-03 11:05:51.590
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,BK.KNEE..HHZ,P,,2023-01-03 11:05:43.710
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,BK.MILL..HHZ,P,,2023-01-03 11:05:57.380
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,BK.PRDS..HHZ,P,-1.0,2023-01-03 11:05:49.170
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,BK.RBOW..HHZ,P,-1.0,2023-01-03 11:05:45.150
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,BK.SANG..HHZ,P,,2023-01-03 11:06:01.210
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,BK.SCOT..HHZ,P,,2023-01-03 11:05:59.860
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,BK.SIGP..HHZ,P,1.0,2023-01-03 11:05:59.880
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,BK.WEAV..HHZ,P,,2023-01-03 11:05:54.300
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,CE.89462..HNZ,P,1.0,2023-01-03 11:05:42.840
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,CE.89781..HNZ,P,-1.0,2023-01-03 11:05:43.720
nc73828311,2023-01-03 11:05:38.930,40.60366666666667,-124.0765,16.86,2.03,NC.KBU..EHZ,P,-1.0,2023-01-03 11:05:47.650
