event_id,etime,elat,elon,edep,emag,station_id,phase_type,phase_polarity,phase_time
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,BK.BRIC..HHZ,P,-1.0,2022-01-10 16:45:15.360
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,BK.PETL..HNZ,P,1.0,2022-01-10 16:45:13.510
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,BK.RBOW..HHZ,P,-1.0,2022-01-10 16:45:13.180
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,CE.89688..HNZ,P,1.0,2022-01-10 16:45:14.130
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,NC.KBU..EHZ,P,1.0,2022-01-10 16:45:15.440
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,NC.KCO..HNZ,P,1.0,2022-01-10 16:45:12.790
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,NC.KCT..HHZ,P,-1.0,2022-01-10 16:45:16.430
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,NC.KMPB..HHZ,P,-1.0,2022-01-10 16:45:14.320
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,NC.KMR..HHZ,P,,2022-01-10 16:45:17.340
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,NC.KPR..EHZ,P,-1.0,2022-01-10 16:45:12.710
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,PB.B045..EHZ,P,-1.0,2022-01-10 16:45:15.260
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,PB.B046..EHZ,P,1.0,2022-01-10 16:45:13.320
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,PB.B049..EHZ,P,1.0,2022-01-10 16:45:15.670
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,PB.B932..EHZ,P,1.0,2022-01-10 16:45:12.280
nc73676576,2022-01-10 16:45:09.720,40.23283333333333,-124.1595,11.49,1.83,PB.B933..EHZ,P,-1.0,2022-01-10 16:45:14.820
nc73677286,2022-01-11 21:23:30.790,40.144666666666666,-123.84433333333334,21.86,1.61,BK.BRIC..HHZ,P,1.0,2022-01-11 21:23:35.000
nc73677286,2022-01-11 21:23:30.790,40.144666666666666,-123.84433333333334,21.86,1.61,BK.RBOW..HHZ,P,1.0,2022-01-11 21:23:37.560
nc73677286,2022-01-11 21:23:30.790,40.144666666666666,-123.84433333333334,21.86,1.61,NC.KBU..EHZ,P,1.0,2022-01-11 21:23:35.330
nc73677286,2022-01-11 21:23:30.790,40.144666666666666,-123.84433333333334,21.86,1.61,NC.KIP..EHZ,P,1.0,2022-01-11 21:23:40.020
nc73677286,2022-01-11 21:23:30.790,40.144666666666666,-123.84433333333334,21.86,1.61,NC.KMPB..HHZ,P,,2022-01-11 21:23:38.560
nc73677286,2022-01-11 21:23:30.790,40.144666666666666,-123.84433333333334,21.86,1.61,NC.KMR..HNZ,P,-1.0,2022-01-11 21:23:35.480
nc73677286,2022-01-11 21:23:30.790,40.144666666666666,-123.84433333333334,21.86,1.61,NC.KPR..EHZ,P,1.0,2022-01-11 21:23:36.120
nc73677286,2022-01-11 21:23:30.790,40.144666666666666,-123.84433333333334,21.86,1.61,NP.1591..HNZ,P,-1.0,2022-01-11 21:23:35.080
nc73677286,2022-01-11 21:23:30.790,40.144666666666666,-123.84433333333334,21.86,1.61,PB.B045..EHZ,P,1.0,2022-01-11 21:23:38.070
nc73677286,2022-01-11 21:23:30.790,40.144666666666666,-123.84433333333334,21.86,1.61,PB.B046..EHZ,P,-1.0,2022-01-11 21:23:38.820
nc73677286,2022-01-11 21:23:30.790,40.144666666666666,-123.84433333333334,21.86,1.61,PB.B047..EHZ,P,1.0,2022-01-11 21:23:37.400
