event_id,etime,elat,elon,edep,emag,station_id,phase_type,phase_polarity,phase_time
nc72747805,2017-01-04 15:21:18.870,40.353,-123.91466666666666,8.84,1.44,BK.JCC..HHZ,P,-1.0,2017-01-04 15:21:28.970
nc72747805,2017-01-04 15:21:18.870,40.353,-123.91466666666666,8.84,1.44,NC.KCO..EHZ,P,-1.0,2017-01-04 15:21:26.330
nc72747805,2017-01-04 15:21:18.870,40.353,-123.91466666666666,8.84,1.44,NC.KCR..EHZ,P,-1.0,2017-01-04 15:21:22.090
nc72747805,2017-01-04 15:21:18.870,40.353,-123.91466666666666,8.84,1.44,NC.KCT..HHZ,P,-1.0,2017-01-04 15:21:26.780
nc72747805,2017-01-04 15:21:18.870,40.353,-123.91466666666666,8.84,1.44,NC.KKP..EHZ,P,-1.0,2017-01-04 15:21:27.940
nc72747805,2017-01-04 15:21:18.870,40.353,-123.91466666666666,8.84,1.44,NC.KMPB..HHZ,P,-1.0,2017-01-04 15:21:22.850
nc72747805,2017-01-04 15:21:18.870,40.353,-123.91466666666666,8.84,1.44,NC.KMR..HHZ,P,-1.0,2017-01-04 15:21:24.300
nc72747805,2017-01-04 15:21:18.870,40.353,-123.91466666666666,8.84,1.44,PB.B045..EHZ,P,1.0,2017-01-04 15:21:21.690
nc72747805,2017-01-04 15:21:18.870,40.353,-123.91466666666666,8.84,1.44,PB.B046..EHZ,P,-1.0,2017-01-04 15:21:25.340
nc72747805,2017-01-04 15:21:18.870,40.353,-123.91466666666666,8.84,1.44,PB.B047..EHZ,P,-1.0,2017-01-04 15:21:24.040
nc72747805,2017-01-04 15:21:18.870,40.353,-123.91466666666666,8.84,1.44,PB.B049..EHZ,P,1.0,2017-01-04 15:21:22.630
nc72747805,2017-01-04 15:21:18.870,40.353,-123.91466666666666,8.84,1.44,PB.B932..EHZ,P,-1.0,2017-01-04 15:21:24.400
nc72747805,2017-01-04 15:21:18.870,40.353,-123.91466666666666,8.84,1.44,PB.B935..EHZ,P,-1.0,2017-01-04 15:21:25.690
nc72749820,2017-01-08 08:45:05.540,40.238,-124.12166666666667,13.14,2.09,BK.JCC..HHZ,P,-1.0,2017-01-08 08:45:17.250
nc72749820,2017-01-08 08:45:05.540,40.238,-124.12166666666667,13.14,2.09,NC.KCO..EHZ,P,1.0,2017-01-08 08:45:09.100
nc72749820,2017-01-08 08:45:05.540,40.238,-124.12166666666667,13.14,2.09,NC.KCR..EHZ,P,-1.0,2017-01-08 08:45:12.530
nc72749820,2017-01-08 08:45:05.540,40.238,-124.12166666666667,13.14,2.09,NC.KCT..HHZ,P,-1.0,2017-01-08 08:45:12.640
nc72749820,2017-01-08 08:45:05.540,40.238,-124.12166666666667,13.14,2.09,NC.KFP..EHZ,P,-1.0,2017-01-08 08:45:19.960
nc72749820,2017-01-08 08:45:05.540,40.238,-124.12166666666667,13.14,2.09,NC.KIP..EHZ,P,-1.0,2017-01-08 08:45:18.630
nc72749820,2017-01-08 08:45:05.540,40.238,-124.12166666666667,13.14,2.09,NC.KKP..EHZ,P,1.0,2017-01-08 08:45:16.860
nc72749820,2017-01-08 08:45:05.540,40.238,-124.12166666666667,13.14,2.09,NC.KMPB..HHZ,P,-1.0,2017-01-08 08:45:10.160
nc72749820,2017-01-08 08:45:05.540,40.238,-124.12166666666667,13.14,2.09,NC.KMR..HHZ,P,-1.0,2017-01-08 08:45:12.850
nc72749820,2017-01-08 08:45:05.540,40.238,-124.12166666666667,13.14,2.09,NC.LGP..EHZ,P,-1.0,2017-01-08 08:45:26.700
nc72749820,2017-01-08 08:45:05.540,40.238,-124.12166666666667,13.14,2.09,NC.LRB..EHZ,P,1.0,2017-01-08 08:45:27.890
