event_id,etime,elat,elon,edep,emag,station_id,phase_type,phase_polarity,phase_time
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,BK.DMOR..HHZ,P,1.0,2021-01-16 21:21:21.150
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,BK.HAYF..HHZ,P,-1.0,2021-01-16 21:21:20.510
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,BK.JCC..HHZ,P,,2021-01-16 21:21:23.760
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,BK.LCOW..HHZ,P,,2021-01-16 21:21:29.570
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,BK.RVIT..HHZ,P,,2021-01-16 21:21:29.720
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,BK.SCOT..HHZ,P,1.0,2021-01-16 21:21:27.000
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,BK.WEAV..HHZ,P,1.0,2021-01-16 21:21:20.470
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,NC.GRO..EHZ,P,,2021-01-16 21:21:31.710
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,NC.KHBB..HHZ,P,-1.0,2021-01-16 21:21:19.290
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,NC.KHMB..HHZ,P,1.0,2021-01-16 21:21:21.150
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,NC.KOM..EHZ,P,,2021-01-16 21:21:23.470
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,NC.KRMB..HHZ,P,1.0,2021-01-16 21:21:28.550
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,NC.LBK..EHZ,P,-1.0,2021-01-16 21:21:24.820
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,NC.LDB..EHZ,P,,2021-01-16 21:21:34.290
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,NC.LMI..EHZ,P,-1.0,2021-01-16 21:21:30.550
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,NC.LRB..EHZ,P,,2021-01-16 21:21:29.710
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,NC.LSF..EHZ,P,1.0,2021-01-16 21:21:25.660
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,NC.LSH..EHZ,P,,2021-01-16 21:21:30.960
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,NC.LVR..EHZ,P,1.0,2021-01-16 21:21:30.030
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,NC.LWHB..EHZ,P,-1.0,2021-01-16 21:21:32.240
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,PB.B049..EHZ,P,,2021-01-16 21:21:25.740
nc73512175,2021-01-16 21:21:13.960,40.79083333333333,-123.335,23.95,2.26,PB.B932..EHZ,P,,2021-01-16 21:21:27.860
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,BK.BARR..HHZ,P,,2021-01-23 22:33:04.650
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,BK.BRIC..HHZ,P,,2021-01-23 22:32:51.580
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,BK.DCMP..HHZ,P,-1.0,2021-01-23 22:33:01.970
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,BK.DMOR..HHZ,P,1.0,2021-01-23 22:32:55.980
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,BK.HAYF..HHZ,P,-1.0,2021-01-23 22:32:59.920
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,BK.INGL..HHZ,P,1.0,2021-01-23 22:32:59.010
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,BK.JCC..HHZ,P,1.0,2021-01-23 22:32:54.240
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,BK.PETL..HNZ,P,1.0,2021-01-23 22:32:45.590
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,BK.PETY..HHZ,P,,2021-01-23 22:33:04.110
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,BK.RBOW..HHZ,P,1.0,2021-01-23 22:32:47.920
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,BK.RVIT..HHZ,P,,2021-01-23 22:32:58.610
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,BK.SCOT..HHZ,P,,2021-01-23 22:33:09.110
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,BK.WEAV..HHZ,P,,2021-01-23 22:33:02.960
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,CE.89688..HNZ,P,-1.0,2021-01-23 22:32:49.640
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,NC.GHO..EHZ,P,1.0,2021-01-23 22:33:05.440
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,NC.GMR..EHZ,P,1.0,2021-01-23 22:33:04.720
nc73515515,2021-01-23 22:32:42.760,40.29083333333333,-124.37166666666667,13.98,2.2,NC.GNR..EHZ,P,,2021-01-23 22:33:03.030
