event_id,strike,dip,rake,time,latitude,longitude,depth,mag,max_agap,dip_azimuth,misfit,n_fmo,misfit_w_90ci,max_strike_90ci,max_dip_90ci,max_rake_90ci,mult_solution_flag
72455721,225.0,90.0,0,2015-05-26 10:17:35.820,40.65,-124.7,19.72,4.34,215,135,0.04,84,,5,20,15,0
72455916,200.0,70.0,-100,2015-05-26 20:39:41.080,41.36667,-123.38333,39.20,2.86,45,110,0.12,43,,53,25,50,0
72455916,165.0,25.0,-120,2015-05-26 20:39:41.080,41.36667,-123.38333,39.20,2.86,45,255,0.16,43,,33,25,25,1
72456246,225.0,90.0,50,2015-05-27 12:12:30.910,40.51667,-123.76667,22.92,2.04,63,135,0.11,35,,25,40,55,0
72459621,230.0,65.0,-50,2015-06-02 00:07:36.300,40.35,-123.75,27.95,1.8,71,140,0.08,31,,33,20,50,0
72468136,210.0,50.0,60,2015-06-18 08:27:09.880,40.23333,-124.16667,10.15,2.2,101,120,0.06,33,,15,8,30,0
72469386,175.0,85.0,100,2015-06-20 12:57:43.600,40.38333,-124.28333,28.18,1.64,172,265,0.14,28,,43,35,30,0
72469386,200.0,5.0,-40,2015-06-20 12:57:43.600,40.38333,-124.28333,28.18,1.64,172,290,0.14,28,,28,33,50,1
72471436,215.0,55.0,-20,2015-06-24 15:18:11.420,40.01667,-123.53333,2.11,1.91,59,125,0.02,30,,15,35,45,0
72473221,160.0,25.0,130,2015-06-27 23:45:11.920,41.11667,-123.5,36.65,2.91,43,250,0.18,66,,48,33,55,0
72473221,185.0,45.0,160,2015-06-27 23:45:11.920,41.11667,-123.5,36.65,2.91,43,275,0.18,66,,28,25,25,1
72473451,255.0,10.0,120,2015-06-28 14:16:10.800,40.61667,-123.28333,36.48,2.19,50,165,0.10,35,,53,33,40,0
72473766,185.0,75.0,-120,2015-06-29 03:16:08.250,39.8,-123.48333,8.82,2.71,77,95,0.13,70,,30,25,30,0
72478496,250.0,85.0,-50,2015-07-05 02:08:40.080,40.4,-124.5,22.63,2.85,225,340,0.21,70,,15,28,35,0
72479301,200.0,55.0,-50,2015-07-06 11:36:10.650,39.8,-123.56667,-0.94,2.9,114,290,0.07,28,,40,35,25,0
72479301,140.0,35.0,150,2015-07-06 11:36:10.650,39.8,-123.56667,-0.94,2.9,114,50,0.24,28,,28,33,20,1
72479966,240.0,60.0,0,2015-07-07 16:54:33.500,40.41667,-124.2,23.98,2.25,101,150,0.02,33,,25,53,50,0
72484671,200.0,5.0,60,2015-07-13 06:28:12.760,40.95,-123.43333,25.17,2.21,75,110,0.26,36,,53,30,60,0
72490211,205.0,60.0,-110,2015-07-20 03:20:25.720,40.7,-123.63333,27.96,2.39,45,115,0.16,44,,60,15,20,0
72493436,235.0,75.0,-30,2015-07-24 11:32:04.880,40.11667,-123.06667,33.77,1.91,34,145,0.12,28,,18,33,35,0
72493581,100.0,50.0,70,2015-07-24 17:22:54.810,40.11667,-123.06667,36.04,2.01,32,10,0.18,36,,20,35,50,0
72494346,220.0,55.0,-20,2015-07-25 16:15:53.040,40.58333,-124.06667,18.16,1.86,127,130,0.04,25,,28,43,50,0
72494346,145.0,65.0,150,2015-07-25 16:15:53.040,40.58333,-124.06667,18.16,1.86,127,235,0.07,25,,25,45,50,1
72495196,115.0,85.0,-160,2015-07-27 02:38:50.390,41.08333,-124.31667,21.24,2.8,180,205,0.07,53,,15,35,35,0
72495196,150.0,50.0,-100,2015-07-27 02:38:50.390,41.08333,-124.31667,21.24,2.8,180,240,0.08,53,,8,5,5,1
72495206,135.0,45.0,-160,2015-07-27 02:44:16.100,41.1,-124.31667,22.15,2.51,183,45,0.02,25,,18,43,50,0
72495206,160.0,25.0,-100,2015-07-27 02:44:16.100,41.1,-124.31667,22.15,2.51,183,70,0.04,25,,13,10,10,0
72495206,210.0,75.0,-10,2015-07-27 02:44:16.100,41.1,-124.31667,22.15,2.51,183,300,0.02,25,,13,35,35,1
72498041,135.0,65.0,170,2015-07-31 08:42:42.020,40.15,-123.81667,22.16,1.9,116,225,0.10,25,,18,35,60,0
72499126,240.0,30.0,130,2015-08-02 01:35:54.370,40.26667,-124.33333,18.50,2.41,233,150,0.10,37,,28,23,35,0
72499426,120.0,75.0,-90,2015-08-02 11:22:35.740,40.36667,-123.45,24.96,1.86,45,210,0.15,29,,35,28,25,0
72499536,155.0,55.0,-100,2015-08-02 17:54:31.190,40.06667,-123.66667,20.86,1.96,99,245,0.28,30,,15,13,30,0
72499536,210.0,65.0,0,2015-08-02 17:54:31.190,40.06667,-123.66667,20.86,1.96,99,120,0.31,30,,13,40,35,1
72504476,250.0,40.0,110,2015-08-11 15:29:32.450,40.4,-123.56667,29.21,1.8,69,160,0.05,27,,30,28,30,0
72507211,200.0,40.0,-110,2015-08-17 05:56:04.690,40.35,-124.6,20.55,2.43,234,110,0.11,30,,28,18,60,0
72507211,170.0,45.0,-100,2015-08-17 05:56:04.690,40.35,-124.6,20.55,2.43,234,260,0.13,30,,25,25,50,1
72510291,185.0,65.0,180,2015-08-22 03:39:54.920,40.13333,-123.08333,31.31,1.85,51,275,0.07,25,,15,45,45,0
72514781,105.0,70.0,-100,2015-08-28 01:07:04.500,40.48333,-123.95,22.77,2.87,48,195,0.12,72,,73,8,15,0
72514786,175.0,25.0,-130,2015-08-28 01:09:34.220,40.48333,-123.95,22.26,2.62,47,85,0.04,51,,23,3,25,0
72515911,250.0,30.0,10,2015-08-30 17:06:21.520,40.35,-124.21667,30.13,2.18,101,160,0.07,32,,13,33,25,0
72516481,220.0,85.0,-20,2015-08-31 16:59:35.930,40.35,-124.31667,30.90,2.5,203,130,0.11,41,,13,35,30,0
72517011,180.0,25.0,150,2015-09-01 14:10:38.210,40.25,-124.15,10.82,1.86,80,90,0.03,26,,20,15,40,0
72524801,210.0,65.0,10,2015-09-13 12:40:26.850,40.36667,-124.56667,22.07,2.56,235,120,0.05,45,,10,20,45,0
72525641,245.0,20.0,130,2015-09-16 01:12:36.530,40.13333,-123.08333,33.28,1.93,50,155,0.10,31,,40,40,40,0
72528141,240.0,75.0,-10,2015-09-23 12:10:42.020,40.75,-124.26667,22.83,2.27,198,330,0.03,38,,10,43,35,0
72531161,120.0,90.0,-40,2015-09-27 14:30:51.610,40.23333,-124.13333,11.14,2.15,75,30,0.10,32,,18,15,20,0
72532316,160.0,20.0,0,2015-09-29 02:23:56.850,40.68333,-124.51667,18.58,2.16,233,70,0.15,28,,43,33,30,0
72534146,120.0,55.0,120,2015-10-02 11:48:07.430,40.61667,-124.35,25.62,2.7,216,210,0.21,33,,18,28,40,0
72541615,190.0,45.0,-40,2015-10-21 05:06:12.030,40.31667,-124.65,16.07,2.82,233,100,0.03,63,,20,10,50,0
72545275,175.0,60.0,-130,2015-10-28 12:16:43.680,39.8,-123.46667,8.98,1.97,75,85,0.10,28,,35,30,40,0
72545275,180.0,35.0,-100,2015-10-28 12:16:43.680,39.8,-123.46667,8.98,1.97,75,270,0.19,28,,30,20,20,1
72545415,220.0,30.0,-120,2015-10-28 21:44:07.110,40.35,-123.43333,24.90,1.87,110,130,0.02,26,,30,23,40,0
72545415,185.0,45.0,-140,2015-10-28 21:44:07.110,40.35,-123.43333,24.90,1.87,110,95,0.04,26,,28,25,50,1
72545480,100.0,45.0,130,2015-10-29 01:46:53.380,40.8,-123.96667,24.85,3.07,39,190,0.08,80,,15,28,25,0
72547785,245.0,60.0,-20,2015-11-02 21:44:50.280,40.33333,-124.23333,31.16,2.7,98,155,0.11,67,,18,35,30,0
72547880,130.0,85.0,120,2015-11-03 03:14:16.630,40.81667,-124.23333,23.55,2.28,186,40,0.04,25,,25,28,55,0
72554506,90.0,55.0,50,2015-11-12 04:27:59.790,40.53333,-123.98333,5.60,2.06,62,180,0.02,28,,30,20,30,0
72554911,240.0,60.0,70,2015-11-13 05:29:17.430,40.3,-124.58333,17.99,2.77,233,150,0.12,52,,30,28,30,0
72557081,145.0,50.0,-100,2015-11-18 09:47:14.590,41.33333,-124.51667,17.00,3.14,195,235,0.18,58,,20,15,15,0
72557081,250.0,60.0,60,2015-11-18 09:47:14.590,41.33333,-124.51667,17.00,3.14,195,160,0.29,58,,15,15,10,1
72557526,225.0,25.0,110,2015-11-19 06:31:01.330,40.71667,-124.21667,8.11,1.84,172,135,0.23,25,,83,28,60,0
72559161,210.0,60.0,10,2015-11-22 18:12:19.990,40.48333,-124.18333,20.88,1.76,136,120,0.02,26,,15,40,55,0
72562611,220.0,45.0,30,2015-11-30 20:24:43.320,40.3,-124.3,9.79,2.15,209,130,0.03,25,,18,40,30,0
72563146,250.0,55.0,-170,2015-12-02 02:57:21.770,40.3,-124.6,20.74,2.76,234,160,0.04,43,,20,40,60,0
72568291,105.0,25.0,-90,2015-12-15 23:38:46.630,41.13333,-124.03333,22.72,2.1,172,195,0.01,25,,50,28,60,0
72568296,220.0,75.0,-10,2015-12-15 23:42:33.060,39.76667,-123.28333,8.67,2.24,34,130,0.08,43,,18,53,60,0
72569701,250.0,70.0,30,2015-12-19 16:46:33.720,40.5,-124.28333,17.77,2.01,150,160,0.01,27,,18,28,25,0
72570136,110.0,45.0,-110,2015-12-20 19:51:11.780,40.08333,-123.66667,20.81,2.26,78,200,0.05,32,,35,15,25,0
72571340,240.0,70.0,-10,2015-12-29 21:21:55.820,40.6,-124.41667,28.36,3.14,228,330,0.12,71,,10,35,50,0
72571690,260.0,15.0,40,2015-12-30 15:14:18.870,40.65,-124.36667,31.19,2.65,215,170,0.08,59,,13,15,15,0
72572665,125.0,40.0,-100,2016-01-02 05:11:46.620,40.3,-124.68333,14.67,4.44,233,215,0.01,51,,18,10,20,0
72572665,105.0,80.0,-150,2016-01-02 05:11:46.620,40.3,-124.68333,14.67,4.44,233,15,0.01,51,,10,23,50,1
72574475,250.0,65.0,60,2016-01-07 04:00:30.370,40.26667,-124.33333,17.01,2.83,225,160,0.09,59,,30,18,25,0
72574475,145.0,50.0,60,2016-01-07 04:00:30.370,40.26667,-124.33333,17.01,2.83,225,235,0.14,59,,20,15,10,1
72574495,255.0,55.0,80,2016-01-07 05:49:52.430,40.26667,-124.33333,16.95,4.31,213,165,0.08,82,,20,10,25,0
72574520,245.0,55.0,70,2016-01-07 08:29:28.830,40.26667,-124.31667,16.27,3.66,223,155,0.11,67,,30,15,30,0
72574520,135.0,60.0,60,2016-01-07 08:29:28.830,40.26667,-124.31667,16.27,3.66,223,225,0.16,67,,15,10,15,1
72574530,170.0,45.0,90,2016-01-07 08:55:50.640,40.28333,-124.33333,17.57,1.85,232,80,0.03,28,,28,8,35,0
72577946,135.0,60.0,170,2016-01-09 20:22:49.060,40.5,-124.28333,18.15,2.33,143,225,0.02,26,,23,38,30,0
72577956,140.0,65.0,-180,2016-01-09 20:42:10.000,40.48333,-124.28333,18.56,2.24,143,230,0.03,34,,23,45,45,0
72588661,155.0,70.0,-140,2016-02-05 01:08:56.150,40.48333,-123.58333,24.94,2.49,47,65,0.14,33,,18,15,10,0
72588661,230.0,75.0,-50,2016-02-05 01:08:56.150,40.48333,-123.58333,24.94,2.49,47,140,0.14,33,,15,23,25,1
72590081,150.0,65.0,-110,2016-02-08 02:12:35.220,40.78333,-123.48333,21.27,2.99,28,240,0.22,79,,25,10,25,0
72589715,245.0,90.0,-90,2016-02-12 06:28:18.170,40.33333,-124.65,24.53,2.57,235,155,0.15,34,,20,25,65,0
72589715,145.0,80.0,100,2016-02-12 06:28:18.170,40.33333,-124.65,24.53,2.57,235,55,0.25,34,,33,20,40,1
72592650,180.0,55.0,-100,2016-02-16 22:22:47.070,41.36667,-124.0,34.65,2.57,184,90,0.10,34,,20,28,20,0
72592650,140.0,40.0,-150,2016-02-16 22:22:47.070,41.36667,-124.0,34.65,2.57,184,50,0.15,34,,10,35,70,1
72594740,240.0,85.0,20,2016-02-20 12:51:20.090,40.5,-124.3,18.93,2.86,159,150,0.16,58,,10,23,25,0
72595085,220.0,90.0,10,2016-02-21 08:04:17.170,40.5,-124.3,18.87,2.37,147,130,0.02,28,,15,40,35,0
72595100,230.0,85.0,-30,2016-02-21 08:51:38.640,40.48333,-124.28333,18.82,2.01,86,320,0.07,26,,13,18,20,0
72595535,100.0,60.0,-110,2016-02-22 01:48:37.140,40.13333,-123.83333,21.31,1.84,78,190,0.13,26,,20,8,40,0
72596780,100.0,10.0,-150,2016-02-24 08:12:33.420,40.88333,-123.35,32.15,2.19,83,190,0.08,32,,50,33,45,0
72599700,255.0,80.0,0,2016-02-29 07:04:38.800,39.8,-123.56667,9.92,2.22,110,345,0.07,35,,13,38,30,0
72599715,125.0,85.0,-150,2016-02-29 07:51:19.210,40.0,-123.68333,8.37,2.31,95,35,0.01,35,,15,38,50,0
72600745,155.0,65.0,-110,2016-03-02 00:45:35.150,39.8,-123.56667,9.44,2.07,79,245,0.13,36,,25,25,50,0
72601085,180.0,30.0,-70,2016-03-02 17:36:58.060,39.8,-123.56667,9.64,1.89,111,90,0.07,28,,23,20,35,0
72603475,230.0,90.0,-90,2016-03-08 03:43:51.560,40.35,-123.8,24.38,1.98,44,140,0.01,25,,30,10,35,0
72604565,155.0,85.0,140,2016-03-09 22:52:01.440,40.25,-123.78333,29.52,2.54,48,245,0.05,41,,13,38,35,0
72604915,230.0,55.0,160,2016-03-10 18:11:49.350,40.48333,-123.2,33.99,2.93,42,140,0.08,43,,10,23,50,0
72607735,155.0,55.0,150,2016-03-17 08:58:12.480,40.48333,-124.23333,25.56,2.31,123,245,0.03,32,,18,40,40,0
72607735,265.0,40.0,40,2016-03-17 08:58:12.480,40.48333,-124.23333,25.56,2.31,123,175,0.03,32,,18,28,25,1
72608365,200.0,80.0,-70,2016-03-18 11:14:19.560,40.48333,-123.93333,24.24,1.95,82,110,0.02,28,,15,20,50,0
72613385,225.0,55.0,60,2016-03-27 08:47:32.380,40.31667,-124.28333,30.77,2.15,159,135,0.07,27,,30,28,30,0
72618655,220.0,75.0,0,2016-04-07 04:22:16.470,40.76667,-124.26667,21.76,2.49,202,130,0.08,42,,18,40,30,0
72618725,120.0,50.0,-100,2016-04-07 06:41:50.290,40.61667,-123.55,23.96,1.88,70,210,0.05,29,,40,28,50,0
72618760,255.0,50.0,-80,2016-04-07 07:56:19.920,40.61667,-123.55,23.48,1.81,61,165,0.11,28,,83,15,35,0
72620700,195.0,75.0,30,2016-04-11 09:40:26.420,39.8,-123.18333,7.59,2.32,29,105,0.22,41,,15,28,25,0
72621175,180.0,60.0,-120,2016-04-12 13:24:28.990,40.96667,-123.55,29.87,2.77,60,90,0.17,71,,10,18,20,0
72623045,220.0,25.0,-100,2016-04-17 03:59:51.240,40.91667,-123.45,28.51,2.64,60,130,0.11,50,,73,23,20,0
72627190,250.0,45.0,70,2016-04-25 12:29:52.020,40.98333,-124.06667,20.51,3.11,162,160,0.11,57,,25,15,35,0
72629805,250.0,55.0,80,2016-05-02 12:46:47.690,40.48333,-124.18333,20.49,2.2,105,160,0.10,27,,23,8,15,0
72629805,205.0,85.0,-20,2016-05-02 12:46:47.690,40.48333,-124.18333,20.49,2.2,105,295,0.14,27,,13,28,20,1
72631730,120.0,65.0,-110,2016-05-06 19:27:01.520,40.38333,-124.65,22.53,2.66,233,210,0.06,37,,30,25,40,0
72635760,160.0,60.0,160,2016-05-14 21:40:24.500,40.26667,-123.75,28.27,2.72,64,250,0.03,57,,20,33,30,0
72637100,255.0,40.0,80,2016-05-18 13:46:49.430,40.31667,-124.63333,20.28,2.59,232,165,0.13,34,,18,15,20,0
72641331,220.0,45.0,-50,2016-05-24 01:44:47.940,40.08333,-123.98333,20.64,2.18,134,130,0.02,28,,20,23,40,0
72641366,260.0,75.0,40,2016-05-24 04:22:20.470,40.48333,-124.2,19.41,2.27,97,170,0.01,26,,20,23,30,0
72641551,90.0,70.0,20,2016-05-24 19:46:26.170,40.11667,-123.06667,36.41,2.0,64,180,0.05,25,,18,28,30,0
72647906,115.0,10.0,-120,2016-06-08 17:49:13.930,40.43333,-123.73333,25.51,2.65,55,205,0.09,42,,28,15,30,0
72653071,215.0,35.0,-20,2016-06-19 13:04:40.790,40.36667,-124.28333,26.54,2.01,164,125,0.04,26,,20,45,25,0
72655736,225.0,40.0,-30,2016-06-26 20:24:21.170,39.85,-123.51667,3.61,1.87,81,135,0.13,27,,30,30,65,0
72656701,210.0,45.0,80,2016-06-29 15:10:11.850,41.15,-123.5,36.95,2.51,66,120,0.03,26,,13,10,15,0
72656701,240.0,60.0,130,2016-06-29 15:10:11.850,41.15,-123.5,36.95,2.51,66,330,0.06,26,,10,35,35,1
72662366,195.0,5.0,50,2016-07-16 20:41:30.000,40.96667,-123.45,27.89,2.66,42,285,0.08,39,,40,23,25,0
72662366,245.0,85.0,-90,2016-07-16 20:41:30.000,40.96667,-123.45,27.89,2.66,42,335,0.09,39,,30,23,20,1
72664436,100.0,70.0,-180,2016-07-21 23:09:05.780,40.71667,-123.88333,26.24,4.81,39,190,0.04,101,,15,45,40,0
72666376,265.0,80.0,-150,2016-07-26 03:04:38.140,40.31667,-124.63333,17.79,2.86,232,175,0.03,46,,20,45,60,0
72669831,250.0,90.0,-20,2016-07-31 08:17:44.740,40.26667,-123.85,29.22,2.21,48,160,0.07,30,,13,25,45,0
72673405,160.0,65.0,-140,2016-08-11 02:38:33.010,39.83333,-123.5,4.73,2.21,78,70,0.17,31,,33,35,60,0
72686711,190.0,60.0,-90,2016-08-28 21:20:52.090,40.43333,-123.4,35.62,4.49,64,100,0.05,111,,18,18,10,0
72688941,220.0,90.0,-100,2016-09-02 07:42:46.850,40.6,-123.58333,22.46,2.45,47,130,0.19,33,,35,25,15,0
72691826,180.0,45.0,-130,2016-09-08 08:40:50.450,40.5,-124.1,22.12,2.87,59,90,0.06,46,,23,18,40,0
72696581,125.0,70.0,-40,2016-09-16 01:48:48.920,40.36667,-124.95,3.24,3.0,234,35,0.09,47,,23,33,15,0
72702821,235.0,85.0,-30,2016-09-26 12:28:19.360,40.51667,-124.26667,28.06,2.23,147,325,0.08,26,,13,50,30,0
72702821,175.0,70.0,-130,2016-09-26 12:28:19.360,40.51667,-124.26667,28.06,2.23,147,265,0.09,26,,13,10,50,1
72706051,140.0,45.0,-180,2016-10-01 23:51:28.720,40.66667,-124.25,27.40,2.52,167,230,0.09,43,,20,43,35,0
72706051,265.0,5.0,50,2016-10-01 23:51:28.720,40.66667,-124.25,27.40,2.52,167,175,0.18,43,,18,15,20,1
72709256,245.0,85.0,-50,2016-10-08 15:48:18.320,40.73333,-124.3,23.36,2.24,194,335,0.04,34,,13,40,60,0
72709256,150.0,80.0,170,2016-10-08 15:48:18.320,40.73333,-124.3,23.36,2.24,194,60,0.05,34,,15,45,60,1
72713931,150.0,85.0,-50,2016-10-17 17:26:34.440,40.65,-123.68333,28.77,2.18,67,60,0.05,26,,10,25,50,0
72716540,220.0,15.0,20,2016-10-27 06:37:23.630,40.33333,-124.53333,23.97,4.11,233,130,0.02,80,,8,38,10,0
72716540,110.0,65.0,150,2016-10-27 06:37:23.630,40.33333,-124.53333,23.97,4.11,233,20,0.02,80,,8,35,30,1
72719310,210.0,70.0,-30,2016-11-02 10:20:10.260,40.36667,-124.21667,30.70,2.92,94,120,0.15,49,,25,40,40,0
72721780,105.0,50.0,60,2016-11-08 00:08:21.450,40.6,-123.75,7.37,2.36,41,195,0.06,46,,25,20,25,0
72722260,135.0,55.0,-170,2016-11-09 01:30:52.780,40.03333,-123.75,15.19,2.21,129,45,0.06,28,,23,45,60,0
72722260,160.0,45.0,-100,2016-11-09 01:30:52.780,40.03333,-123.75,15.19,2.21,129,70,0.11,28,,20,20,10,1
72725765,155.0,70.0,-150,2016-11-15 17:46:28.250,40.5,-124.2,20.82,3.11,69,65,0.08,70,,18,28,30,0
72733405,245.0,35.0,90,2016-12-05 18:33:15.480,40.26667,-124.38333,22.10,4.35,220,155,0.06,94,,8,10,5,0
72733405,220.0,65.0,30,2016-12-05 18:33:15.480,40.26667,-124.38333,22.10,4.35,220,130,0.14,94,,10,20,20,1
72735725,175.0,90.0,100,2016-12-11 08:24:50.120,40.85,-124.45,24.09,2.76,232,85,0.14,52,,30,5,75,0
72735750,90.0,30.0,40,2016-12-11 10:32:18.780,40.35,-124.06667,7.38,2.21,46,180,0.04,29,,58,28,40,0
72739240,240.0,90.0,90,2016-12-16 10:57:17.950,40.41667,-124.33333,26.97,2.43,210,150,0.10,28,,30,13,20,0
72739240,155.0,40.0,160,2016-12-16 10:57:17.950,40.41667,-124.33333,26.97,2.43,210,65,0.16,28,,13,30,55,1
72750720,135.0,85.0,170,2017-01-10 16:23:55.740,40.3,-124.06667,32.82,3.12,70,45,0.12,66,,15,35,30,0
72755240,220.0,45.0,-80,2017-01-23 04:29:11.990,40.85,-123.36667,28.18,2.6,80,130,0.09,28,,23,25,30,0
72755240,225.0,45.0,-60,2017-01-23 04:29:11.990,40.85,-123.36667,28.18,2.6,80,315,0.08,28,,18,25,20,1
72757390,190.0,60.0,-90,2017-01-28 20:32:13.740,40.96667,-123.41667,36.59,2.86,45,100,0.04,58,,18,15,30,0
72759410,95.0,80.0,20,2017-02-03 16:13:42.340,40.23333,-123.63333,31.33,3.68,44,5,0.09,78,,13,43,60,0
72759415,150.0,85.0,-130,2017-02-03 16:18:21.740,40.23333,-123.65,29.51,2.74,44,60,0.03,46,,15,33,40,0
72759415,175.0,10.0,-100,2017-02-03 16:18:21.740,40.23333,-123.65,29.51,2.74,44,265,0.10,46,,18,13,10,1
72769086,120.0,65.0,-110,2017-03-01 01:48:26.310,40.4,-124.23333,23.79,1.92,109,210,0.03,25,,33,23,50,0
72770671,265.0,30.0,130,2017-03-05 03:29:15.020,39.75,-123.36667,5.64,2.58,46,175,0.07,43,,25,20,25,0
72770676,90.0,45.0,100,2017-03-05 03:31:28.430,39.75,-123.36667,5.97,2.96,47,180,0.11,67,,25,23,40,0
72771146,145.0,75.0,120,2017-03-06 19:19:20.810,40.35,-124.76667,25.15,4.04,230,235,0.06,66,,13,13,15,0
72771146,185.0,80.0,-120,2017-03-06 19:19:20.810,40.35,-124.76667,25.15,4.04,230,95,0.07,66,,10,10,20,0
72771146,260.0,60.0,-30,2017-03-06 19:19:20.810,40.35,-124.76667,25.15,4.04,230,350,0.07,66,,18,35,65,1
72772046,105.0,75.0,-150,2017-03-09 11:21:07.640,40.55,-123.85,22.95,2.8,71,195,0.11,53,,13,33,35,0
72773131,160.0,50.0,160,2017-03-12 01:40:31.320,40.13333,-123.13333,35.84,2.18,56,250,0.10,37,,15,33,50,0
72775466,155.0,45.0,170,2017-03-14 19:51:40.780,40.45,-124.13333,29.19,2.3,89,245,0.02,33,,20,45,30,0
72775466,190.0,55.0,-110,2017-03-14 19:51:40.780,40.45,-124.13333,29.19,2.3,89,100,0.06,33,,13,13,15,1
72780386,265.0,15.0,50,2017-03-25 08:14:54.040,40.4,-124.25,28.33,2.47,125,175,0.11,34,,15,13,25,0
72780386,150.0,40.0,160,2017-03-25 08:14:54.040,40.4,-124.25,28.33,2.47,125,240,0.15,34,,15,33,30,1
72783636,215.0,40.0,-30,2017-04-02 09:09:41.030,40.0,-123.4,6.19,2.19,40,125,0.03,36,,15,20,30,0
72783796,160.0,55.0,-170,2017-04-02 23:25:42.590,40.0,-123.38333,0.90,1.78,48,250,0.11,25,,23,13,50,0
72783931,145.0,60.0,-130,2017-04-03 09:08:34.500,39.98333,-123.4,7.06,2.1,61,235,0.16,30,,20,30,65,0
72786121,265.0,15.0,30,2017-04-07 22:46:23.230,40.48333,-124.23333,26.46,2.82,112,175,0.04,45,,20,43,35,0
72786261,145.0,85.0,120,2017-04-08 09:29:50.960,39.76667,-123.35,3.05,1.81,60,235,0.15,28,,13,13,50,0
72786936,210.0,45.0,-160,2017-04-09 23:41:39.360,41.2,-124.43333,15.26,2.81,218,120,0.15,28,,80,30,80,0
72790391,265.0,50.0,150,2017-04-18 20:12:35.930,40.23333,-124.16667,11.33,2.39,96,175,0.03,32,,20,23,40,0
72791686,185.0,40.0,-90,2017-04-21 06:28:49.580,40.13333,-123.83333,21.75,2.03,77,95,0.07,29,,20,20,30,0
72791981,180.0,40.0,-40,2017-04-22 01:25:22.570,40.38333,-123.65,25.60,2.2,65,90,0.08,31,,35,20,35,0
72793611,180.0,35.0,-150,2017-04-25 07:53:05.710,41.25,-123.76667,32.69,2.92,91,90,0.17,42,,43,38,50,0
72796241,215.0,55.0,-50,2017-04-30 17:42:50.870,40.28333,-123.61667,28.13,1.95,34,305,0.03,28,,28,35,50,0
72799581,165.0,35.0,-90,2017-05-09 20:40:34.410,40.41667,-123.65,22.01,2.9,36,255,0.06,57,,28,15,35,0
72799581,140.0,60.0,-120,2017-05-09 20:40:34.410,40.41667,-123.65,22.01,2.9,36,50,0.09,57,,15,25,20,1
72804166,95.0,30.0,-100,2017-05-21 11:11:40.010,40.56667,-123.86667,22.89,1.93,80,185,0.03,25,,38,18,40,0
72812551,245.0,55.0,40,2017-06-08 12:42:24.500,40.41667,-124.18333,28.82,2.62,78,155,0.08,45,,25,43,50,0
72814101,260.0,55.0,-160,2017-06-11 12:19:29.750,41.03333,-124.1,22.86,3.53,175,170,0.14,57,,23,43,30,0
72816461,225.0,55.0,-40,2017-06-15 14:59:07.290,39.81667,-123.3,6.43,2.03,36,135,0.07,30,,20,35,45,0
72816546,200.0,50.0,-60,2017-06-15 20:07:33.940,40.86667,-123.53333,25.82,2.55,38,110,0.04,35,,15,23,20,0
72817926,170.0,45.0,-60,2017-06-18 16:21:14.450,39.81667,-123.3,7.17,1.69,66,260,0.15,25,,33,35,45,0
72817926,195.0,65.0,-20,2017-06-18 16:21:14.450,39.81667,-123.3,7.17,1.69,66,105,0.16,25,,30,45,40,1
72818711,230.0,75.0,-40,2017-06-20 16:54:05.300,40.53333,-124.23333,25.69,2.46,145,140,0.02,39,,20,30,35,0
72820761,95.0,55.0,120,2017-06-24 21:22:03.060,40.28333,-124.28333,9.14,4.03,212,185,0.01,30,,15,8,15,0
72821161,200.0,25.0,-40,2017-06-25 14:27:53.280,40.68333,-124.56667,23.28,2.62,233,110,0.17,39,,10,25,30,0
72832766,115.0,35.0,160,2017-07-10 01:44:12.770,40.61667,-123.28333,34.83,3.74,31,205,0.03,78,,25,43,35,0
72832766,220.0,85.0,30,2017-07-10 01:44:12.770,40.61667,-123.28333,34.83,3.74,31,310,0.03,78,,20,43,60,1
72835186,230.0,70.0,20,2017-07-12 19:03:14.090,40.48333,-124.2,19.03,2.29,100,140,0.03,29,,30,43,50,0
72843626,220.0,50.0,-50,2017-07-20 22:47:56.990,39.81667,-123.3,6.55,2.26,32,130,0.07,35,,35,43,60,0
72843916,135.0,60.0,-130,2017-07-21 07:20:59.280,39.81667,-123.3,6.90,2.3,50,225,0.11,41,,25,33,40,0
72847541,185.0,70.0,-130,2017-07-25 00:22:31.650,40.66667,-123.28333,27.98,2.8,35,95,0.14,53,,13,30,35,0
72848256,205.0,70.0,-130,2017-07-25 22:32:47.050,40.55,-123.51667,3.57,2.11,41,115,0.08,26,,20,25,40,0
72852151,210.0,5.0,-110,2017-07-29 00:02:40.910,40.76667,-125.16667,26.54,5.08,230,120,0.02,59,,43,35,50,0
72852151,195.0,65.0,-110,2017-07-29 00:02:40.910,40.76667,-125.16667,26.54,5.08,230,285,0.02,59,,38,40,60,1
72855911,155.0,30.0,-180,2017-08-01 00:11:21.200,40.4,-124.36667,28.73,2.56,228,245,0.05,32,,28,33,30,0
72859871,230.0,65.0,0,2017-08-04 15:45:48.940,40.43333,-124.15,28.09,2.53,66,140,0.08,40,,20,43,30,0
72860941,230.0,55.0,-10,2017-08-05 16:06:57.230,40.73333,-124.51667,23.08,2.57,225,140,0.09,36,,15,43,30,0
