event_id,strike,dip,rake,time,latitude,longitude,depth,mag,max_agap,dip_azimuth,misfit,n_fmo,misfit_w_90ci,max_strike_90ci,max_dip_90ci,max_rake_90ci,mult_solution_flag
71892126,115.0,50.0,-170,2012-11-24 01:47:28.180,40.1,-123.85,26.08,2.39,89,205,0.15,35,,15,33,30,0
71897516,210.0,60.0,-40,2012-12-03 05:55:19.700,40.11667,-123.76667,21.91,2.01,83,120,0.09,29,,20,15,30,0
71900256,245.0,25.0,140,2012-12-07 20:20:00.660,40.58333,-123.48333,27.65,1.97,80,155,0.05,27,,20,25,35,0
71900306,190.0,15.0,-90,2012-12-07 21:38:59.300,41.26667,-123.41667,38.26,2.75,45,280,0.07,41,,35,13,25,0
71907486,255.0,60.0,130,2012-12-19 12:02:23.790,40.26667,-124.35,18.94,3.79,230,165,0.05,92,,20,23,40,0
71907836,115.0,60.0,-140,2012-12-20 08:17:39.250,40.68333,-123.9,22.70,2.78,88,205,0.21,56,,15,35,35,0
71912466,135.0,80.0,160,2012-12-30 07:01:57.340,40.36667,-124.11667,26.74,2.87,62,225,0.15,67,,10,33,20,0
71913236,225.0,60.0,-80,2012-12-31 21:22:24.430,40.43333,-123.35,28.97,2.42,33,135,0.11,39,,15,13,25,0
71914506,160.0,40.0,-110,2013-01-03 13:16:21.760,40.13333,-123.8,21.45,1.94,81,250,0.05,28,,28,20,30,0
71916061,145.0,35.0,-130,2013-01-06 11:25:07.090,39.78333,-123.18333,5.93,1.6,26,235,0.09,31,,35,33,50,0
71916071,205.0,75.0,-70,2013-01-06 11:33:07.170,39.78333,-123.18333,7.86,1.6,26,115,0.13,26,,80,20,25,0
71916311,210.0,75.0,-20,2013-01-07 01:42:34.140,40.2,-124.1,12.97,2.64,92,120,0.05,40,,10,18,30,0
71916401,190.0,65.0,-120,2013-01-07 06:50:50.050,40.58333,-123.35,31.92,2.92,52,100,0.08,66,,25,18,10,0
71917121,165.0,50.0,-130,2013-01-08 09:53:06.800,40.46667,-123.83333,25.02,1.87,67,75,0.05,30,,23,18,35,0
71917146,145.0,85.0,-140,2013-01-08 10:46:35.300,40.3,-123.9,27.44,2.87,45,55,0.09,65,,13,18,35,0
71919066,195.0,30.0,-140,2013-01-10 15:55:04.320,40.31667,-123.73333,22.18,2.83,38,105,0.08,60,,20,8,25,0
71919066,145.0,75.0,-130,2013-01-10 15:55:04.320,40.31667,-123.73333,22.18,2.83,38,55,0.08,60,,20,23,35,1
71919701,95.0,40.0,120,2013-01-11 10:46:02.640,39.76667,-123.56667,8.31,3.31,124,185,0.12,70,,23,18,50,0
71922071,210.0,50.0,-100,2013-01-15 13:11:33.770,40.46667,-123.9,24.59,2.16,108,120,0.04,30,,33,20,30,0
71928296,210.0,60.0,-60,2013-01-25 02:03:25.350,40.08333,-123.75,21.33,1.71,89,120,0.05,26,,33,30,60,0
71929141,140.0,80.0,-150,2013-01-26 13:10:38.730,39.81667,-123.61667,5.37,3.45,108,230,0.14,82,,13,23,45,0
71929281,190.0,25.0,-120,2013-01-26 18:52:09.010,40.15,-123.83333,22.81,1.78,72,100,0.05,25,,20,35,40,0
71929281,170.0,45.0,-150,2013-01-26 18:52:09.010,40.15,-123.83333,22.81,1.78,72,80,0.07,25,,25,43,30,1
71934201,105.0,30.0,-130,2013-02-03 03:59:36.680,40.4,-124.31667,23.42,2.16,190,195,0.02,25,,28,30,40,0
71937430,260.0,10.0,110,2013-02-14 18:26:43.910,40.33333,-124.35,15.03,2.51,226,170,0.06,39,,33,25,35,0
71937430,145.0,30.0,-10,2013-02-14 18:26:43.910,40.33333,-124.35,15.03,2.51,226,55,0.10,39,,25,10,25,1
71938025,120.0,90.0,100,2013-02-15 18:32:07.820,40.36667,-124.28333,24.96,2.8,156,30,0.02,56,,15,10,45,0
71938215,175.0,85.0,120,2013-02-15 22:58:30.690,40.38333,-124.3,28.75,2.89,181,265,0.03,62,,25,35,30,0
71940295,160.0,30.0,-160,2013-02-19 10:20:36.080,40.36667,-124.3,25.91,2.68,179,250,0.08,48,,20,33,25,0
71940605,150.0,80.0,-150,2013-02-19 21:59:48.110,40.36667,-123.58333,27.69,1.78,79,60,0.01,25,,30,35,50,0
71946770,195.0,50.0,-110,2013-03-01 23:11:11.550,40.61667,-123.5,31.10,2.96,68,105,0.07,71,,53,18,20,0
71951585,210.0,85.0,60,2013-03-11 00:20:43.980,40.13333,-123.81667,20.51,2.08,77,300,0.08,28,,23,13,30,0
71955375,190.0,60.0,30,2013-03-15 16:45:08.340,40.33333,-124.66667,17.68,2.58,233,100,0.17,41,,20,23,25,0
71955375,180.0,90.0,10,2013-03-15 16:45:08.340,40.33333,-124.66667,17.68,2.58,233,90,0.22,41,,20,38,25,1
71958960,130.0,85.0,170,2013-03-23 16:56:07.330,40.15,-123.08333,38.03,2.09,29,220,0.18,37,,30,40,40,0
71960320,195.0,60.0,-40,2013-03-25 12:13:18.870,39.78333,-123.5,7.60,1.73,96,105,0.15,26,,28,25,30,0
71960380,250.0,60.0,-150,2013-03-25 16:09:41.870,40.28333,-124.36667,22.53,2.18,234,160,0.12,30,,30,33,50,0
71960565,215.0,65.0,-30,2013-03-25 22:02:45.150,40.48333,-124.2,20.72,2.16,138,305,0.05,32,,20,40,30,0
71961400,95.0,60.0,130,2013-03-27 12:24:34.660,40.23333,-124.15,10.17,1.95,142,185,0.04,28,,20,20,40,0
71964105,120.0,15.0,-50,2013-04-01 02:52:06.040,40.93333,-123.43333,26.61,2.29,73,210,0.13,42,,28,25,50,0
71964105,135.0,40.0,-50,2013-04-01 02:52:06.040,40.93333,-123.43333,26.61,2.29,73,225,0.15,42,,23,25,30,1
71966935,145.0,80.0,-150,2013-04-06 00:11:33.980,40.3,-123.03333,44.97,2.55,31,55,0.08,61,,23,30,30,0
71967435,245.0,90.0,-50,2013-04-07 00:09:25.580,40.43333,-124.08333,26.09,2.06,110,155,0.05,36,,10,25,35,0
71967600,135.0,5.0,0,2013-04-07 09:23:42.310,41.2,-123.48333,40.06,2.58,158,225,0.09,26,,35,25,55,0
71968980,90.0,5.0,40,2013-04-10 05:53:10.410,40.36667,-124.25,26.02,1.89,196,180,0.08,27,,28,18,25,0
71970115,255.0,80.0,30,2013-04-12 08:31:35.180,40.58333,-124.05,28.30,2.0,154,345,0.04,30,,13,43,50,0
71970450,110.0,90.0,80,2013-04-13 00:57:55.010,39.81667,-123.56667,4.27,1.72,112,20,0.07,28,,35,18,20,0
71970450,185.0,40.0,-150,2013-04-13 00:57:55.010,39.81667,-123.56667,4.27,1.72,112,275,0.11,28,,25,33,55,1
71971355,205.0,65.0,-40,2013-04-14 20:26:33.380,40.1,-123.76667,21.23,1.76,85,115,0.04,25,,28,30,35,0
71973570,255.0,90.0,70,2013-04-19 00:46:42.100,40.3,-124.33333,23.45,2.45,226,165,0.11,37,,40,23,40,0
71974690,215.0,80.0,10,2013-04-21 11:05:52.870,40.1,-123.75,21.58,1.9,85,125,0.12,28,,15,38,30,0
71977015,180.0,35.0,-20,2013-04-25 14:16:46.390,40.61667,-123.95,26.11,1.84,145,270,0.13,30,,33,35,40,0
71977010,105.0,90.0,-140,2013-04-25 14:17:03.930,40.61667,-123.95,26.00,2.41,146,15,0.04,32,,15,30,40,0
71977360,115.0,75.0,-170,2013-04-26 02:17:04.980,40.51667,-123.88333,20.09,1.7,79,205,0.05,26,,13,38,35,0
71977910,145.0,20.0,-80,2013-04-27 03:46:00.870,40.76667,-123.78333,27.79,2.52,120,235,0.12,44,,53,25,40,0
71978630,235.0,80.0,-60,2013-04-28 09:42:17.930,39.8,-123.5,7.73,1.78,101,145,0.12,30,,30,35,40,0
71979355,175.0,30.0,50,2013-04-29 18:29:12.910,40.98333,-123.51667,26.18,2.63,69,85,0.20,47,,23,33,30,0
71979355,240.0,75.0,120,2013-04-29 18:29:12.910,40.98333,-123.51667,26.18,2.63,69,330,0.25,47,,10,25,15,0
71979355,180.0,60.0,70,2013-04-29 18:29:12.910,40.98333,-123.51667,26.18,2.63,69,270,0.25,47,,20,30,25,1
71979765,200.0,65.0,40,2013-04-30 15:14:20.930,40.26667,-124.35,18.71,2.54,229,110,0.11,33,,15,20,20,0
71979765,185.0,90.0,30,2013-04-30 15:14:20.930,40.26667,-124.35,18.71,2.54,229,95,0.13,33,,18,10,15,1
71980370,110.0,50.0,-140,2013-05-01 21:05:44.470,40.28333,-124.36667,8.26,2.5,232,200,0.04,38,,18,30,40,0
71988416,260.0,50.0,140,2013-05-09 06:05:35.050,40.23333,-124.16667,9.85,2.43,91,170,0.12,63,,20,20,40,0
71988991,240.0,35.0,90,2013-05-10 06:44:19.950,40.33333,-124.6,22.50,2.73,233,150,0.11,58,,20,15,25,0
71988991,270.0,75.0,130,2013-05-10 06:44:19.950,40.33333,-124.6,22.50,2.73,233,360,0.13,58,,15,25,20,1
71990966,260.0,65.0,-60,2013-05-13 17:22:42.080,41.03333,-123.31667,33.46,2.53,77,170,0.29,41,,43,23,25,0
71990966,255.0,35.0,10,2013-05-13 17:22:42.080,41.03333,-123.31667,33.46,2.53,77,165,0.39,41,,20,20,20,0
71990966,170.0,15.0,130,2013-05-13 17:22:42.080,41.03333,-123.31667,33.46,2.53,77,260,0.37,41,,28,30,20,1
71991506,230.0,70.0,0,2013-05-14 19:23:42.600,39.85,-123.65,3.28,2.07,71,140,0.10,35,,13,38,30,0
71991506,105.0,55.0,80,2013-05-14 19:23:42.600,39.85,-123.65,3.28,2.07,71,195,0.17,35,,15,15,10,1
71992981,160.0,25.0,-110,2013-05-17 12:20:27.610,40.15,-123.86667,22.64,1.73,69,250,0.09,25,,30,18,40,0
71992981,140.0,70.0,140,2013-05-17 12:20:27.610,40.15,-123.86667,22.64,1.73,69,230,0.10,25,,23,33,30,1
71994061,185.0,65.0,-50,2013-05-19 05:26:06.020,40.46667,-123.96667,27.02,1.84,112,275,0.03,26,,20,30,35,0
71994141,195.0,85.0,-90,2013-05-19 07:50:56.550,40.76667,-123.56667,30.16,2.12,81,105,0.09,29,,63,20,20,0
71994271,140.0,90.0,-130,2013-05-19 14:14:42.310,40.25,-123.08333,40.72,2.1,69,50,0.06,29,,43,35,60,0
71994886,270.0,90.0,-100,2013-05-20 17:23:18.560,40.83333,-123.88333,24.59,1.84,101,360,0.03,25,,20,5,20,0
71995896,135.0,70.0,-120,2013-05-22 13:27:41.340,40.13333,-123.83333,22.58,2.14,79,45,0.06,36,,33,35,40,0
71995896,190.0,60.0,-60,2013-05-22 13:27:41.340,40.13333,-123.83333,22.58,2.14,79,100,0.09,36,,15,13,25,1
72003025,130.0,30.0,-70,2013-06-06 05:33:35.970,41.2,-123.5,36.23,2.48,91,220,0.03,40,,23,15,40,0
72003025,255.0,90.0,130,2013-06-06 05:33:35.970,41.2,-123.5,36.23,2.48,91,165,0.03,40,,18,28,30,1
72006040,150.0,40.0,-90,2013-06-10 22:16:58.140,41.33333,-123.36667,33.54,3.78,63,240,0.09,25,,23,20,25,0
72006040,215.0,30.0,-80,2013-06-10 22:16:58.140,41.33333,-123.36667,33.54,3.78,63,125,0.17,25,,18,13,20,1
72008315,155.0,70.0,-120,2013-06-14 23:02:57.290,40.81667,-123.3,27.59,2.2,113,245,0.13,41,,30,35,35,0
72008505,255.0,85.0,160,2013-06-15 08:33:41.880,40.28333,-124.36667,8.00,2.36,234,345,0.02,36,,15,38,40,0
72009545,150.0,75.0,-160,2013-06-17 08:30:30.860,40.48333,-124.18333,19.98,2.31,121,60,0.06,30,,15,25,30,0
72010570,205.0,85.0,-160,2013-06-18 04:15:37.550,40.28333,-123.65,29.09,2.18,43,115,0.08,44,,13,38,30,0
72012600,95.0,65.0,80,2013-06-21 12:29:58.520,40.4,-123.71667,6.48,2.06,52,185,0.03,33,,33,20,40,0
72012600,170.0,35.0,160,2013-06-21 12:29:58.520,40.4,-123.71667,6.48,2.06,52,80,0.07,33,,18,40,20,1
72014450,185.0,85.0,30,2013-06-24 07:11:47.200,40.28333,-123.55,3.97,2.21,36,95,0.08,47,,15,30,25,0
72014450,185.0,70.0,-40,2013-06-24 07:11:47.200,40.28333,-123.55,3.97,2.21,36,275,0.11,47,,25,10,25,1
72015675,110.0,50.0,60,2013-06-26 04:12:08.450,40.48333,-123.98333,6.11,2.5,87,200,0.02,33,,20,13,25,0
72018865,120.0,90.0,100,2013-07-02 10:54:04.350,40.36667,-124.25,23.61,2.76,136,30,0.11,68,,18,8,50,0
72021895,210.0,45.0,-30,2013-07-06 05:52:39.560,40.91667,-124.43333,19.55,3.26,214,120,0.03,76,,8,15,10,0
72021895,105.0,40.0,90,2013-07-06 05:52:39.560,40.91667,-124.43333,19.55,3.26,214,195,0.04,76,,10,5,10,1
72022650,220.0,50.0,30,2013-07-08 02:16:43.720,40.03333,-123.71667,3.50,1.91,104,130,0.04,25,,18,33,25,0
72024930,125.0,70.0,-110,2013-07-11 16:27:16.050,40.35,-124.55,22.08,2.24,234,215,0.06,27,,28,13,55,0
72026590,195.0,5.0,-30,2013-07-14 17:01:36.780,39.78333,-123.56667,5.98,1.85,127,105,0.15,27,,43,30,30,0
72026795,245.0,90.0,30,2013-07-14 22:55:04.440,40.35,-124.3,21.84,1.86,189,155,0.06,26,,18,28,55,0
72027235,120.0,90.0,110,2013-07-15 11:53:22.290,39.83333,-123.41667,4.07,1.71,67,30,0.13,28,,20,18,30,0
72028710,210.0,30.0,70,2013-07-18 10:02:30.440,41.08333,-125.05,21.88,3.5,225,120,0.02,59,,33,23,40,0
72032875,165.0,85.0,-100,2013-07-25 02:14:51.920,41.15,-123.8,30.51,2.68,98,255,0.30,56,,55,35,70,0
72036165,240.0,85.0,-40,2013-07-29 13:59:35.300,40.43333,-124.35,28.62,2.81,234,150,0.11,66,,18,30,30,0
72040786,265.0,65.0,20,2013-07-31 18:03:44.060,40.35,-123.98333,21.00,2.49,53,175,0.09,41,,18,28,45,0
72042291,155.0,85.0,180,2013-08-03 02:25:49.930,40.8,-124.4,20.43,4.47,216,65,0.03,89,,8,20,20,0
72042291,100.0,40.0,90,2013-08-03 02:25:49.930,40.8,-124.4,20.43,4.47,216,190,0.05,89,,10,8,10,1
72043591,190.0,65.0,-100,2013-08-05 13:18:19.700,40.45,-123.93333,21.24,1.87,77,100,0.04,27,,30,13,30,0
72043591,95.0,50.0,-120,2013-08-05 13:18:19.700,40.45,-123.93333,21.24,1.87,77,185,0.07,27,,33,15,20,1
72043941,260.0,65.0,140,2013-08-06 03:46:23.460,40.28333,-124.36667,20.66,2.03,235,170,0.06,28,,23,33,40,0
72043941,170.0,60.0,0,2013-08-06 03:46:23.460,40.28333,-124.36667,20.66,2.03,235,260,0.06,28,,28,30,25,1
72047201,100.0,5.0,50,2013-08-11 17:01:53.200,40.38333,-124.23333,25.47,2.07,114,190,0.05,34,,30,25,30,0
72047326,220.0,45.0,-110,2013-08-11 22:41:31.590,40.78333,-124.43333,15.65,2.38,218,130,0.12,31,,23,15,50,0
72047326,150.0,65.0,-130,2013-08-11 22:41:31.590,40.78333,-124.43333,15.65,2.38,218,240,0.14,31,,20,30,35,1
72048831,125.0,90.0,-120,2013-08-14 05:14:39.380,40.03333,-123.78333,15.93,1.93,112,35,0.15,34,,15,28,40,0
72049586,190.0,20.0,-100,2013-08-15 07:06:48.380,40.65,-123.7,22.51,1.74,54,100,0.15,29,,18,18,25,0
72049701,190.0,40.0,20,2013-08-15 11:06:19.450,40.26667,-124.35,19.09,2.16,230,100,0.13,37,,13,20,30,0
72052061,220.0,75.0,30,2013-08-19 08:05:05.130,40.35,-124.08333,28.88,3.17,47,130,0.08,105,,18,25,40,0
72052066,140.0,55.0,-170,2013-08-19 08:05:34.960,40.31667,-124.11667,28.39,2.74,48,230,0.07,26,,18,30,25,0
72052071,215.0,80.0,30,2013-08-19 08:12:50.140,40.35,-124.08333,28.66,3.02,49,125,0.08,80,,20,40,40,0
72052076,155.0,45.0,-180,2013-08-19 08:17:48.910,40.31667,-124.1,27.70,2.49,44,245,0.17,53,,23,38,35,0
72052081,220.0,65.0,0,2013-08-19 08:37:21.140,40.33333,-124.1,27.67,2.76,48,130,0.07,64,,13,35,35,0
72054076,225.0,90.0,10,2013-08-22 03:23:40.130,40.48333,-124.28333,18.68,2.88,160,135,0.11,69,,13,38,30,0
72055081,250.0,5.0,10,2013-08-23 20:10:56.470,40.41667,-124.28333,24.71,2.66,156,160,0.19,74,,15,45,15,0
72055301,95.0,35.0,-20,2013-08-24 05:14:43.930,40.61667,-123.25,29.43,1.87,92,185,0.16,25,,23,33,40,0
72055466,165.0,35.0,-160,2013-08-24 12:18:05.590,40.36667,-123.78333,31.28,1.74,51,255,0.10,25,,18,35,25,0
72055831,130.0,75.0,-110,2013-08-25 06:09:11.970,40.38333,-124.58333,22.61,2.23,233,220,0.05,30,,20,15,50,0
72056956,190.0,75.0,100,2013-08-26 20:04:41.300,40.23333,-124.11667,11.05,2.03,69,280,0.12,32,,35,18,20,0
72059836,200.0,60.0,-10,2013-08-30 10:38:16.790,40.38333,-124.65,20.23,3.0,234,110,0.04,75,,5,23,10,0
72059836,265.0,50.0,80,2013-08-30 10:38:16.790,40.38333,-124.65,20.23,3.0,234,175,0.05,75,,8,5,5,1
72061396,130.0,60.0,130,2013-09-01 06:24:21.350,40.13333,-123.81667,22.26,1.8,78,220,0.04,30,,15,20,50,0
72061721,215.0,70.0,-60,2013-09-01 11:16:24.160,40.13333,-123.8,22.28,1.86,77,125,0.08,32,,18,15,25,0
72063536,100.0,40.0,-170,2013-09-04 12:46:06.310,39.8,-123.18333,6.31,1.8,25,190,0.12,41,,30,43,50,0
72063716,200.0,85.0,50,2013-09-04 18:53:38.180,40.13333,-123.81667,21.73,1.83,78,290,0.15,26,,20,15,30,0
72063716,210.0,90.0,-100,2013-09-04 18:53:38.180,40.13333,-123.81667,21.73,1.83,78,120,0.25,26,,35,10,15,1
72065336,245.0,35.0,-10,2013-09-07 05:06:30.690,39.85,-123.53333,4.26,1.81,84,155,0.12,30,,23,30,55,0
72066376,100.0,85.0,180,2013-09-09 00:40:54.600,40.25,-124.28333,20.61,3.17,215,10,0.14,99,,15,25,35,0
72070096,250.0,75.0,50,2013-09-14 03:28:36.220,40.78333,-124.33333,18.19,2.5,204,160,0.06,44,,35,30,40,0
72070576,125.0,55.0,-160,2013-09-15 03:02:20.640,40.63333,-124.0,17.26,1.75,119,215,0.08,25,,5,28,15,0
72070661,205.0,80.0,50,2013-09-15 07:19:57.900,40.13333,-123.83333,21.91,2.14,75,295,0.25,46,,20,20,30,0
72071421,185.0,85.0,-90,2013-09-16 11:18:46.550,40.98333,-123.43333,25.55,2.22,77,95,0.09,29,,53,33,70,0
72071921,215.0,70.0,-90,2013-09-17 05:40:27.490,40.85,-123.25,32.57,2.48,54,125,0.13,52,,30,20,25,0
72074151,260.0,90.0,-20,2013-09-21 02:57:58.640,40.15,-123.18333,32.67,2.34,34,170,0.05,42,,23,40,40,0
72076146,180.0,35.0,-140,2013-09-24 21:36:34.240,40.45,-123.4,33.03,3.84,64,90,0.10,102,,18,18,30,0
72077661,205.0,35.0,-10,2013-09-28 01:17:30.270,40.35,-124.21667,22.32,2.24,96,115,0.08,42,,18,13,25,0
72080926,230.0,70.0,-20,2013-10-04 14:42:06.340,40.43333,-124.15,27.96,3.9,92,140,0.04,83,,18,40,40,0
72086051,220.0,80.0,-10,2013-10-11 23:05:37.330,40.98333,-124.73333,8.64,4.94,214,130,0.01,74,,10,13,5,0
72088156,185.0,5.0,-120,2013-10-15 16:59:30.660,40.41667,-123.21667,23.60,1.93,42,95,0.05,28,,43,28,60,0
72090371,240.0,55.0,20,2013-10-18 20:36:36.080,40.31667,-124.31667,26.68,2.92,211,150,0.13,72,,15,43,35,0
72090751,125.0,65.0,90,2013-10-19 11:27:01.370,40.15,-123.15,37.35,2.04,63,215,0.08,34,,28,15,30,0
72090751,145.0,85.0,130,2013-10-19 11:27:01.370,40.15,-123.15,37.35,2.04,63,235,0.11,34,,33,35,40,1
72091856,205.0,90.0,-120,2013-10-21 04:53:14.370,40.98333,-123.35,34.12,2.31,141,115,0.15,32,,30,38,30,0
72091856,135.0,25.0,50,2013-10-21 04:53:14.370,40.98333,-123.35,34.12,2.31,141,45,0.17,32,,33,30,45,1
72093561,230.0,50.0,120,2013-10-23 10:47:15.480,40.23333,-124.16667,11.23,2.1,96,140,0.09,34,,23,10,35,0
72098216,130.0,85.0,170,2013-10-30 11:33:01.850,40.36667,-124.15,26.99,1.88,66,220,0.11,31,,10,30,20,0
72099131,200.0,50.0,-90,2013-10-31 18:24:17.870,40.66667,-123.46667,31.44,3.19,78,110,0.09,102,,25,23,15,0
72099381,260.0,85.0,-160,2013-11-01 03:00:10.730,40.28333,-124.5,19.17,2.54,234,170,0.13,59,,15,33,55,0
72099861,235.0,45.0,80,2013-11-01 22:34:22.040,40.28333,-124.36667,19.72,2.35,234,145,0.14,52,,18,18,20,0
72103186,150.0,30.0,-90,2013-11-08 03:51:03.620,40.4,-123.78333,25.22,1.96,55,60,0.03,26,,38,20,45,0
72104256,225.0,85.0,50,2013-11-09 16:19:47.140,40.4,-124.61667,23.63,2.59,234,135,0.20,48,,5,10,50,0
72104256,125.0,75.0,150,2013-11-09 16:19:47.140,40.4,-124.61667,23.63,2.59,234,35,0.21,48,,8,35,70,1
72104306,215.0,65.0,-20,2013-11-09 17:55:51.630,39.78333,-123.56667,7.24,1.93,120,125,0.05,35,,28,45,60,0
72104366,215.0,35.0,90,2013-11-09 20:49:33.570,40.3,-124.53333,19.95,2.09,233,125,0.15,29,,25,18,60,0
72104366,150.0,85.0,20,2013-11-09 20:49:33.570,40.3,-124.53333,19.95,2.09,233,240,0.19,29,,28,45,40,1
72105091,260.0,25.0,100,2013-11-10 22:25:47.880,40.23333,-124.11667,12.10,2.06,67,170,0.04,26,,50,23,60,0
72108356,185.0,70.0,150,2013-11-16 05:28:34.780,39.8,-123.78333,-0.84,2.04,153,275,0.03,25,,30,30,40,0
72108406,195.0,30.0,-70,2013-11-16 08:40:06.750,40.76667,-124.31667,22.33,2.15,194,105,0.02,26,,10,5,15,0
72108406,140.0,85.0,-130,2013-11-16 08:40:06.750,40.76667,-124.31667,22.33,2.15,194,230,0.03,26,,13,15,35,1
72108751,240.0,45.0,50,2013-11-17 05:27:52.700,40.36667,-124.16667,26.27,2.17,69,150,0.11,38,,20,20,25,0
72109096,160.0,35.0,-40,2013-11-17 22:45:09.530,40.3,-124.55,16.79,3.65,234,250,0.10,79,,10,15,10,0
72109096,100.0,75.0,-140,2013-11-17 22:45:09.530,40.3,-124.55,16.79,3.65,234,10,0.10,79,,10,15,20,1
72110581,205.0,25.0,100,2013-11-20 18:35:37.050,40.98333,-123.55,22.16,2.09,51,115,0.10,30,,40,28,50,0
72110706,130.0,70.0,160,2013-11-21 00:36:33.170,40.36667,-123.71667,28.41,2.05,33,220,0.02,37,,23,35,30,0
72110711,140.0,85.0,-150,2013-11-21 00:48:54.620,40.36667,-123.7,28.71,3.41,38,50,0.10,98,,8,20,40,0
72109430,120.0,60.0,150,2013-11-25 04:18:40.020,40.3,-123.55,28.97,1.88,55,210,0.00,29,,20,33,40,0
72109695,260.0,65.0,50,2013-11-25 17:49:25.840,40.78333,-123.28333,27.98,2.15,62,170,0.11,33,,23,30,40,0
72109725,100.0,50.0,-120,2013-11-25 18:56:22.050,40.3,-124.56667,8.82,2.26,235,190,0.13,33,,13,23,20,0
72109725,185.0,70.0,-20,2013-11-25 18:56:22.050,40.3,-124.56667,8.82,2.26,235,95,0.17,33,,13,18,20,1
72110325,265.0,50.0,-100,2013-11-26 17:05:27.280,40.56667,-123.86667,22.84,1.97,78,175,0.03,30,,28,23,35,0
72113545,130.0,35.0,70,2013-12-03 08:25:46.720,40.31667,-124.56667,20.70,2.75,231,220,0.29,56,,40,15,30,0
72117960,160.0,75.0,-160,2013-12-09 07:30:06.010,40.15,-123.08333,38.72,2.28,48,70,0.15,44,,23,45,40,0
72118405,130.0,30.0,160,2013-12-10 07:20:46.900,40.31667,-123.75,22.50,2.05,41,220,0.12,27,,15,23,35,0
72118475,190.0,65.0,-100,2013-12-10 08:50:56.210,40.1,-123.63333,22.08,1.86,70,100,0.12,28,,33,15,35,0
72118475,185.0,65.0,-130,2013-12-10 08:50:56.210,40.1,-123.63333,22.08,1.86,70,95,0.20,28,,33,35,15,1
72118995,145.0,60.0,-90,2013-12-11 06:11:47.350,39.9,-123.18333,4.25,1.63,56,235,0.01,26,,45,33,40,0
72125816,155.0,75.0,-140,2013-12-17 13:28:01.840,40.68333,-124.5,17.67,4.11,225,245,0.01,98,,5,10,10,0
72125816,230.0,50.0,-60,2013-12-17 13:28:01.840,40.68333,-124.5,17.67,4.11,225,140,0.01,98,,10,8,30,0
72125816,270.0,90.0,90,2013-12-17 13:28:01.840,40.68333,-124.5,17.67,4.11,225,360,0.03,98,,10,15,10,1
72125851,195.0,45.0,-40,2013-12-17 14:59:07.400,40.71667,-124.48333,20.29,2.46,222,105,0.07,41,,18,25,25,0
72129596,125.0,85.0,180,2013-12-24 10:28:49.840,40.5,-124.81667,9.82,4.3,228,35,0.03,43,,8,18,20,0
72130086,155.0,40.0,-120,2013-12-25 12:02:37.280,40.63333,-123.95,22.93,1.81,104,65,0.16,34,,23,18,20,0
72131351,215.0,80.0,20,2013-12-27 11:08:35.020,40.5,-124.41667,25.57,2.12,223,305,0.08,25,,15,40,50,0
72133976,230.0,55.0,-50,2014-01-01 04:18:59.080,40.28333,-123.61667,29.40,2.12,32,140,0.03,35,,20,15,20,0
72135571,110.0,50.0,-90,2014-01-03 16:54:26.970,40.31667,-124.55,19.40,2.63,235,200,0.17,48,,20,15,30,0
72135571,160.0,90.0,30,2014-01-03 16:54:26.970,40.31667,-124.55,19.40,2.63,235,70,0.18,48,,28,35,20,1
72135941,210.0,80.0,-100,2014-01-04 07:58:29.710,40.95,-123.43333,23.83,2.13,42,120,0.30,34,,83,40,80,0
72138971,230.0,65.0,-70,2014-01-08 20:51:22.880,40.1,-123.73333,21.58,2.07,82,140,0.11,39,,33,18,40,0
72140381,160.0,90.0,-10,2014-01-11 05:15:08.390,40.3,-124.51667,19.11,2.77,233,70,0.07,64,,15,43,25,0
72140866,210.0,45.0,150,2014-01-12 05:30:10.420,40.51667,-123.51667,8.80,1.6,101,120,0.05,27,,28,38,40,0
72142395,100.0,80.0,170,2014-01-18 04:05:38.390,40.45,-124.5,19.93,2.75,231,10,0.21,58,,13,30,50,0
72142395,190.0,70.0,-20,2014-01-18 04:05:38.390,40.45,-124.5,19.93,2.75,231,280,0.23,58,,23,18,20,1
72142740,190.0,45.0,-70,2014-01-18 11:33:59.180,40.1,-123.73333,21.69,2.07,82,100,0.17,39,,28,13,25,0
72143850,95.0,30.0,-140,2014-01-20 18:21:58.700,40.98333,-124.11667,19.00,2.07,160,185,0.09,30,,28,23,25,0
72144950,235.0,65.0,-20,2014-01-22 13:09:06.080,40.41667,-124.21667,27.27,2.65,95,145,0.10,59,,23,53,50,0
72144950,135.0,80.0,120,2014-01-22 13:09:06.080,40.41667,-124.21667,27.27,2.65,95,45,0.12,59,,23,13,10,1
72146855,115.0,65.0,80,2014-01-26 10:22:37.470,40.51667,-123.53333,5.99,1.8,42,205,0.18,33,,45,30,50,0
72147140,105.0,35.0,-110,2014-01-26 22:52:00.740,40.5,-123.53333,5.30,1.77,77,195,0.16,36,,53,25,60,0
72147535,230.0,75.0,10,2014-01-27 20:25:22.910,40.26667,-124.0,32.67,2.54,61,320,0.12,61,,10,30,25,0
72153556,190.0,55.0,140,2014-02-01 08:27:08.180,40.51667,-123.51667,7.95,2.19,84,100,0.07,54,,25,15,35,0
