event_id,time,latitude,longitude,depth,mag,max_agap,dip_azimuth,strike,dip,rake,misfit,n_fmo,misfit_w_90ci,max_strike_90ci,max_dip_90ci,max_rake_90ci,multi_sol_flag
71872550,2012:10:31T15:29:52.78,40.96666666666667,-123.68333333333334,11.48,3.21,83.0,250.0,160.0,45.0,100.0,0.2,51,,13,5,25,1
71873640,2012:11:02T03:30:18.18,40.43333333333333,-124.15,24.1,2.13,86.0,340.0,250.0,85.0,-20.0,0.08,28,,20,38,40,0
71874235,2012:11:03T01:39:43.90,40.333333333333336,-124.23333333333333,26.47,2.37,93.0,70.0,160.0,90.0,100.0,0.16,36,,25,10,30,0
71888456,2012:11:18T01:41:35.54,40.68333333333333,-123.51666666666667,27.17,2.89,38.0,155.0,245.0,35.0,-110.0,0.06,64,,38,30,45,0
71888456,2012:11:18T01:41:35.54,40.68333333333333,-123.51666666666667,27.17,2.89,38.0,30.0,120.0,60.0,-60.0,0.07,64,,20,25,25,1
71892006,2012:11:23T22:47:28.06,40.95,-123.58333333333333,27.36,2.26,54.0,120.0,210.0,50.0,-120.0,0.13,36,,43,28,35,0
71892126,2012:11:24T01:47:28.18,40.1,-123.85,26.08,2.39,89.0,205.0,115.0,50.0,-170.0,0.15,35,,15,33,30,0
71897516,2012:12:03T05:55:19.70,40.11666666666667,-123.76666666666667,21.91,2.01,83.0,120.0,210.0,60.0,-40.0,0.09,29,,20,15,30,0
71900306,2012:12:07T21:38:59.30,41.266666666666666,-123.41666666666667,38.26,2.75,45.0,280.0,190.0,15.0,-90.0,0.07,41,,35,13,25,0
71907486,2012:12:19T12:02:23.79,40.266666666666666,-124.35,18.94,3.79,230.0,165.0,255.0,60.0,130.0,0.05,92,,20,23,40,0
71907836,2012:12:20T08:17:39.25,40.68333333333333,-123.9,22.7,2.78,88.0,205.0,115.0,60.0,-140.0,0.21,56,,15,35,35,0
71912466,2012:12:30T07:01:57.34,40.36666666666667,-124.11666666666666,26.74,2.87,62.0,225.0,135.0,80.0,160.0,0.15,67,,10,33,20,0
71913236,2012:12:31T21:22:24.43,40.43333333333333,-123.35,28.97,2.42,33.0,135.0,225.0,60.0,-80.0,0.11,39,,15,13,25,0
71916311,2013:01:07T01:42:34.14,40.2,-124.1,12.97,2.64,92.0,120.0,210.0,75.0,-20.0,0.05,40,,10,18,30,0
71916401,2013:01:07T06:50:50.05,40.583333333333336,-123.35,31.92,2.92,52.0,100.0,190.0,65.0,-120.0,0.08,66,,25,18,10,0
71917146,2013:01:08T10:46:35.30,40.3,-123.9,27.44,2.87,45.0,55.0,145.0,85.0,-140.0,0.09,65,,13,18,35,0
71919066,2013:01:10T15:55: 4.32,40.31666666666667,-123.73333333333333,22.18,2.83,38.0,105.0,195.0,30.0,-140.0,0.08,60,,20,8,25,0
71919066,2013:01:10T15:55: 4.32,40.31666666666667,-123.73333333333333,22.18,2.83,38.0,55.0,145.0,75.0,-130.0,0.08,60,,20,23,35,1
71919701,2013:01:11T10:46: 2.64,39.766666666666666,-123.56666666666666,8.31,3.31,124.0,185.0,95.0,40.0,120.0,0.12,70,,23,18,50,0
71922071,2013:01:15T13:11:33.77,40.46666666666667,-123.9,24.59,2.16,108.0,120.0,210.0,50.0,-100.0,0.04,30,,33,20,30,0
71929141,2013:01:26T13:10:38.73,39.81666666666667,-123.61666666666666,5.37,3.45,108.0,230.0,140.0,80.0,-150.0,0.14,82,,13,23,45,0
71934201,2013:02:03T03:59:36.68,40.4,-124.31666666666666,23.42,2.16,190.0,195.0,105.0,30.0,-130.0,0.02,25,,28,30,40,0
71937430,2013:02:14T18:26:43.91,40.333333333333336,-124.35,15.03,2.51,226.0,170.0,260.0,10.0,110.0,0.06,39,,33,25,35,0
71937430,2013:02:14T18:26:43.91,40.333333333333336,-124.35,15.03,2.51,226.0,55.0,145.0,30.0,-10.0,0.1,39,,25,10,25,1
71938025,2013:02:15T18:32: 7.82,40.36666666666667,-124.28333333333333,24.96,2.8,156.0,30.0,120.0,90.0,100.0,0.02,56,,15,10,45,0
71938215,2013:02:15T22:58:30.69,40.38333333333333,-124.3,28.75,2.89,181.0,265.0,175.0,85.0,120.0,0.03,62,,25,35,30,0
71940295,2013:02:19T10:20:36.08,40.36666666666667,-124.3,25.91,2.68,179.0,250.0,160.0,30.0,-160.0,0.08,48,,20,33,25,0
71946770,2013:03:01T23:11:11.55,40.61666666666667,-123.5,31.1,2.96,68.0,105.0,195.0,50.0,-110.0,0.07,71,,53,18,20,0
71951585,2013:03:11T00:20:43.98,40.13333333333333,-123.81666666666666,20.51,2.08,77.0,300.0,210.0,85.0,60.0,0.08,28,,23,13,30,0
71955375,2013:03:15T16:45: 8.34,40.333333333333336,-124.66666666666667,17.68,2.58,233.0,100.0,190.0,60.0,30.0,0.17,41,,20,23,25,0
71955375,2013:03:15T16:45: 8.34,40.333333333333336,-124.66666666666667,17.68,2.58,233.0,90.0,180.0,90.0,10.0,0.22,41,,20,38,25,1
71958960,2013:03:23T16:56: 7.33,40.15,-123.08333333333333,38.03,2.09,29.0,220.0,130.0,85.0,170.0,0.18,37,,30,40,40,0
71960380,2013:03:25T16:09:41.87,40.28333333333333,-124.36666666666666,22.53,2.18,234.0,160.0,250.0,60.0,-150.0,0.12,30,,30,33,50,0
71960565,2013:03:25T22:02:45.15,40.483333333333334,-124.2,20.72,2.16,138.0,305.0,215.0,65.0,-30.0,0.05,32,,20,40,30,0
71964105,2013:04:01T02:52: 6.04,40.93333333333333,-123.43333333333334,26.61,2.29,73.0,210.0,120.0,15.0,-50.0,0.13,42,,28,25,50,0
71964105,2013:04:01T02:52: 6.04,40.93333333333333,-123.43333333333334,26.61,2.29,73.0,225.0,135.0,40.0,-50.0,0.15,42,,23,25,30,1
71966935,2013:04:06T00:11:33.98,40.3,-123.03333333333333,44.97,2.55,31.0,55.0,145.0,80.0,-150.0,0.08,61,,23,30,30,0
71967435,2013:04:07T00:09:25.58,40.43333333333333,-124.08333333333333,26.09,2.06,110.0,155.0,245.0,90.0,-50.0,0.05,36,,10,25,35,0
71967600,2013:04:07T09:23:42.31,41.2,-123.48333333333333,40.06,2.58,158.0,225.0,135.0,5.0,0.0,0.09,26,,35,25,55,0
71970115,2013:04:12T08:31:35.18,40.583333333333336,-124.05,28.3,2.0,154.0,345.0,255.0,80.0,30.0,0.04,30,,13,43,50,0
71973570,2013:04:19T00:46:42.10,40.3,-124.33333333333333,23.45,2.45,226.0,165.0,255.0,90.0,70.0,0.11,37,,40,23,40,0
71977010,2013:04:25T14:17: 3.93,40.61666666666667,-123.95,26.0,2.41,146.0,15.0,105.0,90.0,-140.0,0.04,32,,15,30,40,0
71977910,2013:04:27T03:46: 0.87,40.766666666666666,-123.78333333333333,27.79,2.52,120.0,235.0,145.0,20.0,-80.0,0.12,44,,53,25,40,0
71979355,2013:04:29T18:29:12.91,40.983333333333334,-123.51666666666667,26.18,2.63,69.0,85.0,175.0,30.0,50.0,0.2,47,,23,33,30,0
71979355,2013:04:29T18:29:12.91,40.983333333333334,-123.51666666666667,26.18,2.63,69.0,330.0,240.0,75.0,120.0,0.25,47,,10,25,15,0
71979355,2013:04:29T18:29:12.91,40.983333333333334,-123.51666666666667,26.18,2.63,69.0,270.0,180.0,60.0,70.0,0.25,47,,20,30,25,1
71979765,2013:04:30T15:14:20.93,40.266666666666666,-124.35,18.71,2.54,229.0,110.0,200.0,65.0,40.0,0.11,33,,15,20,20,0
71979765,2013:04:30T15:14:20.93,40.266666666666666,-124.35,18.71,2.54,229.0,95.0,185.0,90.0,30.0,0.13,33,,18,10,15,1
71980370,2013:05:01T21:05:44.47,40.28333333333333,-124.36666666666666,8.26,2.5,232.0,200.0,110.0,50.0,-140.0,0.04,38,,18,30,40,0
71988416,2013:05:09T06:05:35.05,40.233333333333334,-124.16666666666667,9.85,2.43,91.0,170.0,260.0,50.0,140.0,0.12,63,,20,20,40,0
71988991,2013:05:10T06:44:19.95,40.333333333333336,-124.6,22.5,2.73,233.0,150.0,240.0,35.0,90.0,0.11,58,,20,15,25,0
71988991,2013:05:10T06:44:19.95,40.333333333333336,-124.6,22.5,2.73,233.0,360.0,270.0,75.0,130.0,0.13,58,,15,25,20,1
71990966,2013:05:13T17:22:42.08,41.03333333333333,-123.31666666666666,33.46,2.53,77.0,170.0,260.0,65.0,-60.0,0.29,41,,43,23,25,0
71990966,2013:05:13T17:22:42.08,41.03333333333333,-123.31666666666666,33.46,2.53,77.0,165.0,255.0,35.0,10.0,0.39,41,,20,20,20,0
71990966,2013:05:13T17:22:42.08,41.03333333333333,-123.31666666666666,33.46,2.53,77.0,260.0,170.0,15.0,130.0,0.37,41,,28,30,20,1
71991506,2013:05:14T19:23:42.60,39.85,-123.65,3.28,2.07,71.0,140.0,230.0,70.0,0.0,0.1,35,,13,38,30,0
71991506,2013:05:14T19:23:42.60,39.85,-123.65,3.28,2.07,71.0,195.0,105.0,55.0,80.0,0.17,35,,15,15,10,1
71994141,2013:05:19T07:50:56.55,40.766666666666666,-123.56666666666666,30.16,2.12,81.0,105.0,195.0,85.0,-90.0,0.09,29,,63,20,20,0
71994271,2013:05:19T14:14:42.31,40.25,-123.08333333333333,40.72,2.1,69.0,50.0,140.0,90.0,-130.0,0.06,29,,43,35,60,0
71995896,2013:05:22T13:27:41.34,40.13333333333333,-123.83333333333333,22.58,2.14,79.0,45.0,135.0,70.0,-120.0,0.06,36,,33,35,40,0
71995896,2013:05:22T13:27:41.34,40.13333333333333,-123.83333333333333,22.58,2.14,79.0,100.0,190.0,60.0,-60.0,0.09,36,,15,13,25,1
72003025,2013:06:06T05:33:35.97,41.2,-123.5,36.23,2.48,91.0,220.0,130.0,30.0,-70.0,0.03,40,,23,15,40,0
72003025,2013:06:06T05:33:35.97,41.2,-123.5,36.23,2.48,91.0,165.0,255.0,90.0,130.0,0.03,40,,18,28,30,1
72006040,2013:06:10T22:16:58.14,41.333333333333336,-123.36666666666666,33.54,3.78,63.0,240.0,150.0,40.0,-90.0,0.09,25,,23,20,25,0
72006040,2013:06:10T22:16:58.14,41.333333333333336,-123.36666666666666,33.54,3.78,63.0,125.0,215.0,30.0,-80.0,0.17,25,,18,13,20,1
72008315,2013:06:14T23:02:57.29,40.81666666666667,-123.3,27.59,2.2,113.0,245.0,155.0,70.0,-120.0,0.13,41,,30,35,35,0
72008505,2013:06:15T08:33:41.88,40.28333333333333,-124.36666666666666,8.0,2.36,234.0,345.0,255.0,85.0,160.0,0.02,36,,15,38,40,0
72009545,2013:06:17T08:30:30.86,40.483333333333334,-124.18333333333334,19.98,2.31,121.0,60.0,150.0,75.0,-160.0,0.06,30,,15,25,30,0
72010570,2013:06:18T04:15:37.55,40.28333333333333,-123.65,29.09,2.18,43.0,115.0,205.0,85.0,-160.0,0.08,44,,13,38,30,0
72012600,2013:06:21T12:29:58.52,40.4,-123.71666666666667,6.48,2.06,52.0,185.0,95.0,65.0,80.0,0.03,33,,33,20,40,0
72012600,2013:06:21T12:29:58.52,40.4,-123.71666666666667,6.48,2.06,52.0,80.0,170.0,35.0,160.0,0.07,33,,18,40,20,1
72014450,2013:06:24T07:11:47.20,40.28333333333333,-123.55,3.97,2.21,36.0,95.0,185.0,85.0,30.0,0.08,47,,15,30,25,0
72014450,2013:06:24T07:11:47.20,40.28333333333333,-123.55,3.97,2.21,36.0,275.0,185.0,70.0,-40.0,0.11,47,,25,10,25,1
72015405,2013:06:25T17:43:33.23,40.93333333333333,-123.6,24.29,2.47,89.0,250.0,160.0,65.0,-70.0,0.2,42,,10,35,30,0
72015675,2013:06:26T04:12: 8.45,40.483333333333334,-123.98333333333333,6.11,2.5,87.0,200.0,110.0,50.0,60.0,0.02,33,,20,13,25,0
72018865,2013:07:02T10:54: 4.35,40.36666666666667,-124.25,23.61,2.76,136.0,30.0,120.0,90.0,100.0,0.11,68,,18,8,50,0
72021895,2013:07:06T05:52:39.56,40.916666666666664,-124.43333333333334,19.55,3.26,214.0,120.0,210.0,45.0,-30.0,0.03,76,,8,15,10,0
72021895,2013:07:06T05:52:39.56,40.916666666666664,-124.43333333333334,19.55,3.26,214.0,195.0,105.0,40.0,90.0,0.04,76,,10,5,10,1
72024930,2013:07:11T16:27:16.05,40.35,-124.55,22.08,2.24,234.0,215.0,125.0,70.0,-110.0,0.06,27,,28,13,55,0
72028710,2013:07:18T10:02:30.44,41.083333333333336,-125.05,21.88,3.5,225.0,120.0,210.0,30.0,70.0,0.02,59,,33,23,40,0
72032875,2013:07:25T02:14:51.92,41.15,-123.8,30.51,2.68,98.0,255.0,165.0,85.0,-100.0,0.3,56,,55,35,70,0
72036165,2013:07:29T13:59:35.30,40.43333333333333,-124.35,28.62,2.81,234.0,150.0,240.0,85.0,-40.0,0.11,66,,18,30,30,0
72040786,2013:07:31T18:03:44.06,40.35,-123.98333333333333,21.0,2.49,53.0,175.0,265.0,65.0,20.0,0.09,41,,18,28,45,0
72042291,2013:08:03T02:25:49.93,40.8,-124.4,20.43,4.47,216.0,65.0,155.0,85.0,180.0,0.03,89,,8,20,20,0
72042291,2013:08:03T02:25:49.93,40.8,-124.4,20.43,4.47,216.0,190.0,100.0,40.0,90.0,0.05,89,,10,8,10,1
72043941,2013:08:06T03:46:23.46,40.28333333333333,-124.36666666666666,20.66,2.03,235.0,170.0,260.0,65.0,140.0,0.06,28,,23,33,40,0
72043941,2013:08:06T03:46:23.46,40.28333333333333,-124.36666666666666,20.66,2.03,235.0,260.0,170.0,60.0,0.0,0.06,28,,28,30,25,1
72047201,2013:08:11T17:01:53.20,40.38333333333333,-124.23333333333333,25.47,2.07,114.0,190.0,100.0,5.0,50.0,0.05,34,,30,25,30,0
72047326,2013:08:11T22:41:31.59,40.78333333333333,-124.43333333333334,15.65,2.38,218.0,130.0,220.0,45.0,-110.0,0.12,31,,23,15,50,0
72047326,2013:08:11T22:41:31.59,40.78333333333333,-124.43333333333334,15.65,2.38,218.0,240.0,150.0,65.0,-130.0,0.14,31,,20,30,35,1
72049701,2013:08:15T11:06:19.45,40.266666666666666,-124.35,19.09,2.16,230.0,100.0,190.0,40.0,20.0,0.13,37,,13,20,30,0
72052061,2013:08:19T08:05: 5.13,40.35,-124.08333333333333,28.88,3.17,47.0,130.0,220.0,75.0,30.0,0.08,105,,18,25,40,0
72052066,2013:08:19T08:05:34.96,40.31666666666667,-124.11666666666666,28.39,2.74,48.0,230.0,140.0,55.0,-170.0,0.07,26,,18,30,25,0
72052071,2013:08:19T08:12:50.14,40.35,-124.08333333333333,28.66,3.02,49.0,125.0,215.0,80.0,30.0,0.08,80,,20,40,40,0
72052076,2013:08:19T08:17:48.91,40.31666666666667,-124.1,27.7,2.49,44.0,245.0,155.0,45.0,-180.0,0.17,53,,23,38,35,0
72052081,2013:08:19T08:37:21.14,40.333333333333336,-124.1,27.67,2.76,48.0,130.0,220.0,65.0,0.0,0.07,64,,13,35,35,0
72054076,2013:08:22T03:23:40.13,40.483333333333334,-124.28333333333333,18.68,2.88,160.0,135.0,225.0,90.0,10.0,0.11,69,,13,38,30,0
72055081,2013:08:23T20:10:56.47,40.416666666666664,-124.28333333333333,24.71,2.66,156.0,160.0,250.0,5.0,10.0,0.19,74,,15,45,15,0
72055831,2013:08:25T06:09:11.97,40.38333333333333,-124.58333333333333,22.61,2.23,233.0,220.0,130.0,75.0,-110.0,0.05,30,,20,15,50,0
72056956,2013:08:26T20:04:41.30,40.233333333333334,-124.11666666666666,11.05,2.03,69.0,280.0,190.0,75.0,100.0,0.12,32,,35,18,20,0
72059836,2013:08:30T10:38:16.79,40.38333333333333,-124.65,20.23,3.0,234.0,110.0,200.0,60.0,-10.0,0.04,75,,5,23,10,0
72059836,2013:08:30T10:38:16.79,40.38333333333333,-124.65,20.23,3.0,234.0,175.0,265.0,50.0,80.0,0.05,75,,8,5,5,1
72066376,2013:09:09T00:40:54.60,40.25,-124.28333333333333,20.61,3.17,215.0,10.0,100.0,85.0,180.0,0.14,99,,15,25,35,0
72070096,2013:09:14T03:28:36.22,40.78333333333333,-124.33333333333333,18.19,2.5,204.0,160.0,250.0,75.0,50.0,0.06,44,,35,30,40,0
72070661,2013:09:15T07:19:57.90,40.13333333333333,-123.83333333333333,21.91,2.14,75.0,295.0,205.0,80.0,50.0,0.25,46,,20,20,30,0
72071421,2013:09:16T11:18:46.55,40.983333333333334,-123.43333333333334,25.55,2.22,77.0,95.0,185.0,85.0,-90.0,0.09,29,,53,33,70,0
72071921,2013:09:17T05:40:27.49,40.85,-123.25,32.57,2.48,54.0,125.0,215.0,70.0,-90.0,0.13,52,,30,20,25,0
72074151,2013:09:21T02:57:58.64,40.15,-123.18333333333334,32.67,2.34,34.0,170.0,260.0,90.0,-20.0,0.05,42,,23,40,40,0
72076146,2013:09:24T21:36:34.24,40.45,-123.4,33.03,3.84,64.0,90.0,180.0,35.0,-140.0,0.1,102,,18,18,30,0
72077661,2013:09:28T01:17:30.27,40.35,-124.21666666666667,22.32,2.24,96.0,115.0,205.0,35.0,-10.0,0.08,42,,18,13,25,0
72080926,2013:10:04T14:42: 6.34,40.43333333333333,-124.15,27.96,3.9,92.0,140.0,230.0,70.0,-20.0,0.04,83,,18,40,40,0
72086051,2013:10:11T23:05:37.33,40.983333333333334,-124.73333333333333,8.64,4.94,214.0,130.0,220.0,80.0,-10.0,0.01,74,,10,13,5,0
72090371,2013:10:18T20:36:36.08,40.31666666666667,-124.31666666666666,26.68,2.92,211.0,150.0,240.0,55.0,20.0,0.13,72,,15,43,35,0
72090751,2013:10:19T11:27: 1.37,40.15,-123.15,37.35,2.04,63.0,215.0,125.0,65.0,90.0,0.08,34,,28,15,30,0
72090751,2013:10:19T11:27: 1.37,40.15,-123.15,37.35,2.04,63.0,235.0,145.0,85.0,130.0,0.11,34,,33,35,40,1
72091856,2013:10:21T04:53:14.37,40.983333333333334,-123.35,34.12,2.31,141.0,115.0,205.0,90.0,-120.0,0.15,32,,30,38,30,0
72091856,2013:10:21T04:53:14.37,40.983333333333334,-123.35,34.12,2.31,141.0,45.0,135.0,25.0,50.0,0.17,32,,33,30,45,1
72093561,2013:10:23T10:47:15.48,40.233333333333334,-124.16666666666667,11.23,2.1,96.0,140.0,230.0,50.0,120.0,0.09,34,,23,10,35,0
72099131,2013:10:31T18:24:17.87,40.666666666666664,-123.46666666666667,31.44,3.19,78.0,110.0,200.0,50.0,-90.0,0.09,102,,25,23,15,0
72099381,2013:11:01T03:00:10.73,40.28333333333333,-124.5,19.17,2.54,234.0,170.0,260.0,85.0,-160.0,0.13,59,,15,33,55,0
72099861,2013:11:01T22:34:22.04,40.28333333333333,-124.36666666666666,19.72,2.35,234.0,145.0,235.0,45.0,80.0,0.14,52,,18,18,20,0
72104256,2013:11:09T16:19:47.14,40.4,-124.61666666666666,23.63,2.59,234.0,135.0,225.0,85.0,50.0,0.2,48,,5,10,50,0
72104256,2013:11:09T16:19:47.14,40.4,-124.61666666666666,23.63,2.59,234.0,35.0,125.0,75.0,150.0,0.21,48,,8,35,70,1
72104366,2013:11:09T20:49:33.57,40.3,-124.53333333333333,19.95,2.09,233.0,125.0,215.0,35.0,90.0,0.15,29,,25,18,60,0
72104366,2013:11:09T20:49:33.57,40.3,-124.53333333333333,19.95,2.09,233.0,240.0,150.0,85.0,20.0,0.19,29,,28,45,40,1
72105091,2013:11:10T22:25:47.88,40.233333333333334,-124.11666666666666,12.1,2.06,67.0,170.0,260.0,25.0,100.0,0.04,26,,50,23,60,0
72108356,2013:11:16T05:28:34.78,39.8,-123.78333333333333,-0.84,2.04,153.0,275.0,185.0,70.0,150.0,0.03,25,,30,30,40,0
72108406,2013:11:16T08:40: 6.75,40.766666666666666,-124.31666666666666,22.33,2.15,194.0,105.0,195.0,30.0,-70.0,0.02,26,,10,5,15,0
72108406,2013:11:16T08:40: 6.75,40.766666666666666,-124.31666666666666,22.33,2.15,194.0,230.0,140.0,85.0,-130.0,0.03,26,,13,15,35,1
72108751,2013:11:17T05:27:52.70,40.36666666666667,-124.16666666666667,26.27,2.17,69.0,150.0,240.0,45.0,50.0,0.11,38,,20,20,25,0
72109096,2013:11:17T22:45: 9.53,40.3,-124.55,16.79,3.65,234.0,250.0,160.0,35.0,-40.0,0.1,79,,10,15,10,0
72109096,2013:11:17T22:45: 9.53,40.3,-124.55,16.79,3.65,234.0,10.0,100.0,75.0,-140.0,0.1,79,,10,15,20,1
72110581,2013:11:20T18:35:37.05,40.983333333333334,-123.55,22.16,2.09,51.0,115.0,205.0,25.0,100.0,0.1,30,,40,28,50,0
72110706,2013:11:21T00:36:33.17,40.36666666666667,-123.71666666666667,28.41,2.05,33.0,220.0,130.0,70.0,160.0,0.02,37,,23,35,30,0
72110711,2013:11:21T00:48:54.62,40.36666666666667,-123.7,28.71,3.41,38.0,50.0,140.0,85.0,-150.0,0.1,98,,8,20,40,0
72109695,2013:11:25T17:49:25.84,40.78333333333333,-123.28333333333333,27.98,2.15,62.0,170.0,260.0,65.0,50.0,0.11,33,,23,30,40,0
72109725,2013:11:25T18:56:22.05,40.3,-124.56666666666666,8.82,2.26,235.0,190.0,100.0,50.0,-120.0,0.13,33,,13,23,20,0
72109725,2013:11:25T18:56:22.05,40.3,-124.56666666666666,8.82,2.26,235.0,95.0,185.0,70.0,-20.0,0.17,33,,13,18,20,1
72113545,2013:12:03T08:25:46.72,40.31666666666667,-124.56666666666666,20.7,2.75,231.0,220.0,130.0,35.0,70.0,0.29,56,,40,15,30,0
72117960,2013:12:09T07:30: 6.01,40.15,-123.08333333333333,38.72,2.28,48.0,70.0,160.0,75.0,-160.0,0.15,44,,23,45,40,0
72118405,2013:12:10T07:20:46.90,40.31666666666667,-123.75,22.5,2.05,41.0,220.0,130.0,30.0,160.0,0.12,27,,15,23,35,0
72125816,2013:12:17T13:28: 1.84,40.68333333333333,-124.5,17.67,4.11,225.0,245.0,155.0,75.0,-140.0,0.01,98,,5,10,10,0
72125816,2013:12:17T13:28: 1.84,40.68333333333333,-124.5,17.67,4.11,225.0,140.0,230.0,50.0,-60.0,0.01,98,,10,8,30,0
72125816,2013:12:17T13:28: 1.84,40.68333333333333,-124.5,17.67,4.11,225.0,360.0,270.0,90.0,90.0,0.03,98,,10,15,10,1
72125851,2013:12:17T14:59: 7.40,40.71666666666667,-124.48333333333333,20.29,2.46,222.0,105.0,195.0,45.0,-40.0,0.07,41,,18,25,25,0
72129596,2013:12:24T10:28:49.84,40.5,-124.81666666666666,9.82,4.3,228.0,35.0,125.0,85.0,180.0,0.03,43,,8,18,20,0
72131351,2013:12:27T11:08:35.02,40.5,-124.41666666666667,25.57,2.12,223.0,305.0,215.0,80.0,20.0,0.08,25,,15,40,50,0
72133976,2014:01:01T04:18:59.08,40.28333333333333,-123.61666666666666,29.4,2.12,32.0,140.0,230.0,55.0,-50.0,0.03,35,,20,15,20,0
72135571,2014:01:03T16:54:26.97,40.31666666666667,-124.55,19.4,2.63,235.0,200.0,110.0,50.0,-90.0,0.17,48,,20,15,30,0
72135571,2014:01:03T16:54:26.97,40.31666666666667,-124.55,19.4,2.63,235.0,70.0,160.0,90.0,30.0,0.18,48,,28,35,20,1
72135941,2014:01:04T07:58:29.71,40.95,-123.43333333333334,23.83,2.13,42.0,120.0,210.0,80.0,-100.0,0.3,34,,83,40,80,0
72138971,2014:01:08T20:51:22.88,40.1,-123.73333333333333,21.58,2.07,82.0,140.0,230.0,65.0,-70.0,0.11,39,,33,18,40,0
72140381,2014:01:11T05:15: 8.39,40.3,-124.51666666666667,19.11,2.77,233.0,70.0,160.0,90.0,-10.0,0.07,64,,15,43,25,0
72142395,2014:01:18T04:05:38.39,40.45,-124.5,19.93,2.75,231.0,10.0,100.0,80.0,170.0,0.21,58,,13,30,50,0
72142395,2014:01:18T04:05:38.39,40.45,-124.5,19.93,2.75,231.0,280.0,190.0,70.0,-20.0,0.23,58,,23,18,20,1
72142740,2014:01:18T11:33:59.18,40.1,-123.73333333333333,21.69,2.07,82.0,100.0,190.0,45.0,-70.0,0.17,39,,28,13,25,0
72143850,2014:01:20T18:21:58.70,40.983333333333334,-124.11666666666666,19.0,2.07,160.0,185.0,95.0,30.0,-140.0,0.09,30,,28,23,25,0
72144950,2014:01:22T13:09: 6.08,40.416666666666664,-124.21666666666667,27.27,2.65,95.0,145.0,235.0,65.0,-20.0,0.1,59,,23,53,50,0
72144950,2014:01:22T13:09: 6.08,40.416666666666664,-124.21666666666667,27.27,2.65,95.0,45.0,135.0,80.0,120.0,0.12,59,,23,13,10,1
72147535,2014:01:27T20:25:22.91,40.266666666666666,-124.0,32.67,2.54,61.0,320.0,230.0,75.0,10.0,0.12,61,,10,30,25,0
72153556,2014:02:01T08:27: 8.18,40.516666666666666,-123.51666666666667,7.95,2.19,84.0,100.0,190.0,55.0,140.0,0.07,54,,25,15,35,0
72154546,2014:02:03T06:11:37.21,41.3,-123.3,37.99,2.2,50.0,240.0,150.0,40.0,20.0,0.19,30,,33,43,70,0
72155231,2014:02:04T11:48:16.50,39.78333333333333,-123.18333333333334,5.38,2.52,30.0,220.0,130.0,80.0,-150.0,0.08,70,,15,28,30,0
72157001,2014:02:06T02:55:42.07,40.28333333333333,-124.5,13.63,3.56,235.0,330.0,240.0,75.0,130.0,0.08,75,,28,20,20,0
72157001,2014:02:06T02:55:42.07,40.28333333333333,-124.5,13.63,3.56,235.0,40.0,130.0,35.0,-30.0,0.1,75,,28,23,25,1
72157341,2014:02:06T12:02:41.14,39.78333333333333,-123.18333333333334,5.99,2.33,30.0,115.0,205.0,55.0,-40.0,0.03,44,,18,35,30,0
72159811,2014:02:08T17:44:54.20,39.81666666666667,-123.16666666666667,6.65,2.99,30.0,215.0,125.0,50.0,-180.0,0.09,73,,15,40,40,0
72172021,2014:02:21T09:03: 2.48,40.333333333333336,-124.33333333333333,30.12,3.08,217.0,155.0,245.0,20.0,40.0,0.06,92,,13,23,15,0
72175591,2014:02:26T18:23:55.07,41.31666666666667,-123.5,33.81,2.51,56.0,340.0,250.0,80.0,-50.0,0.12,31,,20,30,40,0
72175591,2014:02:26T18:23:55.07,41.31666666666667,-123.5,33.81,2.51,56.0,70.0,160.0,75.0,130.0,0.22,31,,28,15,30,0
72175591,2014:02:26T18:23:55.07,41.31666666666667,-123.5,33.81,2.51,56.0,30.0,120.0,90.0,-120.0,0.18,31,,18,8,15,1
72177681,2014:03:02T04:50: 9.99,40.78333333333333,-123.75,-0.92,2.09,55.0,130.0,220.0,85.0,20.0,0.25,29,,30,35,55,0
72177681,2014:03:02T04:50: 9.99,40.78333333333333,-123.75,-0.92,2.09,55.0,285.0,195.0,70.0,-120.0,0.31,29,,25,18,25,1
72181141,2014:03:08T20:51:53.94,40.43333333333333,-124.55,21.33,2.59,235.0,205.0,115.0,60.0,-110.0,0.12,48,,18,8,40,0
72181141,2014:03:08T20:51:53.94,40.43333333333333,-124.55,21.33,2.59,235.0,105.0,195.0,90.0,20.0,0.24,48,,25,28,15,0
72181141,2014:03:08T20:51:53.94,40.43333333333333,-124.55,21.33,2.59,235.0,155.0,245.0,50.0,80.0,0.26,48,,18,15,15,1
72181796,2014:03:09T19:13:45.93,40.583333333333336,-124.08333333333333,18.33,2.5,123.0,50.0,140.0,80.0,-160.0,0.06,32,,18,43,40,0
72182001,2014:03:10T04:17:53.95,40.233333333333334,-123.41666666666667,31.79,2.65,45.0,10.0,100.0,75.0,10.0,0.12,67,,10,35,40,0
72182031,2014:03:10T05:04:12.52,40.8,-125.1,22.69,3.07,230.0,140.0,230.0,85.0,-110.0,0.12,49,,80,35,70,0
72182046,2014:03:10T05:18:13.43,40.81666666666667,-125.13333333333334,16.44,6.8,229.0,290.0,200.0,85.0,130.0,0.03,74,,33,33,60,0
